,Release_Date,Title,Production_Budget,Domestic_Gross,Worldwide_Gross
0,7/22/1998,Lolita,55000000,1147784,1147784
1,9/20/2002,Eye See You,55000000,79161,1807990
2,6/19/1981,Superman II,54000000,108185706,108185706
3,3/22/2002,Blade 2,54000000,81676888,154338601
4,7/14/2006,"You, Me and Dupree",54000000,75802010,130402010
5,12/19/2008,Seven Pounds,54000000,69951824,166617328
6,12/25/1990,The Godfather: Part III,54000000,66520529,66520529
7,10/14/2005,Elizabethtown,54000000,26850426,50719373
8,8/1/2003,Gigli,54000000,6087542,7126002
9,6/16/2000,Shaft,53012938,70327868,107190108
10,8/5/2005,The Dukes of Hazzard,53000000,80270227,109848461
11,10/16/2009,Law Abiding Citizen,53000000,73357727,131159781
12,9/18/2015,Black Mass,53000000,62575678,98837872
13,11/14/1997,Anastasia,53000000,58403409,139801096
14,5/18/2001,Moulin Rouge,53000000,57386369,179208843
15,11/2/2001,Domestic Disturbance,53000000,45207112,54207112
16,10/20/2006,Flags of Our Fathers,53000000,33602376,63657941
17,4/6/2007,Grindhouse,53000000,25031037,50187789
18,10/16/1998,Beloved,53000000,22852487,22852487
19,12/19/2012,Zero Dark Thirty,52500000,95720716,134612435
20,12/25/2002,Catch Me if You Can,52000000,164606800,355612291
21,7/18/2008,Mamma Mia!,52000000,144130063,615748772
22,6/2/2006,The Break-Up,52000000,118703275,205727307
23,2/12/2010,Valentine's Day,52000000,110485654,217569328
24,11/22/1995,Casino,52000000,42438300,110400000
25,8/5/2011,The Change-Up,52000000,37243418,75997067
26,12/23/1998,The Thin Red Line,52000000,36400491,97709034
27,12/22/1999,Man on the Moon,52000000,34580635,47407635
28,2/5/2010,From Paris With Love,52000000,24077427,53139168
29,4/16/2003,Bulletproof Monk,52000000,23010607,23010607
30,6/23/2000,"Me, Myself & Irene",51000000,90570999,149270999
31,8/4/2006,Barnyard: The Original Party Animals,51000000,72779000,118583844
32,11/22/2006,Deck the Halls,51000000,35093569,46815807
33,3/4/2011,The Adjustment Bureau,50200000,62495645,126931325
34,11/20/2009,The Twilight Saga: New Moon,50000000,296623634,687557727
35,5/18/2001,Shrek,50000000,267655011,491812794
36,6/29/2012,Ted,50000000,218665740,556016627
37,6/13/2014,22 Jump Street,50000000,191719337,331333876
38,6/14/1991,Robin Hood: Prince of Thieves,50000000,165493908,390500000
39,12/13/1996,Jerry Maguire,50000000,153952592,274000000
40,12/25/2015,Daddyâs Home,50000000,150357137,242757137
41,12/24/1997,As Good as it Gets,50000000,148478011,314111923
42,12/25/1998,Patch Adams,50000000,135014968,202173000
43,6/17/2016,Central Intelligence,50000000,127440871,217196811
44,12/18/2013,Anchorman 2: The Legend Continues,50000000,127352707,172185754
45,6/10/2011,Super 8,50000000,127004179,257972745
46,6/28/2002,Mr. Deeds,50000000,126293452,171269535
47,3/17/2000,Erin Brockovich,50000000,125548685,257805243
48,2/9/2018,Peter Rabbit,50000000,115234093,347091542
49,2/7/2003,How to Lose a Guy in 10 Days,50000000,105807520,178890782
50,11/11/1994,Interview with the Vampire: The Vampire Chronicles,50000000,105264608,223564608
51,12/19/2008,Yes Man,50000000,97690976,225990976
52,2/28/2014,Non-Stop,50000000,91742160,222383055
53,12/25/1998,Stepmom,50000000,91137662,159745279
54,8/9/2013,Disney Planes,50000000,90282580,238059569
55,3/10/2006,Failure to Launch,50000000,88715192,128402901
56,3/24/2006,Inside Man,50000000,88634237,185798265
57,7/28/2017,The Emoji Movie,50000000,86089513,216797089
58,7/29/2011,"Crazy, Stupid, Love",50000000,84351197,147142328
59,12/22/2017,The Post,50000000,81903458,177568086
60,2/5/1999,Payback,50000000,81526121,161626121
61,6/9/1995,Congo,50000000,81022333,152022333
62,3/20/2009,Knowing,50000000,79957634,186450317
63,3/18/2005,The Ring Two,50000000,75941727,161941727
64,12/23/2011,We Bought a Zoo,50000000,75624550,118729073
65,9/23/2011,Moneyball,50000000,75605492,111300835
66,6/11/2004,Garfield: The Movie,50000000,75367693,208094550
67,11/24/2004,Christmas with the Kranks,50000000,73701902,96469187
68,3/17/2006,V for Vendetta,50000000,70511035,130214162
69,3/10/1995,Outbreak,50000000,67823573,67823573
70,3/13/2009,Race to Witch Mountain,50000000,67172595,105103784
71,9/24/2004,The Forgotten,50000000,66711892,117211892
72,6/22/2005,Herbie: Fully Loaded,50000000,66010682,144110682
73,2/7/2003,Shanghai Knights,50000000,60470220,88316835
74,7/18/2014,Planes: Fire and Rescue,50000000,59157732,156399644
75,2/10/2006,Curious George,50000000,58640119,71052604
76,4/6/2012,American Reunion,50000000,56758835,236799211
77,1/25/2013,Hansel & Gretel: Witch Hunters,50000000,55703475,214949716
78,2/18/2011,I am Number Four,50000000,55100437,146195159
79,9/28/2001,Donât Say a Word,50000000,54997476,104488383
80,1/15/2016,13 Hours: The Secret Soldiers of Benghazi,50000000,52853219,69411370
81,5/8/2002,Unfaithful,50000000,52752475,119114494
82,9/29/2017,American Made,50000000,51342000,135542511
83,11/23/2005,Syriana,50000000,50824620,92690959
84,9/10/2004,Resident Evil: Apocalypse,50000000,50740078,125168734
85,10/17/2014,The Book of Life,50000000,50151543,97651543
86,2/14/1997,Absolute Power,50000000,50068310,50068310
87,2/10/2006,Firewall,50000000,48751189,82751189
88,9/12/1997,The Game,50000000,48265581,80369970
89,8/22/1997,G.I. Jane,50000000,48169156,48169156
90,8/8/2014,Into the Storm,50000000,47602194,150429371
91,10/10/2014,The Judge,50000000,47119388,76119388
92,4/21/2006,Silent Hill,50000000,46982632,94704227
93,8/11/2000,The Replacements,50000000,44737059,50054511
94,7/29/1998,The Negotiator,50000000,44705766,49105766
95,8/19/2016,War Dogs,50000000,43034523,83034523
96,5/25/1994,Beverly Hills Cop III,50000000,42586861,119180938
97,6/15/1990,Gremlins 2: The New Batch,50000000,41476097,41476097
98,9/26/1997,The Peacemaker,50000000,41263140,62967368
99,10/3/2003,Out of Time,50000000,41083108,55489826
100,11/12/2004,Bridget Jones: The Edge Of Reason,50000000,40203020,263894551
101,2/11/2000,The Beach,50000000,39778599,39778599
102,6/10/2005,The Adventures of Sharkboy and Lavagirl in 3-D,50000000,39177684,69425966
103,2/18/1994,On Deadly Ground,50000000,38590458,38590458
104,11/25/2009,Ninja Assassin,50000000,38122883,62209892
105,5/28/2004,Raising Helen,50000000,37485528,49928680
106,5/20/2016,The Nice Guys,50000000,36261763,57261763
107,9/17/1999,For Love of the Game,50000000,35188640,46112640
108,12/11/1998,Jack Frost,50000000,34645374,34645374
109,6/4/2010,Marmaduke,50000000,33644788,89895930
110,6/28/1996,Striptease,50000000,33109743,113309743
111,10/15/2010,Hereafter,50000000,32746941,105246941
112,4/19/2002,Murder by Numbers,50000000,31874869,56643267
113,10/6/1995,Assassins,50000000,30306268,83306268
114,2/12/2016,Zoolander 2,50000000,28848693,55348693
115,1/16/2009,Defiance,50000000,28644813,52987754
116,2/9/2007,Hannibal Rising,50000000,27669725,80583311
117,10/15/1999,The Story of Us,50000000,27100030,27100030
118,3/29/2013,The Host,50000000,26623701,64477051
119,3/28/2003,Basic,50000000,26599248,42598498
120,3/13/2015,Run All Night,50000000,26461644,66961644
121,8/9/2002,Blood Work,50000000,26199517,26199517
122,2/13/2009,The International,50000000,25450527,53850527
123,8/9/1996,Escape from L.A.,50000000,25426861,25426861
124,2/27/2004,Twisted,50000000,25195050,40119848
125,12/10/2004,The Life Aquatic with Steve Zissou,50000000,24006726,34806726
126,8/4/1999,The Iron Giant,50000000,23159305,31333917
127,4/8/2011,Your Highness,50000000,21596445,26121638
128,9/16/2016,Snowden,50000000,21587519,34301950
129,9/30/2011,Dream House,50000000,21302340,41642166
130,6/24/2016,Free State of Jones,50000000,20810036,23151917
131,9/4/2009,Gamer,50000000,20534907,42002029
132,2/25/2005,Man of the House,50000000,19699706,22099706
133,2/21/2003,The Life of David Gale,50000000,19694635,28920188
