,Release_Date,Title,Production_Budget,Domestic_Gross,Worldwide_Gross
489,8/1/1986,Friday the 13th Part VI: Jason Lives,3000000,19472057,19472057
490,8/2/2002,Martin Lawrence Live: RunTelDat,3000000,19184820,19184820
491,6/15/1960,The Apartment,3000000,18600000,24600000
492,9/20/1958,Cat on a Hot Tin Roof,3000000,17570324,17570324
493,5/26/1970,Beneath the Planet of the Apes,3000000,17489009,17489009
494,4/6/2001,Pokemon 3: The Movie,3000000,17052128,68452128
495,8/13/1993,Jason Goes to Hell: The Final Friday,3000000,15935068,15935068
496,4/27/1990,Spaced Invaders,3000000,15000000,15000000
497,4/9/1976,Family Plot,3000000,13200000,13200000
498,7/16/1966,Torn Curtain,3000000,13000000,13000000
499,3/3/2006,Dave Chappelle's Block Party,3000000,11718595,12051924
500,10/25/1985,Krush Groove,3000000,11052713,11052713
501,1/1/1960,Elmer Gantry,3000000,10400000,10400000
502,5/8/2009,Next Day Air,3000000,10027047,10172519
503,1/1/1961,Judgment at Nuremberg,3000000,10000000,10000000
504,5/12/1999,Trippinâ,3000000,9017070,9017070
505,1/1/1948,Red River,3000000,9012000,9012000
506,8/8/2001,The Deep End,3000000,8823109,9981635
507,5/24/2013,Before Midnight,3000000,8110621,23251930
508,11/20/1987,Teen Wolf Too,3000000,7888000,7888000
509,7/31/2009,The Collector,3000000,7712114,10473836
510,7/8/1988,Phantasm II,3000000,7282851,7282851
511,4/7/2006,Phat Girlz,3000000,7061128,7301115
512,10/1/2004,Woman Thou Art Loosed,3000000,6879730,6879730
513,10/18/2002,Real Women Have Curves,3000000,5853194,7777790
514,8/28/1981,Gallipoli,3000000,5732587,5732587
515,4/28/2006,Water,3000000,5529144,11322573
516,7/22/2016,Donât Think Twice,3000000,4417983,4417983
517,6/24/2016,Swiss Army Man,3000000,4210454,5837111
518,4/14/2000,East is East,3000000,4170647,30438635
519,9/1/2000,Whipped,3000000,4142507,4142507
520,2/28/1997,Kama Sutra,3000000,4109095,4109095
521,5/17/2013,Frances Ha,3000000,4067398,11262769
522,4/30/2010,Please Give,3000000,4033574,4570178
523,6/30/1971,Willy Wonka & the Chocolate Factory,3000000,4000000,4000000
524,9/24/1993,Warlock: The Armageddon,3000000,3902679,3902679
525,4/18/1997,8 Heads in a Duffel Bag,3000000,3602884,4002884
526,9/13/1978,Days of Heaven,3000000,3446749,3660880
527,5/24/2002,Thirteen Conversations About One Thing,3000000,3287435,3705923
528,4/22/2016,Compadres,3000000,3127773,7445044
529,2/19/1999,Jawbreaker,3000000,3076820,3076820
530,8/9/1996,Basquiat,3000000,2962051,2962051
531,2/24/2006,Tsotsi,3000000,2912606,11537539
532,4/9/2010,Letters to God,3000000,2848587,3237452
533,10/16/1998,Happiness,3000000,2746453,5746453
534,4/4/2003,DysFunkTional Family,3000000,2255000,2255000
535,9/19/2014,Tusk,3000000,1821983,1857688
536,10/24/2003,Elephant,3000000,1266955,10051516
537,4/6/2012,Damsels in Distress,3000000,1007535,1324299
538,3/25/2005,Oldboy,3000000,707391,6239723
539,5/6/2011,Hobo with a Shotgun,3000000,703372,834953
540,9/7/2012,Bachelorette,3000000,446770,12577401
541,1/15/2010,Fish Tank,3000000,374675,5922292
542,9/5/2008,Everybody Wants to Be Italian,3000000,351416,351416
543,9/9/2011,Creature,3000000,331000,331000
544,8/23/1996,Freeway,3000000,295493,295493
545,10/6/2006,Love's Abiding Joy,3000000,252726,252726
546,2/12/1993,Dead Alive,3000000,242623,242623
547,10/1/2010,Chain Letter,3000000,205842,1022453
548,3/2/2012,Tim and Eric's Billion Dollar Movie,3000000,201436,223652
549,11/9/2007,Holly,3000000,163069,163069
550,3/26/2010,The Eclipse,3000000,133411,133411
551,3/21/2008,The Grand,3000000,115879,115879
552,3/17/2006,Sommersturm,3000000,95204,95204
553,8/15/2014,Fort McCoy,3000000,78948,78948
554,8/4/1999,The Gambler,3000000,51773,101773
555,10/13/2000,Just Looking,3000000,39852,39852
556,9/4/2015,Before We Go,3000000,37151,483938
557,1/13/2012,The Divide,3000000,18000,156362
558,9/9/2011,Tanner Hall,3000000,5073,5073
559,9/30/2005,My Big Fat Independent Movie,3000000,4655,4655
560,10/10/2017,Demonic,3000000,0,4668109
561,4/15/2008,Ã L'IntÃ©rieur,3000000,0,895932
562,6/27/2014,They Came Together,3000000,0,82780
563,5/21/2013,Open Road,3000000,0,47469
564,7/28/1951,Alice in Wonderland,3000000,0,0
565,10/1/2010,Barry Munday,3000000,0,0
566,12/31/2009,The Deported,3000000,0,0
567,12/31/2009,Chicago Overcoat,3000000,0,0
568,9/13/2011,Never Back Down 2: The Beatdown,3000000,0,0
569,12/31/2015,AWOL-72,3000000,0,0
570,1/15/2013,30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoo,3000000,0,0
571,2/6/2015,Enter the Dangerous Mind,3000000,0,0
572,3/17/2015,Something Wicked,3000000,0,0
573,7/8/2014,Point Blank,3000000,0,0
574,10/27/2014,Iguana,3000000,0,0
575,12/31/2009,Four Single Fathers,3000000,0,0
576,8/14/2015,Amnesiac,3000000,0,0
577,12/31/2015,Unnatural,3000000,0,0
578,12/11/2015,Close Range,3000000,0,0
579,2/15/1950,Cinderella,2900000,85000000,263591415
580,11/20/1998,Central do Brasil,2900000,5969553,17006158
581,1/1/1961,Pocketful of Miracles,2900000,5000000,5000000
582,3/24/2006,Boynton Beach Club,2900000,3127472,3127472
583,10/1/2010,Freakonomics,2900000,101270,172867
584,8/19/2011,Griff the Invisible,2900000,20778,25935
585,3/29/1959,Some Like it Hot,2883848,25000000,25000000
586,6/10/2005,High Tension,2850000,3681066,6435262
587,12/15/1974,Young Frankenstein,2800000,86300000,86300000
588,6/25/1976,The Omen,2800000,48570885,48570885
589,7/22/2005,Hustle & Flow,2800000,22202809,23591783
590,5/13/1988,Friday the 13th Part VII: The New Blood,2800000,19170001,19170001
591,9/15/2006,Artie Lange's Beer League,2800000,475000,475000
592,8/25/1939,The Wizard of Oz,2777000,33711566,33754967
593,2/15/2008,Diary of the Dead,2750000,952620,5394447
594,10/17/1979,The Black Stallion,2700000,37799643,37799643
595,6/13/1997,Ulee's Gold,2700000,9054736,15600000
596,9/1/2006,Lage Raho Munna Bhai,2700000,2217561,31517561
597,12/31/2015,Sardaar Ji,2700000,0,8200000
598,12/31/2008,Rejsen til Saturn,2700000,0,5377665
599,1/1/1963,Donovan's Reef,2686000,6600000,6600000
600,1/12/1956,Diane,2660000,0,0
601,1/16/1998,The Dress,2650000,16556,16556
602,12/24/1943,A Guy Named Joe,2627000,5363000,5363000
603,2/7/1974,Blazing Saddles,2600000,119500000,119500000
604,4/13/1984,Friday the 13th Part IV: The Final Chapter,2600000,32980880,32980880
605,5/2/2014,Ida,2600000,3827060,15298355
606,1/1/1987,Maurice,2600000,3147950,3147950
607,7/9/2004,Riding Giants,2600000,2276368,3292333
608,12/12/2008,Los CronocrÃ­menes,2600000,39127,564474
609,12/31/2011,La Cara Oculta,2600000,0,7033931
610,12/7/2007,Timber Falls,2600000,0,71248
611,12/31/2008,Silver Medalist,2600000,0,0
612,4/1/2011,"Fat, Sick & Nearly Dead",2600000,0,0
613,4/10/1952,Singin' in the Rain,2540000,7200000,7200000
614,1/11/2013,A Haunted House,2500000,40041683,59922558
615,7/13/2012,2016: Obamaâs America,2500000,33349941,33349941
616,7/3/2013,Kevin Hart: Let Me Explain,2500000,32244051,32327255
617,7/28/2004,Garden State,2500000,26782316,36028802
618,10/4/1996,That Thing You Do!,2500000,25857416,34557416
619,10/30/1981,Halloween II,2500000,25533818,25533818
620,10/22/1982,Halloween 3: Season of the Witch,2500000,14400000,14400000
621,10/1/2008,Religulous,2500000,13011160,13881317
622,1/1/1971,Escape from the Planet of the Apes,2500000,12300000,12300000
623,5/29/1963,Hud,2500000,10000000,10000000
624,8/2/2013,The Spectacular Now,2500000,6852971,6916951
625,9/29/1991,My Own Private Idaho,2500000,6401336,6401336
626,1/27/1995,Before Sunrise,2500000,5274005,5683223
627,6/24/2016,Hunt for the Wilderpeople,2500000,5205471,23238220
628,8/17/2012,Robot & Frank,2500000,3317468,4934356
629,10/3/2003,Sur Le Seuil,2500000,2013052,2013052
630,6/16/2000,Jesus' Son,2500000,1282084,1687548
631,5/27/2005,Saving Face,2500000,1187266,1269705
632,6/20/2008,Brick Lane,2500000,1094998,3838486
633,3/1/2013,The Lost Medallion: The Adventures of Billy Stone,2500000,549632,549632
634,9/26/2003,My Life Without Me,2500000,432360,12267275
635,3/31/2006,Marilyn Hotchkiss' Ballroom Dancing and Charm School,2500000,349132,497195
636,4/1/2011,Super,2500000,327716,593933
637,11/14/2008,Fuel,2500000,174255,174255
638,4/9/2010,Valley of the Hearts Delight,2500000,118666,118666
639,10/31/2008,The Other End of the Line,2500000,115504,507446
640,6/18/2010,8: The Mormon Proposition,2500000,100280,100280
641,4/17/2009,Sleep Dealer,2500000,80136,108907
642,8/24/2007,Eye of the Dolphin,2500000,72210,72260
643,8/16/2013,Underdogs,2500000,35017,35017
644,9/8/2000,Anatomie,2500000,9598,9598
645,12/31/2009,The Calling,2500000,0,0
646,6/21/2013,Alien Uprising,2500000,0,0
647,12/31/2010,Christmas Mail,2500000,0,0
648,7/3/2015,Stung,2500000,0,0
649,9/1/2017,Sky Sharks,2500000,0,0
650,10/13/2015,8 Days,2500000,0,0
651,9/2/2016,Antibirth,2500000,0,0
652,2/2/2016,The Rise of the Krays,2500000,0,0
653,5/13/2011,Go For It!,2450000,180237,182358
654,10/16/1996,Get on the Bus,2400000,5691854,5691854
655,1/5/2007,Thr3e,2400000,1008849,1420418
656,9/1/2006,Idiocracy,2400000,444093,500296
657,12/31/2009,NiktÃ©,2400000,0,1333891
658,11/14/2014,Always Woodstock,2400000,0,0
659,7/25/2007,This is England,2380000,327919,8739576
660,1/1/1944,Bathing Beauty,2361000,3500000,3500000
661,3/20/2015,Do You Believe?,2300000,12985600,14305450
662,9/24/1951,Show Boat,2300000,11000000,11000000
663,5/1/1998,"Dancer, Texas Pop. 81",2300000,574838,574838
664,9/5/2014,Frontera,2300000,59696,59696
665,8/26/2011,Redemption Road,2300000,29384,29384
666,4/15/2015,The Toxic Avenger Part II,2300000,0,0
667,1/19/2016,Eden,2300000,0,0
668,6/19/1987,The Brave Little Toaster,2300000,0,0
669,2/9/1940,Pinocchio,2289247,84300000,84300000
670,11/13/1940,Fantasia,2280000,83320000,83320000
671,8/13/1982,Friday the 13th Part 3,2250000,36690067,36690067
672,10/9/1971,The French Connection,2200000,41158757,41158757
673,3/22/1985,Friday the 13th Part V: A New Beginning,2200000,21930418,21930418
674,2/9/2007,The Last Sin Eater,2200000,388390,388390
675,12/31/2008,Impact Point,2200000,0,0
676,1/1/1945,The Valley of Decision,2160000,9132000,9132000
677,12/31/2005,Chicken Tikka Masala,2160000,0,37865
678,10/7/2008,Jack Brooks: Monster Slayer,2150000,0,0
679,11/21/1946,The Best Years of Our Lives,2100000,23600000,23600000
680,7/13/2001,Bully,2100000,881824,1381824
681,5/29/2002,Elling,2100000,313436,313436
682,10/16/2016,Mi America,2100000,3330,3330
683,7/14/2009,[Rec],2100000,0,23266821
684,12/31/2012,Infected,2100000,0,0
685,12/31/2010,Lies in Plain Sight,2100000,0,0
686,10/6/2015,The Timber,2100000,0,0
687,1/19/2016,Sharkskin,2100000,0,0
688,9/30/2011,Courageous,2000000,34522221,35185884
689,4/8/1964,From Russia With Love,2000000,24800000,78900000
690,5/21/1982,Mad Max 2: The Road Warrior,2000000,24600832,24600832
691,1/1/1946,Notorious,2000000,24464742,24464742
692,8/2/1967,In the Heat of the Night,2000000,24379978,24391108
693,12/17/1973,Sleeper,2000000,18344729,18344729
694,8/11/1972,Everything You Always Wanted to Know,2000000,18016290,18016290
695,3/13/2015,It Follows,2000000,14674077,23250755
696,12/25/1962,To Kill A Mockingbird,2000000,13129846,13129846
697,3/9/2012,Silent House,2000000,12739737,16610760
698,10/8/1999,Boys Don't Cry,2000000,11540607,20741000
699,2/9/2007,Das Leben der Anderen,2000000,11284657,81197047
700,1/1/1962,Lolita,2000000,9250000,9250000
701,1/1/1940,Boom Town,2000000,9172000,9172000
702,1/1/1947,Gentleman's Agreement,2000000,7800000,7800000
703,9/25/1961,The Hustler,2000000,7600000,7600000
704,12/31/1986,Witchboard,2000000,7369373,7369373
705,11/26/2003,Les Triplettes de Belleville,2000000,7301288,17403168
706,6/26/1998,Smoke Signals,2000000,6719300,7756617
707,6/11/2010,Winter's Bone,2000000,6531503,16131551
708,10/10/2014,Meet the Mormons,2000000,6047363,6049171
709,8/15/2003,American Splendor,2000000,6003587,8685632
710,8/25/2017,All Saints,2000000,5802208,5941994
711,7/2/2004,Before Sunset,2000000,5792822,11217346
712,3/30/2001,Amores Perros,2000000,5383834,20883834
713,8/20/2003,Thirteen,2000000,4601043,9505996
714,1/23/2004,Touching the Void,2000000,4593598,15396525
715,10/8/2010,Inside Job,2000000,4311834,7799257
716,1/1/1938,Alexander's Ragtime Band,2000000,4000000,4000000
717,6/17/2005,Me and You and Everyone We Know,2000000,3885134,9615464
718,8/28/2015,We Are Your Friends,2000000,3591417,10166209
719,11/10/2006,Harsh Times,2000000,3337931,6225304
720,3/3/2000,Ghost Dog: The Way of the Samurai,2000000,3330230,10672492
721,9/18/2015,Captive,2000000,2583301,2791973
722,8/2/2002,Full Frontal,2000000,2512846,3438804
723,1/20/2017,The Resurrection of Gavin Stone,2000000,2303792,2303792
724,12/25/2008,Waltz with Bashir,2000000,2283849,13912289
725,6/8/2018,Hearts Beat Loud,2000000,2113992,2113992
726,6/28/2006,Strangers with Candy,2000000,2072645,2077844
727,10/4/2006,Shortbus,2000000,1985292,1985292
728,5/2/2008,Son of Rambow: A Home Movie,2000000,1785505,11263263
729,9/12/2003,"The Book of Mormon Movie, Volume 1: The Journey",2000000,1660865,1660865
730,5/12/2000,Hamlet,2000000,1577287,2419669
731,8/7/2015,The Diary of a Teenage Girl,2000000,1477002,2279959
732,7/27/2007,No End In Sight,2000000,1433319,1433319
733,4/30/1999,Get Real,2000000,1152411,1152411
734,9/7/2007,In the Shadow of the Moon,2000000,1134358,2175587
735,4/8/2011,Meek's Cutoff,2000000,977772,1869928
736,11/28/2014,The Babadook,2000000,950792,7482387
737,2/11/2005,Inside Deep Throat,2000000,691880,691880
738,9/28/2001,Dinner Rush,2000000,638227,1075504
739,9/24/2010,The Virginity Hit,2000000,636706,636706
740,5/15/1998,Clockwatchers,2000000,537948,539961
741,11/6/1985,Subway,2000000,390659,1663296
742,4/15/2005,House of D,2000000,388532,466106
743,1/18/2008,Teeth,2000000,347578,2350641
744,7/26/1996,Stonewall,2000000,304602,304602
745,9/8/2006,Sherrybaby,2000000,199176,759504
746,2/13/2015,The Last Five Years,2000000,147299,147299
747,9/18/1998,Six-String Samurai,2000000,134624,134624
748,5/26/2000,Hum to Mohabbt Karega,2000000,121807,121807
749,4/15/2005,It's All Gone Pete Tong,2000000,120620,2226603
750,1/29/2010,Saint John of Las Vegas,2000000,102645,102645
751,4/15/1998,24 7: Twenty Four Seven,2000000,72544,72544
752,9/19/2014,Pump,2000000,72277,72277
753,10/24/2008,Roadside Romeo,2000000,55202,2046090
754,5/4/2001,Eureka,2000000,49388,76654
755,4/7/2015,Lost River,2000000,45431,2009644
756,7/18/2003,This Thing of Ours,2000000,37227,37227
757,10/9/2015,Knock Knock,2000000,36336,6341684
758,2/3/2017,Growing up Smith,2000000,35312,35312
759,3/20/2009,Super Capers,2000000,30955,30955
760,1/1/1993,Return of the Living Dead 3,2000000,21000,21000
761,11/20/2009,The Missing Person,2000000,17896,17896
762,10/19/2012,The First Time,2000000,17061,17061
763,2/10/2006,London,2000000,12667,12667
764,8/27/2010,Circle,2000000,10024,10024
765,10/31/2008,Eden Lake,2000000,7321,4294373
766,6/11/2010,Jerusalema,2000000,7294,10679
767,6/23/2006,Say Uncle,2000000,5361,5361
768,9/13/2013,Plush,2000000,3080,28864
769,10/26/2012,The Ghastly Love of Johnny X,2000000,2436,2436
770,12/29/2009,Lesbian Vampire Killers,2000000,0,3620902
771,9/9/2011,Grave Encounters,2000000,0,2151887
772,10/23/2015,Bone Tomahawk,2000000,0,481525
773,12/10/2004,Freeze Frame,2000000,0,105377
774,4/1/2013,Stitches,2000000,0,63555
775,12/31/2015,"To Be Frank, Sinatra at 100",2000000,0,926
776,4/28/1971,Bananas,2000000,0,0
777,12/31/2009,Nine Dead,2000000,0,0
778,10/14/2008,No Man's Land: The Rise of Reeker,2000000,0,0
779,7/7/2007,Rockaway,2000000,0,0
780,8/12/1927,Wings,2000000,0,0
781,3/17/2015,The Lady from Shanghai,2000000,0,0
782,3/19/2013,Straight A's,2000000,0,0
783,3/30/2012,The Legend of Hellâs Gate: An American Conspiracy,2000000,0,0
784,12/31/2012,Highway,2000000,0,0
785,2/8/2013,Small Apartments,2000000,0,0
786,7/9/2013,Coffee Town,2000000,0,0
787,12/31/2014,Lucky Dog,2000000,0,0
788,12/31/2001,Pendulum,2000000,0,0
789,9/9/2014,A Funny Thing Happened on the Way to the Forum,2000000,0,0
790,12/31/2007,Slacker Uprising,2000000,0,0
791,3/20/2015,The Walking Deceased,2000000,0,0
792,12/31/2011,True Bromance,2000000,0,0
793,8/21/2015,The Curse of Downers Grove,2000000,0,0
794,12/31/2015,Wind Walkers,2000000,0,0
795,7/8/2016,The Dog Lover,2000000,0,0
796,12/1/2015,Shark Lake,2000000,0,0
797,9/24/2010,Buried,1987650,1044143,21270290
798,4/21/2015,The Marine 4,1950000,0,0
799,5/8/1987,River's Edge,1900000,4600000,4600000
800,7/25/2008,Man on Wire,1900000,2962242,5617067
801,10/8/2010,Nowhere Boy,1900000,1445366,7785229
802,7/11/2003,Northfork,1900000,1420578,1445140
803,4/24/2015,Brotherly Love,1900000,478595,478595
804,6/3/2011,Submarine,1900000,467602,4581937
805,4/9/2010,The Square,1900000,406216,740932
806,2/8/2013,ABCD (Any Body Can Dance),1900000,222098,10137234
807,6/29/2007,Chacun sa nuit,1900000,18435,139317
808,7/26/2013,Stranded,1900000,0,285593
809,12/31/2015,Vaalu,1900000,0,12444
810,8/27/2010,The Last Exorcism,1800000,41034350,70165900
811,11/16/1976,Carrie,1800000,25878153,25878153
812,11/9/1984,A Nightmare on Elm Street,1800000,25504513,25504513
813,6/27/2012,Beasts of the Southern Wild,1800000,12795746,23265132
814,1/29/1964,Dr. Strangelove,1800000,9164370,9164370
815,1/1/1973,Battle for the Planet of the Apes,1800000,8800000,8800000
816,9/18/1951,A Streetcar Named Desire,1800000,8000000,8000000
817,8/3/1968,Hang 'em High,1800000,6800000,6800000
818,11/15/2002,El crimen de padre Amaro,1800000,5719000,5719000
819,6/15/2001,Songcatcher,1800000,3050934,3050934
820,8/23/2011,Higher Ground,1800000,841056,842693
821,4/22/2011,POM Wonderful Presents: The Greatest Movie Ever Sold,1800000,638476,783733
822,1/7/2005,Travellers and Magicians,1800000,506793,1322161
823,1/1/1993,Ed and his Dead Mother,1800000,673,673
824,12/31/2009,Deadline,1800000,0,0
825,3/13/2007,Sublime,1800000,0,0
826,2/3/2012,Dysfunctional Friends,1800000,0,0
827,12/31/2013,Independence Daysaster,1800000,0,0
828,3/11/2014,Against the Wild,1800000,0,0
829,10/20/2015,Beginners Guide to Sex,1800000,0,0
830,6/18/1999,Lola rennt,1750000,7267324,22879194
831,2/7/2003,May,1750000,145540,634803
832,10/8/2010,I Spit on Your Grave,1750000,93051,1278471
833,12/31/2013,Living Dark: The Story of Ted the Caver,1750000,0,0
834,11/23/2001,In the Bedroom,1700000,35930604,42137871
835,3/19/2008,La misma luna,1700000,12590147,23271741
836,1/1/1972,Conquest of the Planet of the Apes,1700000,9700000,9700000
837,2/28/2014,The Lunchbox,1700000,4231500,12231500
838,10/4/2013,Grace Unplugged,1700000,2507159,2507159
839,10/1/1999,"Happy, Texas",1700000,2039192,2891228
840,12/18/2015,Saul fia,1700000,1777043,9696537
841,6/17/2005,My Summer of Love,1700000,1000915,4727375
842,6/24/2005,Yes,1700000,396035,661221
843,8/5/1953,From Here to Eternity,1650000,30500000,30500000
844,1/1/1938,You Can't Take It With You,1644000,4000000,4000000
845,4/9/1999,Foolish,1600000,6026908,6026908
846,1/1/1949,She Wore a Yellow Ribbon,1600000,5400000,5400000
847,4/7/1974,The Conversation,1600000,4420000,4420000
848,10/15/2010,N-Secure,1600000,2595644,2595644
849,2/1/2008,Sukkar banat,1600000,1060591,14253760
850,12/31/1989,Out of the Dark,1600000,419428,419428
851,1/27/2006,Bubble,1600000,145382,145382
852,9/23/2005,Dil Jo Bhi Kahey...,1600000,129319,129319
853,1/15/1999,Mississippi Mermaid,1600000,27795,2627795
854,9/26/2014,Two Night Stand,1600000,15600,868081
855,11/4/2005,I Love Your Work,1600000,3264,3264
856,12/31/1955,The Kingâs Thief,1577000,0,0
857,4/1/2011,Insidious,1500000,54009150,99870886
858,10/21/2016,Moonlight,1500000,27854931,65322266
859,9/12/2003,Cabin Fever,1500000,21158188,30351664
860,5/2/2007,Waitress,1500000,19097550,22217183
861,9/8/1989,Kickboxer,1500000,14533681,14533681
862,2/26/1988,Bloodsport,1500000,11806119,11806119
863,1/1/1939,Mr. Smith Goes To Washington,1500000,9000000,9000000
864,7/21/1995,Kids,1500000,7412216,20412216
865,10/5/2005,The Squid and the Whale,1500000,7372734,11191423
866,3/13/2002,Kissing Jessica Stein,1500000,7025722,9345061
867,10/31/1945,Spellbound,1500000,7000000,7000000
868,4/20/1979,Dawn of the Dead,1500000,5100000,55000000
869,9/23/1994,Exotica,1500000,5046118,5046118
870,7/26/2013,The To Do List,1500000,3491669,4128828
871,2/1/2013,The Gatekeepers,1500000,2408553,2592308
872,6/26/1998,Buffalo '66,1500000,2380606,2380606
873,3/2/1984,Repo Man,1500000,2300000,2300000
874,10/21/2016,Iâm Not Ashamed,1500000,2082980,2082980
875,1/18/1985,Blood Simple,1500000,1690913,2730877
876,4/19/2002,Nueve Reinas,1500000,1222889,12412889
877,4/19/2013,The Lords of Salem,1500000,1165881,1541131
878,10/21/2016,31,1500000,779820,922727
879,3/25/2005,The Ballad of Jack and Rose,1500000,712294,1126258
880,4/22/2016,Unsullied,1500000,510957,510957
881,8/31/1994,Killing Zoe,1500000,418953,418953
882,5/17/2002,The Believer,1500000,406035,1840248
883,3/7/2008,Snow Angels,1500000,402858,414404
884,8/10/2001,Session 9,1500000,378176,1619602
885,2/11/2011,MOOZ-lum,1500000,362239,372239
886,9/5/2007,I Want Someone To Eat Cheese With,1500000,194568,194568
887,8/19/2011,Amigo,1500000,184705,184705
888,9/7/2007,Hatchet,1500000,175281,240396
889,10/31/2008,My Name is Bruce,1500000,173066,173066
890,8/6/2010,The Disappearance of Alice Creed,1500000,166980,1605139
891,2/5/1936,Modern Times,1500000,163245,165049
892,5/11/2007,The Salon,1500000,139084,139084
893,3/22/2002,Stolen Summer,1500000,119841,119841
894,3/6/2015,Road Hard,1500000,113169,113169
895,9/28/2005,Forty Shades of Blue,1500000,75828,172569
896,10/9/2009,Trucker,1500000,52429,52429
897,5/29/2009,Pontypool,1500000,3865,31916
898,9/28/2015,"Me, You and Five Bucks",1500000,2105,2105
899,10/17/2014,Housebound,1500000,0,236863
900,11/4/2005,Wal-Mart: The High Cost of Low Price,1500000,0,58692
901,4/17/2014,Closer to the Moon,1500000,0,5396
902,3/17/2006,Fetching Cody,1500000,0,0
903,6/3/2011,The Lion of Judah,1500000,0,0
904,11/11/2014,Once Upon a Time in Queens,1500000,0,0
905,2/13/2015,Girlhouse,1500000,0,0
906,5/26/2015,Mutant World,1500000,0,0
907,11/20/2015,#Horror,1500000,0,0
908,9/8/2015,Checkmate,1500000,0,0
909,7/20/2018,Teefa in Trouble,1500000,0,0
910,12/21/1937,Snow White and the Seven Dwarfs,1488000,184925486,184925486
911,1/1/1968,Shalako,1455000,2620000,2620000
912,4/29/2005,The Holy Girl,1400000,304124,1261792
913,10/3/2014,La chambre bleue,1400000,260441,1945420
914,9/17/2004,Incident at Loch Ness,1400000,36830,56073
915,4/5/2013,Eddie: The Sleepwalking Cannibal,1400000,1632,1632
916,5/1/2010,My Girlfriend's Boyfriend,1400000,0,0
917,12/31/2014,Kurmanjan datka,1400000,0,0
918,12/31/2015,One Shot,1400000,0,0
919,12/31/2014,House at the End of the Drive,1400000,0,0
920,7/6/1966,Batman - The Movie,1377800,0,0
921,3/5/1999,"Lock, Stock and Two Smoking Barrels",1350000,3897569,28356188
922,8/19/1983,The Ballad of Gregorio Cortez,1305000,909000,909000
923,6/26/1936,San Francisco,1300000,2868000,5273000
924,10/9/1998,Festen,1300000,1647780,1647780
925,10/11/1996,Trees Lounge,1300000,749741,749741
926,5/22/2009,The Girlfriend Experience,1300000,695840,1005840
927,3/23/2007,Journey from the Fall,1300000,635305,635305
928,5/5/2000,The Basket,1300000,609042,609042
929,1/30/2015,Above and Beyond,1300000,288751,288751
930,3/15/1985,Def-Con 4,1300000,210904,210904
931,12/9/2005,Neal n' Nikki,1300000,100358,329621
932,12/19/2003,The Hebrew Hammer,1300000,77755,90213
933,6/13/2014,Los insolitos peces gato,1300000,11278,16653
934,4/7/2006,Simon,1300000,4055,1738663
935,5/24/2011,Forget Me Not,1300000,0,13465
936,6/8/2010,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,1300000,0,0
937,6/26/2015,The Algerian,1300000,0,0
938,1/1/1940,Rebecca,1288000,6000000,6000000
939,4/30/1981,Friday the 13th Part 2,1250000,21722776,21722776
940,1/1/1945,The Lost Weekend,1250000,11000000,11000000
941,8/31/1984,C.H.U.D.,1250000,4700000,4700000
942,4/19/2013,Filly Brown,1250000,2850357,2940411
943,1/21/1953,Niagara,1250000,2500000,2500000
944,10/28/1941,How Green Was My Valley,1250000,0,0
945,1/13/2015,Da Sweet Blood of Jesus,1250000,0,0
946,10/29/2004,Saw,1200000,55968727,103880027
947,8/4/1989,"Sex, Lies, and Videotape",1200000,24741667,36741667
948,2/15/2002,Super Troopers,1200000,18492362,23046142
949,2/22/2002,Monsoon Wedding,1200000,13876974,27025600
950,11/10/2000,You Can Count on Me,1200000,9180275,10827356
951,7/3/1951,Strangers on a Train,1200000,7000000,7000000
952,10/3/1955,The Trouble with Harry,1200000,7000000,7000000
953,12/29/1967,"Il buono, il brutto, il cattivo",1200000,6100000,6100000
954,3/4/2003,The Day the Earth Stood Still,1200000,3700000,3700000
955,4/19/2013,Home Run,1200000,2859955,2859955
956,10/23/1992,Reservoir Dogs,1200000,2832029,2832029
957,7/7/2000,But I'm a Cheerleader,1200000,2205627,2509344
958,12/23/1956,The Wrong Man,1200000,2000000,2000000
959,9/26/1975,The Rocky Horror Picture Show,1200000,1054845,1248940
960,1/1/1976,The Blue Bird,1200000,887000,887000
961,4/13/2012,Blue Like Jazz,1200000,595018,595018
962,8/28/2015,Que Horas Ela Volta?,1200000,376976,3056292
963,11/19/1982,Q,1200000,255000,255000
964,3/21/2003,Down & Out with the Dolls,1200000,58936,58936
965,6/1/2012,"Pink Ribbons, Inc.",1200000,26608,26608
966,6/23/2017,Blood Feast,1200000,8708,8708
967,2/11/2011,Certifiably Jonathan,1200000,7826,7826
968,9/18/2015,La navaja de Don Juan,1200000,4254,4254
969,12/31/2008,Extreme Movie,1200000,0,81338
970,10/20/1936,The Charge of the Light Brigade,1200000,0,0
971,6/18/2004,Grand Theft Parsons,1200000,0,0
972,8/28/2012,Below Zero,1200000,0,0
973,9/7/2012,Crowsnest,1200000,0,0
974,9/14/2012,Airborne,1200000,0,0
975,9/9/2014,Cotton Comes to Harlem,1200000,0,0
976,2/3/2015,Bleeding Hearts,1200000,0,0
977,12/31/2013,The Wicked Within,1200000,0,0
