,Release_Date,Title,Production_Budget,Domestic_Gross,Worldwide_Gross
55,4/1/2011,Haevnen,5500000,1008098,15867314
56,10/21/2011,Le Havre,5500000,611709,13480196
57,5/17/2002,Harvard Man,5500000,56653,56653
58,7/15/2011,Salvation Boulevard,5500000,28468,28468
59,1/23/2015,R100,5500000,24956,24956
60,5/5/2015,Miss Julie,5500000,0,863895
61,12/31/2008,Animals,5500000,0,0
62,3/7/2003,Irreversible,5400000,792200,8133256
63,2/26/2013,Tao Jie,5400000,0,4728896
64,1/27/2006,Rang De Basanti,5300000,2197694,29197694
65,7/19/2013,Grabbers,5300000,0,440821
66,10/11/2013,La Vie d'AdÃ¨le â Chapitres 1 & 2,5250000,2450504,22934370
67,4/27/2012,Hodejegerne,5250000,1200010,20188740
68,8/3/2007,The Ten,5250000,769726,786677
69,10/27/2000,A Room for Romeo Brass,5250000,20097,20097
70,2/24/2017,The Girl with all the Gifts,5250000,0,4802379
71,8/1/1944,Wilson,5200000,2000000,2000000
72,8/5/2005,Saint Ralph,5200000,795126,1695126
73,4/22/2011,Dum Maaro Dum,5200000,564489,11633427
74,10/3/1980,Somewhere in Time,5100000,9709597,9709597
75,4/19/2002,My Big Fat Greek Wedding,5000000,241438208,374890034
76,2/24/2017,Get Out,5000000,176040665,255209057
77,1/20/2017,Split,5000000,138141585,278306227
78,10/21/2011,Paranormal Activity 3,5000000,104028807,202053386
79,10/28/2005,Saw II,5000000,87025093,152925093
80,9/13/2013,Insidious Chapter 2,5000000,83586447,161921515
81,3/11/2016,10 Cloverfield Lane,5000000,72082999,108286422
82,7/22/2016,Lights Out,5000000,67268835,148868835
83,9/11/2015,The Visit,5000000,65206105,98689296
84,10/25/2002,Jackass: The Movie,5000000,64282312,79282312
85,10/13/2017,Happy Death Day,5000000,55683845,124967272
86,10/19/2012,Paranormal Activity 4,5000000,53900335,140619520
87,10/24/2014,Ouija,5000000,50856010,103683342
88,2/27/1987,A Nightmare On Elm Street 3: Dream Warriors,5000000,44793222,44793222
89,8/30/2013,No se Aceptan Devoluciones,5000000,44467206,100486616
90,8/7/2015,The Gift,5000000,43787265,58978653
91,6/23/2017,The Big Sick,5000000,42872467,53005355
92,5/16/1975,The Return of the Pink Panther,5000000,41833347,41833347
93,9/16/1953,The Robe,5000000,36000000,36000000
94,9/13/1991,Freddyâs Dead: The Final Nightmare,5000000,34872033,34872033
95,12/24/2003,Monster,5000000,34469210,64240813
96,1/3/2014,Paranormal Activity: The Marked Ones,5000000,32462372,87251115
97,12/23/1954,"20,000 Leagues Under the Sea",5000000,28200000,28200000
98,4/11/2014,Oculus,5000000,27695246,44115496
99,11/1/2013,Dallas Buyers Club,5000000,27298285,60611845
100,8/26/2015,No Escape,5000000,27288872,42844516
101,10/3/1980,The Elephant Man,5000000,26010864,26010864
102,2/27/2015,The Lazarus Effect,5000000,25801570,35341814
103,3/16/2001,Memento,5000000,25544867,39723096
104,8/26/2011,Our Idiot Brother,5000000,24814830,25861249
105,7/21/2006,Clerks II,5000000,24148068,27342246
106,4/8/1998,The Players Club,5000000,23047939,23047939
107,10/13/2000,Billy Elliot,5000000,21995263,109263464
108,7/5/2013,The Way Way Back,5000000,21502690,26853810
109,8/29/2014,"As Above, So Below",5000000,21222315,41824066
110,4/1/2016,Godâs Not Dead 2,5000000,20773069,23562057
111,12/17/1997,The Apostle,5000000,20733485,21277770
112,11/3/1982,The Man From Snowy River,5000000,20659423,20659423
113,10/23/1991,House Party 2,5000000,19438638,19438638
114,3/26/1999,Doug's 1st Movie,5000000,19421271,19421271
115,2/19/2016,Race,5000000,19115191,22178125
116,9/18/1981,Mommie Dearest,5000000,19032000,25032000
117,1/16/2015,Still Alice,5000000,18656400,41699612
118,10/1/1988,Halloween 4: The Return of Michael Myers,5000000,17768757,17768757
119,9/2/2011,Apollo 18,5000000,17686929,26517819
120,3/23/2018,"Paul, Apostle of Christ",5000000,17547999,23349190
121,10/10/2014,Addicted,5000000,17390770,17499242
122,8/31/2001,O (Othello),5000000,16017403,16017403
123,9/29/1995,Halloween: The Curse of Michael Myers,5000000,15126948,15126948
124,1/1/1954,The Egyptian,5000000,15000000,15000000
125,11/7/1997,Eve's Bayou,5000000,14843425,14843425
126,4/10/1981,Nighthawks,5000000,14600000,19600000
127,7/28/1989,Friday the 13th Part VIII: Jason Takes Manhattan,5000000,14343976,14343976
128,3/15/2013,Spring Breakers,5000000,14124286,31149251
129,6/9/2017,It Comes at Night,5000000,13985117,19720203
130,3/15/2002,Y Tu MamÃ¡ TambiÃ©n,5000000,13649881,33649881
131,9/24/2004,Shaun of the Dead,5000000,13542874,30332385
132,10/31/2008,The Haunting of Molly Hartley,5000000,13442412,15318257
133,7/15/2016,Hillaryâs America: The Secret History of the Democratic Party,5000000,13099931,13099931
134,6/21/1996,Lone Star,5000000,12961389,12961389
135,3/27/1986,April Fool's Day,5000000,12947763,12947763
136,4/2/1982,Diner,5000000,12592907,12592907
137,4/15/1983,Lone Wolf McQuade,5000000,12232628,12232628
138,3/13/2009,Sunshine Cleaning,5000000,12062558,17329337
139,1/29/2016,Fifty Shades of Black,5000000,11686940,21152319
140,1/1/1957,A Farewell To Arms,5000000,11000000,11016741
141,1/1/1959,Solomon and Sheba,5000000,11000000,11000000
142,8/20/1982,The Beastmaster,5000000,10751126,10751126
143,1/9/2009,Not Easily Broken,5000000,10572742,10732909
144,5/9/2014,Momsâ Night Out,5000000,10429707,10537341
145,3/17/2017,The Belko Experiment,5000000,10166820,10753399
146,3/11/2016,The Perfect Match,5000000,9669521,9669521
147,10/6/2000,Digimon: The Movie,5000000,9628751,16628751
148,5/28/2004,Saved!,5000000,8886160,10206551
149,5/9/2003,Les invasions barbares,5000000,8460000,25913869
150,3/11/1976,Robin and Marian,5000000,8000000,8000000
151,12/22/1978,Force 10 from Navarone,5000000,7100000,7100000
152,4/27/2001,The Forsaken,5000000,6755271,6755271
153,7/21/1989,UHF,5000000,6157157,6157157
154,5/28/2010,Sea Rex 3D: Journey to a Prehistoric World,5000000,6096582,16515203
155,1/6/2006,Grandmaâs Boy,5000000,6090172,6590172
156,8/14/1998,Slums of Beverly Hills,5000000,5502773,5502773
157,5/28/1969,Once Upon a Time in the West,5000000,5321508,5376848
158,7/13/2001,Made,5000000,5308707,5476060
159,11/19/2004,La mala educaciÃ³n,5000000,5211842,40311842
160,6/12/2009,Moon,5000000,5010163,10676073
161,9/11/2015,90 Minutes in Heaven,5000000,4816142,4816142
162,12/2/2016,Incarnate,5000000,4799774,7799378
163,5/12/2006,Keeping Up with the Steins,5000000,4339241,4414753
164,10/10/1997,The Sweet Hereafter,5000000,4306697,7951247
165,8/6/2008,Bottle Shock,5000000,4078607,4815890
166,2/25/2011,Des Hommes et Des Dieux,5000000,3954651,46263525
167,8/27/1982,Jekyll and Hyde... Together Again,5000000,3707583,3707583
168,3/3/2017,Table 19,5000000,3614896,4620399
169,4/15/2016,Green Room,5000000,3220371,3807503
170,11/16/1994,Heavenly Creatures,5000000,3046086,5438120
171,5/13/2011,Everything Must Go,5000000,2712131,2821010
172,10/10/2014,Kill the Messenger,5000000,2450846,6656705
173,12/17/2010,Rabbit Hole,5000000,2229058,6205034
174,10/23/2015,Jem and the Holograms,5000000,2184640,2368937
175,12/28/2016,Paterson,5000000,2141423,10761547
176,1/30/1998,Zero Effect,5000000,2080693,2080693
177,4/24/1992,A Midnight Clear,5000000,1526697,1526697
178,10/22/2004,The Machinist,5000000,1082044,8655397
179,9/21/1992,Light Sleeper,5000000,1050861,1050861
180,7/25/2008,American Teen,5000000,942441,989319
181,9/12/2014,Atlas Shrugged: Who Is John Galt?,5000000,851690,851690
182,8/29/2003,Party Monster,5000000,742898,894030
183,7/14/2006,The Oh in Ohio,5000000,418689,648183
184,2/21/1996,Bottle Rocket,5000000,407488,407488
185,8/16/2013,Ain't Them Bodies Saints,5000000,391611,1075009
186,1/17/1997,Albino Alligator,5000000,353480,353480
187,9/26/2014,Jimi: All is By My Side,5000000,340911,927074
188,8/3/2007,"Gandhi, My Father",5000000,240425,1375194
189,4/25/2008,Standard Operating Procedure,5000000,228830,332120
190,9/30/2011,Tucker & Dale vs. Evil,5000000,223838,5476793
191,3/27/1998,No Looking Back,5000000,143273,143273
192,8/7/2015,Cop Car,5000000,134552,143658
193,9/10/2010,"Lovely, Still",5000000,127564,282687
194,6/13/2003,Tycoon,5000000,121016,121016
195,6/4/1999,Desert Blue,5000000,99147,99147
196,2/27/2004,Decoys,5000000,84733,96760
197,5/30/2008,Stuck,5000000,67505,67505
198,11/16/2007,Redacted,5000000,65388,861325
199,10/17/2014,Rudderless,5000000,56001,567219
200,1/28/2005,Fascination,5000000,16670,83356
201,8/14/2009,Grace,5000000,8297,8297
202,5/15/2015,Area 51,5000000,7556,7556
203,10/26/2012,Mientras duermes,5000000,0,9109597
204,7/7/2009,Flying By,5000000,0,4568257
205,12/31/2008,The Cottage,5000000,0,1504960
206,9/2/2016,Yoga Hosers,5000000,0,2199
207,2/17/2009,Dead Like Me: Life After Death,5000000,0,0
208,1/30/2007,Farce of the Penguins,5000000,0,0
209,12/31/2010,Psych 9,5000000,0,0
210,8/18/2014,Henry & Me,5000000,0,0
211,1/27/2015,Born of War,5000000,0,0
212,12/5/2014,Dying of the Light,5000000,0,0
213,1/9/2015,Let's Kill Ward's Wife,5000000,0,0
214,1/13/2015,Capricorn One,5000000,0,0
215,12/31/2011,We Have Your Husband,5000000,0,0
216,12/31/2012,Should've Been Romeo,5000000,0,0
217,12/31/2015,Aztec Warrior,5000000,0,0
218,9/25/2015,Navy SEAL vs. Zombies,5000000,0,0
219,3/15/2016,The Hatching,5000000,0,0
220,10/27/2015,Running Forever,5000000,0,0
221,1/23/2015,Mommy,4900000,3498695,17554183
222,8/29/2008,Obsluhoval jsem anglickÃ©ho krÃ¡le,4900000,617228,7174984
223,8/20/2010,Soul Kitchen,4900000,276901,23347469
224,8/17/2012,The Awakening,4900000,95933,6924321
225,1/18/2008,All Hat,4900000,15198,15198
226,11/20/1996,Sling Blade,4833610,24475416,34175000
227,1/6/2006,Hostel,4800000,47326473,82241110
228,7/19/2013,Only God Forgives,4800000,775849,4494560
229,9/30/2011,Take Shelter,4750000,1728953,4972016
230,1/27/2006,Tristram Shandy: A Cock and Bull Story,4750000,1253413,3061763
231,8/22/1986,The Texas Chainsaw Massacre 2,4700000,8025872,8025872
232,4/22/1988,Lady in White,4700000,1705139,1705139
233,10/13/2006,Driving Lessons,4700000,239962,239962
234,12/31/2011,Without Men,4700000,0,0
235,3/10/2015,Treading Water,4700000,0,0
236,5/23/1973,Pat Garrett and Billy the Kid,4638783,8000000,11000000
237,7/16/2004,Camping Sauvage,4600000,3479302,3479302
238,9/14/2012,Barfi,4600000,2804874,36751984
239,3/4/2005,Dear Frankie,4600000,1340891,3099369
240,6/24/2011,Le nom des gens,4600000,514237,9261711
241,5/28/2008,Savage Grace,4600000,434417,968805
242,10/19/2007,Out of the Blue,4600000,728,731767
243,3/23/1984,Police Academy,4500000,81198894,81198894
244,3/9/1994,Four Weddings and a Funeral,4500000,52700832,242895809
245,6/20/1980,The Blue Lagoon,4500000,47923795,47923795
246,8/13/1982,Fast Times at Ridgemont High,4500000,27092880,27092880
247,9/28/1996,Secrets & Lies,4500000,13417292,13417292
248,12/19/2002,25th Hour,4500000,13084595,25344490
249,9/13/1985,After Hours,4500000,10609321,10609321
250,1/1/1956,Moby Dick,4500000,10400000,10400000
251,3/25/2016,The Lobster,4500000,9196278,18050296
252,10/4/1996,Bound,4500000,3802260,7011317
253,10/6/2000,Requiem for a Dream,4500000,3635482,7389233
254,3/9/1962,State Fair,4500000,3500000,3500000
255,10/24/2008,LÃ¥t den rÃ¤tte komma in,4500000,2122085,12247682
256,2/12/1999,Tango,4500000,1687311,5428387
257,4/23/1986,Salvador,4500000,1500000,1500000
258,10/26/2001,Donnie Darko,4500000,1480006,7510877
259,9/2/2011,Salvando al Soldado Perez,4500000,1400726,9330465
260,3/27/1998,Karakter,4500000,713413,713413
261,8/19/2011,Nannerl la soeur de Mozart,4500000,707885,2404639
262,3/14/2003,Spun,4500000,410241,1022649
263,7/23/2010,Life During Wartime,4500000,281447,281447
264,5/4/2006,Chinjeolhan geumjassi,4500000,211667,23471871
265,10/7/2011,Blackthorn,4500000,200558,1217307
266,5/8/2015,Maggie,4500000,187112,597989
267,4/18/2003,Lilja 4-ever,4500000,181655,4556982
268,4/9/2010,After.Life,4500000,108596,2481925
269,2/22/2002,Mean Machine,4500000,92723,92723
270,8/31/2007,Fong juk,4500000,51957,51957
271,7/23/2010,Spoken Word,4500000,32961,32961
272,3/1/2013,The Sweeney,4500000,26345,8000366
273,9/4/2014,Falcon Rising,4500000,11774,11774
274,6/25/2013,Hansel & Gretel Get Baked,4500000,0,0
275,11/7/2014,Fugly,4500000,0,0
276,8/28/2015,Zipper,4500000,0,0
277,12/1/2017,Daisy Winters,4500000,0,0
278,11/19/1975,One Flew Over the Cuckoo's Nest,4400000,108981275,108981275
279,6/25/1976,Silent Movie,4400000,36145695,36145695
280,12/31/2016,Airlift (2016),4400000,0,9969237
281,9/29/2015,R.L. Stine's Monsterville: The Cabinet of Souls,4400000,0,0
282,6/6/2014,Anna,4357373,0,1200000
283,6/6/2003,Whale Rider,4300000,20779666,39374600
284,6/13/2001,Sexy Beast,4300000,6946056,10158355
285,12/4/2009,Paa,4300000,199228,9791282
286,7/11/2012,Snabba Cash,4300000,188870,10212403
287,10/19/1990,Night of the Living Dead,4200000,5835247,5835247
288,2/17/2006,Nochnoy dozor,4200000,1502188,33913542
289,8/13/2010,Animal Kingdom,4200000,1044039,8078683
290,5/28/2010,George A. Romero's Survival of the Dead,4200000,101740,101740
291,10/21/2011,Cargo,4200000,0,313230
292,5/23/2006,High School Musical,4200000,0,0
293,3/6/1998,Love and Death on Long Island,4030000,2542264,2542264
294,3/19/1982,Porky's,4000000,109492484,109492484
295,2/5/1953,Peter Pan,4000000,87400000,87400000
296,11/25/1992,The Crying Game,4000000,62546695,62546695
297,9/12/2003,Lost in Translation,4000000,44585453,117085297
298,4/20/1977,Annie Hall,4000000,38251425,38251425
299,1/23/2015,The Boy Next Door,4000000,36006065,53401938
300,1/10/1952,The Greatest Show on Earth,4000000,36000000,36000000
301,10/27/1995,Leaving Las Vegas,4000000,31983777,49800000
302,12/26/2001,Monster's Ball,4000000,31273922,43766463
303,7/11/2014,Boyhood,4000000,25379975,57273049
304,12/15/1960,Exodus,4000000,21750000,21750000
305,7/9/2010,The Kids Are All Right,4000000,20811365,36275469
306,8/17/1979,Life of Brian,4000000,20008693,20008693
307,4/18/2014,A Haunted House 2,4000000,17329487,21206861
308,3/1/2013,The Last Exorcism Part II,4000000,15179303,25448707
309,12/17/1974,The Front Page,4000000,15000000,15000000
310,1/1/1956,Trapeze,4000000,14400000,14400000
311,8/16/1985,The Return of the Living Dead,4000000,14237880,14237880
312,11/4/1988,They Live,4000000,13000000,13000000
313,8/4/2000,Saving Grace,4000000,12178602,27786849
314,8/8/1963,The Great Escape,4000000,11744471,11744471
315,2/6/2004,What the #$'! Do We Know,4000000,10941801,10941801
316,5/13/2016,The Darkness,4000000,10753574,10898293
317,7/28/2006,Scoop,4000000,10525717,40103262
318,11/14/2001,The Wash,4000000,10097096,10097096
319,3/1/2000,3 Strikes,4000000,9821335,9821335
320,4/11/2008,The Visitor,4000000,9427026,19174817
321,11/26/2003,The Cooler,4000000,8291572,11131455
322,1/1/1961,The Misfits,4000000,8200000,8200000
323,8/4/2006,The Night Listener,4000000,7836393,10770993
324,2/3/1995,The Jerky Boys,4000000,7555256,7555256
325,12/28/2007,El orfanato,4000000,7159147,79250193
326,5/25/2007,Bug,4000000,7006708,8302995
327,10/11/2002,The Rules of Attraction,4000000,6525762,11799060
328,12/19/1969,Topaz,4000000,6000000,6000000
329,11/17/2006,Let's Go to Prison,4000000,4630045,4630045
330,12/25/1995,Four Rooms,4000000,4301000,4301000
331,9/20/2002,Secretary,4000000,4046737,9413956
332,4/25/2003,The Real Cancun,4000000,3816594,3816594
333,12/1/1988,Talk Radio,4000000,3468572,3468572
334,1/31/1997,Waiting for Guffman,4000000,2922988,2922988
335,9/10/1999,Love Stinks,4000000,2793776,2793776
336,8/24/2012,Samsara,4000000,2672413,5966671
337,6/22/2007,You Kill Me,4000000,2426851,3858964
338,6/17/2011,The Art of Getting By,4000000,1430241,1989035
339,9/16/2005,Thumbsucker,4000000,1328679,1919197
340,9/23/2011,Red State,4000000,1065429,1983596
341,9/30/2005,MirrorMask,4000000,864959,973613
342,3/31/1987,The Barbarians,4000000,800000,800000
343,10/17/2012,Holy Motors,4000000,641054,4230426
344,6/13/2014,The Signal,4000000,600896,2665322
345,2/28/2003,Poolhall Junkies,4000000,563711,563711
346,5/28/1999,The Loss of Sexual Innocence,4000000,399793,399793
347,3/7/2014,The Face of Love,4000000,385069,1158877
348,4/11/2014,Joe,4000000,373375,373375
349,3/4/1988,Prison,4000000,354704,354704
350,5/1/1998,Shooting Fish,4000000,302204,302204
351,5/8/2009,Adoration,4000000,294244,384244
352,8/4/2000,Psycho Beach Party,4000000,267972,267972
353,1/28/2000,The Big Tease,4000000,185577,185577
354,8/25/2017,Polina danser sa vie,4000000,165203,251348
355,4/10/2015,Desert Dancer,4000000,155271,324218
356,1/30/2015,"Guten Tag, Ramon",4000000,154356,4854356
357,7/25/2003,Mondays in the Sun,4000000,146402,146402
358,6/19/2015,Manglehorn,4000000,132270,797439
359,4/1/2011,Trust,4000000,120016,120016
360,12/22/2000,An Everlasting Piece,4000000,75078,75078
361,3/26/1999,Among Giants,4000000,64359,64359
362,7/16/1999,The Velocity of Gary,4000000,34145,34145
363,4/22/2011,Stake Land,4000000,33245,679482
364,2/27/2015,Praia do Futuro,4000000,20620,760678
365,12/27/2002,Sonny,4000000,17639,17639
366,6/20/1997,The Last Time I Committed Suicide,4000000,12836,12836
367,11/18/2011,Another Happy Day,4000000,9120,978527
368,2/22/2013,Inescapable,4000000,4327,4327
369,12/31/2017,Perfectos Desconocidos,4000000,0,26328537
370,12/31/2013,Geograf globus propil,4000000,0,4454853
371,3/20/2012,A Lonely Place to Die,4000000,0,442550
372,12/31/2003,Nothing,4000000,0,63180
373,6/1/2012,The Loved Ones,4000000,0,12302
374,11/9/1972,1776,4000000,0,0
375,11/15/1930,Hell's Angels,4000000,0,0
376,8/26/2008,Purple Violets,4000000,0,0
377,11/9/2012,Replicas,4000000,0,0
378,12/31/2012,The Helpers,4000000,0,0
379,12/31/2015,The Veil,4000000,0,0
380,7/11/2014,The Perfect Wave,4000000,0,0
381,12/31/2012,How to Fall in Love,4000000,0,0
382,9/8/2015,Chain of Command,4000000,0,0
383,12/15/1939,Gone with the Wind,3900000,198680470,390525192
384,12/12/1966,A Man for All Seasons,3900000,28350000,28350000
385,12/30/1925,Ben-Hur: A Tale of the Christ,3900000,9000000,9000000
386,1/1/1976,Network,3800000,23689877,23689877
387,3/10/2017,Raw,3800000,514870,3331007
388,1/14/2011,Down for Life,3800000,41914,41914
389,4/30/2010,The Good Heart,3800000,20930,340930
390,4/7/1965,Major Dundee,3800000,14873,14873
391,12/31/2018,Hevi reissu,3800000,0,0
392,5/17/1950,Annie Get Your Gun,3768785,8000000,8000000
393,8/11/2006,Casa de Areia,3750000,539285,1178175
394,11/5/2010,Four Lions,3750000,310007,2436111
395,2/19/2010,Defendor,3750000,44462,44462
396,5/13/1970,The Ballad of Cable Hogue,3716946,3500000,5000000
397,1/1/1948,The Pirate,3700000,2956000,2956000
398,11/21/2006,The History Boys,3700000,2730296,13447998
399,11/3/2006,Unknown,3700000,26403,3355048
400,5/25/1969,Midnight Cowboy,3600000,44785053,44785053
401,10/10/2008,Billy: The Early Years of Billy Graham,3600000,320896,320896
402,7/4/1980,Airplane!,3500000,83453539,83453539
403,1/1/1970,M*A*S*H,3500000,81600000,81600000
404,8/13/1997,The Full Monty,3500000,45950122,261249383
405,4/13/2018,Truth or Dare,3500000,40717020,92950632
406,5/26/1993,Menace II Society,3500000,27731527,27731527
407,4/26/1995,Friday,3500000,27467564,27936778
408,2/19/2016,The Witch,3500000,25138705,40454520
409,2/2/2018,Winchester,3500000,25091816,41254829
410,12/6/2002,Empire,3500000,17504595,18495444
411,2/22/2013,Dark Skies,3500000,17418667,27704111
412,1/19/2018,Forever My Girl,3500000,16376066,16376066
413,5/1/1987,Creepshow 2,3500000,14000000,14000000
414,1/1/1967,In Cold Blood,3500000,13000000,13007551
415,1/1/1959,The Nun's Story,3500000,12800000,12800000
416,6/21/1972,Frenzy,3500000,12600000,12600000
417,2/23/1966,Harper,3500000,12000000,12000000
418,5/27/1998,I Got the Hook-Up!,3500000,10317779,10317779
419,8/23/1996,She's the One,3500000,9482579,13795053
420,1/1/1980,Terror Train,3500000,8000000,8000000
421,11/6/1998,Gods and Monsters,3500000,6451628,6451628
422,4/16/2010,El secreto de sus ojos,3500000,6391436,40527719
423,3/13/1987,Evil Dead II,3500000,5923044,5923044
424,6/30/1985,Day of the Dead,3500000,5804262,34004262
425,6/29/2001,Pootie Tang,3500000,3293258,3293258
426,4/19/2000,La otra conquista,3500000,886410,886410
427,3/18/2016,The Bronze,3500000,615816,615816
428,6/10/2011,Trolljegeren,3500000,253444,5706638
429,9/14/2007,Ira and Abby,3500000,221096,221096
430,1/8/2016,The Masked Saint,3500000,182695,182695
431,2/17/2006,Winter Passing,3500000,107492,113783
432,3/25/2005,D.E.B.S.,3500000,96793,96793
433,6/3/2016,Time to Choose,3500000,29233,29233
434,6/26/2009,Surveillance,3500000,27349,1396395
435,9/17/1999,Taxman,3500000,9871,9871
436,12/31/2011,The Kick,3500000,0,40622
437,6/30/2009,The Betrayed,3500000,0,0
438,10/1/2006,The Secret,3500000,0,0
439,6/28/2011,2:13,3500000,0,0
440,1/29/2013,"Batman: The Dark Knight Returns, Part 2",3500000,0,0
441,3/11/2014,In the Name of the King III,3500000,0,0
442,3/4/2014,Wicked Blood,3500000,0,0
443,6/5/2015,Dawn Patrol,3500000,0,0
444,5/17/2013,Jagten,3450000,687185,18309793
445,9/1/2015,Lords of London,3440000,0,0
446,6/24/2005,La marche de l'empereur,3400000,77437223,133276359
447,12/23/1977,High Anxiety,3400000,31063038,31063038
448,10/21/2011,Margin Call,3400000,5353586,20433227
449,9/26/2008,Choke,3400000,2926565,4124277
450,4/23/2004,L\'incomparable mademoiselle C.,3400000,493905,493905
451,7/11/2008,August,3400000,12636,12636
452,3/3/2015,To Write Love On Her Arms,3400000,0,0
453,2/16/1956,Carousel,3380000,0,3220
454,10/10/2014,Whiplash,3300000,13092006,33474334
455,10/26/2007,Bella,3300000,8093373,12405473
456,1/17/2003,Cidade de Deus,3300000,7563397,32059295
457,5/5/2000,Human Traffic,3300000,104257,5422740
458,12/29/2006,The Dead Girl,3300000,19875,19875
459,1/20/2015,The Opposite Sex,3300000,0,40262
460,11/18/1983,A Christmas Story,3250000,20605209,20605209
461,8/20/1982,Class of 1984,3250000,6965361,6965361
462,1/30/2009,Entre les murs,3250000,3766810,34114067
463,10/29/1999,Dreaming of Joseph Lees,3250000,7680,7680
464,6/12/1968,Rosemary's Baby,3200000,33395426,33395426
465,1/1/1962,The Man Who Shot Liberty Valance,3200000,8000000,8000000
466,7/16/2004,Maria Full of Grace,3200000,6529624,14441158
467,6/3/2011,Beginners,3200000,5790894,14314407
468,4/22/2016,The Meddler,3200000,4267219,5526942
469,7/29/2009,Adam,3200000,2283291,2834485
470,9/22/2006,Feast,3200000,56131,690872
471,1/1/1946,Itâs a Wonderful Life,3180000,6600000,10768908
472,7/19/1996,Trainspotting,3100000,16501785,71558971
473,4/12/2013,Antiviral,3100000,0,123407
474,7/28/1978,National Lampoon's Animal House,3000000,141600000,141600000
475,10/20/2010,Paranormal Activity 2,3000000,84752907,177512032
476,8/28/2015,War Room,3000000,67790117,73975239
477,6/7/2013,The Purge,3000000,64473115,91266581
478,12/22/1964,Goldfinger,3000000,51100000,124900000
479,10/12/2012,Sinister,3000000,48086903,87727807
480,8/18/2000,The Original Kings of Comedy,3000000,38168022,38236338
481,12/18/1957,The Bridge on the River Kwai,3000000,33300000,33300000
482,1/1/1978,Coming Home,3000000,32653000,32653000
483,11/20/1998,Waking Ned Devine,3000000,24793251,55193251
484,8/1/1997,Air Bud,3000000,24646936,27788649
485,10/11/2002,Bowling for Columbine,3000000,21576018,58240487
486,11/1/1985,A Nightmare on Elm Street Part 2: Freddy's Revenge,3000000,21163999,21163999
487,3/7/1986,A Room with a View,3000000,20966644,20966644
488,6/10/1975,Love and Death,3000000,20123742,20123742
