,Release_Date,Title,Production_Budget,Domestic_Gross,Worldwide_Gross
228,11/19/1956,Shichinin no samurai,500000,271736,271736
229,8/29/2003,Civil Brand,500000,254293,254293
230,10/29/2010,Monsters,500000,237301,5639730
231,3/24/2006,Lonesome Jim,500000,154187,602789
232,4/17/2013,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,500000,152449,152449
233,9/28/2012,The Other Dream Team,500000,134109,314444
234,12/11/2015,O Menino e o Mundo,500000,129479,270394
235,4/1/2011,Rubber,500000,100370,680914
236,1/1/1991,Johnny Suede,500000,55000,55000
237,10/5/2007,Finishing the Game,500000,52850,53201
238,4/18/2008,Kiss the Bride,500000,32033,32033
239,7/11/2003,The Journey,500000,19800,19800
240,4/23/2009,Home,500000,15433,44793168
241,1/10/2003,The Slaughter Rule,500000,13134,13134
242,5/14/2010,The Living Wake,500000,12232,12232
243,2/27/2009,Scott Walker: 30 Century Man,500000,6840,77121
244,10/21/2005,The Californians,500000,4134,4134
245,9/10/2014,Born to Fly: Elizabeth Streb vs. Gravity,500000,1822,1822
246,6/28/2013,Detention of the Dead,500000,1778,1778
247,5/11/2018,Higher Power,500000,528,528
248,12/31/2006,Fengkuang de Shitou,500000,0,3000000
249,1/8/2013,Now is Good,500000,0,2141436
250,11/2/2001,Everything Put Together,500000,0,7890
251,12/31/2010,Drones,500000,0,0
252,4/3/2012,Enter Nowhere,500000,0,0
253,7/17/2012,Girls Gone Dead,500000,0,0
254,12/31/2005,Insomnia Manica,500000,0,0
255,12/31/2014,America Is Still The Place,500000,0,0
256,7/24/2015,The Outrageous Sophie Tucker,500000,0,0
257,3/10/2015,Subconscious,500000,0,0
258,4/14/2015,Roadside,500000,0,0
259,12/31/2014,Diamond Rufff,500000,0,0
260,2/10/2015,Love in the Time of Monsters,500000,0,0
261,12/31/2012,El rey de Najayo,500000,0,0
262,12/31/2015,Fight to the Finish,500000,0,0
263,12/31/2013,Bucky and the Squirrels,500000,0,0
264,12/31/1990,Going Under,500000,0,0
265,6/23/2015,Crossroads,500000,0,0
266,8/11/2015,Alleluia! The Devil's Carnival,500000,0,0
267,12/1/2015,Brooklyn Bizarre,500000,0,0
268,12/31/2016,Crabs!,500000,0,0
269,12/31/2014,The Sound and the Shadow,500000,0,0
270,12/31/2015,Rodeo Girl,500000,0,0
271,11/10/2015,The Little Ponderosa Zoo,500000,0,0
272,12/31/1984,The Toxic Avenger,475000,0,0
273,9/25/2009,Paranormal Activity,450000,107918810,194183034
274,1/1/1991,Straight out of Brooklyn,450000,2712293,2712293
275,3/31/2006,Brick,450000,2075743,4243996
276,8/22/1997,Sunday,450000,410919,450349
277,8/11/2006,Conversations with Other Women,450000,379418,1297745
278,11/20/2015,Siakh lokhamim: ha'slilim ha'gnouzim,450000,41260,42503
279,5/9/2008,Poultrygeist: Night of the Chicken Dead,450000,13804,22623
280,7/11/2014,As It Is in Heaven,450000,13486,13486
281,7/1/2014,Mutual Friends,450000,0,0
282,12/31/2014,Rise Of the Entrepreneur - The Search For A Better Way,450000,0,0
283,3/9/1933,42nd Street,439000,1438000,2281000
284,8/3/1990,Metropolitan,430000,2938000,2938000
285,1/21/2005,Gory Gory Hallelujah,425000,12604,12604
286,4/25/2014,Blue Ruin,420000,258384,435168
287,6/11/2004,Napoleon Dynamite,400000,44540956,46122713
288,5/10/1975,Monty Python and the Holy Grail,400000,3427696,5028948
289,8/2/2006,Quinceanera,400000,1692693,2797199
290,4/26/2002,Dogtown and Z-Boys,400000,1293295,1600566
291,10/24/2008,Heroes,400000,655538,655538
292,10/6/2004,Tarnation,400000,592014,1162014
293,10/15/2010,I Want Your Money,400000,433588,433588
294,1/1/1983,E tu vivrai nel terrore - L'aldilÃ,400000,126387,126387
295,5/16/1980,Home Movies,400000,89134,89134
296,7/27/2001,Jackpot,400000,44452,44452
297,12/10/2004,Fabled,400000,31425,31425
298,10/13/2005,The Dark Hours,400000,423,423
299,3/31/2015,Viskningar och rop,400000,0,9400
300,4/1/1986,My Beautiful Laundrette,400000,0,0
301,11/4/2005,Show Me,400000,0,0
302,12/31/2014,Pancakes,400000,0,0
303,9/5/1916,Intolerance,385907,0,0
304,2/1/1929,The Broadway Melody,379000,2800000,4358000
305,4/15/1983,The Evil Dead,375000,2400000,29400000
306,5/21/1999,Trekkies,375000,617172,617172
307,1/1/1980,Maniac,350000,10000000,10000000
308,1/1/1987,American Ninja 2: The Confrontation,350000,4000000,4000000
309,7/8/2005,Murderball,350000,1531154,1772979
310,9/1/2010,My Dog Tulip,350000,246574,310891
311,10/18/2006,51 Birch Street,350000,84689,84689
312,11/15/2002,Revolution#9,350000,9118,9118
313,4/10/2009,Royal Kill,350000,0,0
314,10/20/2015,Rotor DR1,350000,0,0
315,4/13/1957,12 Angry Men,340000,0,0
316,10/17/1978,Halloween,325000,47000000,70000000
317,1/1/1934,It Happened One Night,325000,2500000,2500000
318,6/25/2010,Kynodontas,323000,110248,1373407
319,11/24/1999,Tumbleweeds,312000,1350248,1788168
320,11/14/2003,Tupac Resurrection,300000,7718961,7808524
321,3/10/2000,God's Army,300000,2637726,2652515
322,10/17/2003,Pieces of April,300000,2528664,3571253
323,9/20/1996,When The Cat's Away,300000,1652472,2525984
324,12/10/2008,Wendy and Lucy,300000,865695,1416046
325,9/11/1998,Let's Talk About Sex,300000,373615,373615
326,8/25/2006,Old Joy,300000,255923,399908
327,7/15/2005,First Morning,300000,87264,87264
328,6/15/2007,Pierrot le fou,300000,70807,70807
329,3/5/1997,The Watermelon Woman,300000,42735,42735
330,3/11/2011,3 Backyards,300000,39475,39475
331,4/12/2006,Sisters in Law,300000,33312,33312
332,11/9/2012,Nothing But a Man,300000,17241,17241
333,7/19/2002,Ayurveda: Art of Being,300000,16892,2066892
334,8/7/1998,"First Love, Last Rites",300000,10876,10876
335,5/6/2005,Fighting Tommy Riley,300000,10514,10514
336,3/28/2014,Locker 13,300000,3496,3496
337,10/23/2015,The Looking Glass,300000,1711,1711
338,4/1/1975,Death Race 2000,300000,0,0
339,7/3/2012,Some Guy Who Kills People,300000,0,0
340,8/7/2013,Midnight Cabaret,300000,0,0
341,10/31/2014,All You Need Is Love,300000,0,0
342,3/10/2015,Teeth and Blood,300000,0,0
343,12/31/2015,Walking to Paris,300000,0,0
344,12/31/2010,Anderson's Cross,300000,0,0
345,12/8/2015,Amidst the Devil's Wings,300000,0,0
346,12/31/2010,Death Calls,290000,0,0
347,8/17/2012,Compliance,270000,319285,830700
348,5/1/1981,Graduation Day,250000,23894000,23894000
349,4/4/1997,Chasing Amy,250000,12006514,15155095
350,6/28/2002,Lovely and Amazing,250000,4210379,4613482
351,4/28/2017,Sleight,250000,3930990,3934450
352,4/11/2003,Better Luck Tomorrow,250000,3802390,3809226
353,10/28/2011,Like Crazy,250000,3395391,3728400
354,6/16/1995,The Incredibly True Adventure of Two Girls in Love,250000,2210408,2477155
355,7/14/2000,Chuck&Buck,250000,1055671,1157672
356,3/16/2001,American Desi,250000,902835,1366235
357,9/11/1998,Cube,250000,489220,8969065
358,3/28/1997,Love and Other Catastrophes,250000,212285,743216
359,8/28/1998,I Married a Strange Person,250000,203134,203134
360,7/22/2005,November,250000,191862,191862
361,9/17/1999,Sugar Town,250000,178095,178095
362,3/28/2008,Happy Valley,250000,67665,67665
363,8/2/2013,The Canyons,250000,59671,62375
364,6/28/2006,The Motel,250000,51540,51540
365,7/15/2005,On the Outs,250000,49772,237816
366,12/14/2007,Shotgun Stories,250000,46026,284174
367,6/6/2014,Test,250000,18823,18823
368,1/8/1999,The Sticky Fingers of Time,250000,18195,20628
369,8/15/2014,Night Lights,250000,12848,12848
370,3/24/2015,Along the Roadside,250000,0,3234
371,10/21/2008,Sunday School Musical,250000,0,0
372,10/5/2010,Rust,250000,0,0
373,12/31/2010,The Christmas Bunny,250000,0,0
374,11/10/2009,Ink,250000,0,0
375,12/18/2012,The Frozen,250000,0,0
376,4/11/2014,Jesus People,250000,0,0
377,12/31/2010,Butterfly,250000,0,0
378,2/3/2015,UnDivided,250000,0,0
379,12/31/2014,Horse Camp,250000,0,0
380,2/24/2015,Give Me Shelter,250000,0,0
381,12/31/2011,Rock the House,250000,0,0
382,12/31/2015,Shooting the Warwicks,250000,0,0
383,8/18/2015,The Love Letter,250000,0,0
384,10/9/2015,Western Religion,250000,0,0
385,12/31/2015,4/11,250000,0,0
386,11/19/1925,The Big Parade,245000,11000000,22000000
387,10/31/2008,Little Big Top,240000,7484,7484
388,10/9/2009,Bronson,230000,104979,2703762
389,7/20/2012,Burn,225000,1109276,1109276
390,9/15/2000,Urbania,225000,1032075,1032075
391,6/13/1953,"The Beast from 20,000 Fathoms",210000,5000000,5000000
392,7/25/1969,The Stewardesses,200000,13500000,25000000
393,3/21/1980,Mad Max,200000,8750000,99750000
394,12/24/1916,"20,000 Leagues Under the Sea",200000,8000000,8000000
395,10/18/1996,Swingers,200000,4505922,6618578
396,1/18/1967,Per un pugno di dollari,200000,3500000,3500000
397,2/25/2011,The Grace Card,200000,2430735,2430735
398,2/9/1933,She Done Him Wrong,200000,2000000,2000000
399,2/11/2000,Trois,200000,1161843,1161843
400,6/19/2015,The Overnight,200000,1109808,1165996
401,10/22/2004,Short Cut to Nirvana: Kumbh Mela,200000,381225,439651
402,10/12/2012,Middle of Nowhere,200000,236806,236806
403,10/10/2008,Call+Response,200000,212989,212989
404,5/10/2002,The Business of Fancy Dancing,200000,174682,174682
405,5/10/2002,Hybrid,200000,162605,162605
406,6/13/2008,Baghead,200000,140016,140016
407,9/10/2004,Malevolence,200000,126021,346106
408,9/9/2005,Side Effects,200000,44701,44701
409,10/10/2008,Good Dick,200000,28835,52443
410,7/21/2006,The Case of the Grinning Cat,200000,7033,7033
411,1/7/2005,Solitude,200000,6260,6260
412,3/14/2014,The Word,200000,3648,3648
413,6/15/2007,The Trials of Darryl Hunt,200000,1217,1217
414,10/19/2007,The Man From Earth,200000,0,0
415,12/31/2004,Samantha: An American Girl Holiday,200000,0,0
416,1/17/2008,Yesterday Was a Lie,200000,0,0
417,9/12/2014,Archaeology of a Woman,200000,0,0
418,8/26/2014,Sanctuary; Quite a Conundrum,200000,0,0
419,9/29/2015,Theresa Is a Mother,200000,0,0
420,11/10/2015,Perfect Cowboy,200000,0,0
421,12/31/2014,H.,200000,0,0
422,9/23/2011,Weekend,190000,484592,1577585
423,1/22/1999,Bacheha-Ye aseman,180000,933933,1628579
424,2/27/2015,Butterfly Girl,180000,17503,17503
425,6/16/2017,Arrowhead,180000,0,0
426,8/8/1986,She's Gotta Have It,175000,7137502,7137502
427,7/22/2011,Another Earth,175000,1321194,2102779
428,8/23/2013,Sparrows Dance,175000,2602,2602
429,9/4/2015,Heroes of Dirt,175000,0,0
430,6/3/2016,The Fits,170000,166425,169242
431,6/30/1979,Dolphin,170000,14000,14000
432,12/31/2015,Lumea e a mea,168000,0,29827
433,9/11/2009,The Horse Boy,160000,156612,156612
434,3/1/2002,The Calling,160000,32092,32092
435,1/1/1971,Sweet Sweetback's Baad Asssss Song,150000,15200000,15200000
436,5/16/2007,Once,150000,9445857,23324057
437,7/19/2002,Tadpole,150000,2891288,3270128
438,6/23/2000,The Woman Chaser,150000,110719,110719
439,4/17/2015,Antarctic Edge: 70Âº South,150000,7193,7193
440,8/21/2015,Top Spin,150000,5858,5858
441,12/31/2013,Speak No Evil,150000,0,32927
442,10/6/2009,A Charlie Brown Christmas,150000,0,0
443,5/3/2013,Aroused,150000,0,0
444,12/31/2015,Escaping the Holocost,150000,0,0
445,10/18/1974,The Texas Chainsaw Massacre,140000,26572439,26572439
446,12/20/1989,Roger & Me,140000,6706368,6706368
447,4/27/2012,Sound of My Voice,135000,408015,429448
448,11/16/1942,Cat People,134000,4000000,8000000
449,7/18/2014,An American in Hollywood,125000,0,0
450,8/11/2015,The Brain That Sings,125000,0,0
451,12/31/2015,Romantic Schemer,125000,0,0
452,6/15/2012,Your Sister's Sister,120000,1597486,3090593
453,6/30/2006,The Blood of My Brother: A Story of Death in Iraq,120000,0,0
454,12/31/2007,A Dog's Breakfast,120000,0,0
455,5/24/2016,Une Femme MariÃ©e,120000,0,0
456,10/1/1968,Night of the Living Dead,114000,12087064,30087064
457,2/8/1915,The Birth of a Nation,110000,10000000,11000000
458,10/3/2003,The Work and the Story,103000,16137,16137
459,7/10/2015,The Gallows,100000,22764410,41753881
460,9/29/2006,Facing the Giants,100000,10178331,10243159
461,1/1/1977,Eraserhead,100000,7000000,7012524
462,3/1/1987,Hollywood Shuffle,100000,5228617,5228617
463,9/17/1920,Over the Hill to the Poorhouse,100000,3000000,3000000
464,10/9/1998,The Mighty,100000,2652246,6121582
465,5/10/1980,Penitentiary,100000,287000,287000
466,2/6/2004,The Lost Skeleton of Cadavra,100000,110536,110536
467,3/21/2014,Cheap Thrills,100000,59424,59424
468,6/19/2014,The Past is a Grotesque Animal,100000,20056,20056
469,11/9/2001,Keeping it Real: The Adventures of Greg Walloch,100000,1358,1358
470,5/18/2012,Indie Game: The Movie,100000,0,0
471,12/31/2014,"Dude, Where's My Dog",100000,0,0
472,12/31/2013,Echo Dr.,100000,0,0
473,3/17/2015,Closure,100000,0,0
474,12/31/2015,Lunchtime Heroes,100000,0,0
475,3/25/2015,Open Secret,100000,0,0
476,11/10/2015,The Night Visitor,100000,0,0
477,7/7/2015,Tiger Orange,100000,0,0
478,8/30/1972,The Last House on the Left,87000,3100000,3100000
479,5/30/2008,The Foot Fist Way,79000,234286,234286
480,7/17/2015,Dawn of the Crescent Moon,75000,8799,8799
481,9/29/2015,Queen Crab,75000,0,0
482,7/25/2014,Happy Christmas,70000,30312,30312
483,1/28/2005,"Peace, Propaganda and the Promised Land",70000,4930,4930
484,12/31/2011,Absentia,70000,0,8555
485,7/10/1998,Pi,68000,3221152,4678513
486,2/20/1998,I Love You â¦ Don't Touch Me!,68000,33598,33598
487,2/26/1999,20 Dates,66000,541636,602920
488,5/7/2004,Super Size Me,65000,11529368,22233808
489,1/25/2013,Supporting Characters,60000,4917,4917
490,3/16/2012,The FP,60000,0,0
491,12/31/2012,Hayride,60000,0,0
492,12/22/2015,The Brain That Wouldn't Die,60000,0,0
493,10/4/2013,The Dirties,55000,0,0
494,8/9/1995,The Brothers McMullen,50000,10426506,10426506
495,3/16/2001,Gabriela,50000,2335352,2335352
496,11/12/2010,Tiny Furniture,50000,391674,424149
497,2/22/2008,The Signal,50000,251150,406299
498,7/31/2015,Counting,50000,8374,8374
499,12/31/2009,Big Things,50000,0,0
500,12/31/2005,The Call of Cthulhu,50000,0,0
501,8/4/2015,Bending Steel,50000,0,0
502,9/1/2015,"Run, Hide, Die",50000,0,0
503,12/31/2014,The Image Revolution,50000,0,0
504,10/25/2013,A True Story,45000,0,0
505,10/27/2000,George Washington,42000,241816,342722
506,6/21/2013,This Is Martin Bonner,42000,0,0
507,8/25/2000,Smiling Fish and Goat on Fire,40000,277233,277233
508,3/12/2010,The Exploding Girl,40000,25572,25572
509,2/11/2011,Raymond Did It,40000,3632,3632
510,3/31/2012,Foreign Letters,40000,0,0
511,7/1/1991,The Last Waltz,35000,321952,321952
512,10/25/2013,Her Cry: La Llorona Investigation,35000,0,0
513,12/31/2014,Happy 40th,35000,0,0
514,7/18/2008,The Legend of God's Gun,30000,243768,243768
