,Release_Date,Title,Production_Budget,Domestic_Gross,Worldwide_Gross
515,9/1/2006,Mutual Appreciation,30000,103509,103509
516,4/29/2005,Funny Ha Ha,30000,77070,82698
517,10/15/2010,Down Terrace,30000,9812,9812
518,12/31/2013,Paraphobia,30000,0,0
519,10/19/1994,Clerks,27000,3073428,3894240
520,12/24/1999,Pink Narcissus,27000,8231,8231
521,1/27/2017,Emily,27000,3547,3547
522,6/30/1972,Deep Throat,25000,45000000,45000000
523,8/1/1997,In the Company of Men,25000,2883661,2883661
524,1/14/2000,The Terrorist,25000,195043,195043
525,9/1/2015,Backmask,25000,0,428923
526,6/13/2003,Manito,25000,0,0
527,4/21/2015,Ten,25000,0,0
528,12/1/2015,Dutch Kills,25000,0,0
529,8/1/1991,Slacker,23000,1227508,1227508
530,12/31/2014,Dry Spell,22000,0,0
531,12/31/2003,Flywheel,20000,0,0
532,1/4/2013,All Superheroes Must Die,20000,0,0
533,4/21/2015,The Front Man,20000,0,0
534,12/1/2003,Steel Spirit,20000,0,0
535,11/25/2011,The Ridges,17300,0,0
536,6/2/2006,The Puffy Chair,15000,194523,195254
537,4/2/2010,Breaking Upwards,15000,115592,115592
538,12/31/2014,Stories of Our Lives,15000,0,0
539,4/11/1997,Pink Flamingos,12000,413802,413802
540,4/28/2006,Grip: A Criminal's Story,12000,1336,1336
541,12/31/2007,Tin Can Man,12000,0,0
542,3/9/2001,Dayereh,10000,673780,673780
543,4/28/2006,Clean,10000,138711,138711
544,7/6/2001,Cure,10000,94596,94596
545,5/28/2004,On the Down Low,10000,1987,1987
546,4/1/1996,Bang,10000,527,527
547,8/14/2008,The Rise and Fall of Miss Thang,10000,401,401
548,5/19/2015,Family Motocross,10000,0,0
549,1/13/2012,Newlyweds,9000,4584,4584
550,2/26/1993,El Mariachi,7000,2040920,2041928
551,10/8/2004,Primer,7000,424760,841926
552,5/26/2006,Cavite,7000,70071,71644
553,1/1/2004,The Mongol King,7000,900,900
554,4/2/1999,Following,6000,48482,240495
555,7/13/2005,Return to the Land of Wonders,5000,1338,1338
556,9/29/2015,Signed Sealed Delivered,5000,0,0
557,9/29/2015,A Plague So Pleasant,1400,0,0
558,8/5/2005,My Date With Drew,1100,181041,181041
