,Genre,Language,Nudity,Rating,Sex,Title,Violence
0,Comedy,Medium,None,PG-13,Light,Another Stakeout,Medium
1,Drama,None,None,PG,None,The Long Day Closes,Light
2,Drama,None,Light,Not yet rated by the MPAA,Light,The Piano,Light
3,Drama,Heavy,None,PG-13,None,The Fugitive,Medium
4,Drama,None,None,No MPAA Rating,None,"Faraway, So Close!",None
5,Drama,Light,None,PG-13,Light,The Trial,None
6,Paramount Pictures,None,None,1927,None,Wings The First Academy Award Winner,None
7,Comedy,Medium,None,PG-13,Light,Weekend At Bernie’S 2,Medium
8,Drama,Medium,Light,R,Light,Equinox,Medium
9,Documentary,Light,None,Not submitted to the MPAA,Light,Time Indefinite,None
10,Drama,Heavy,None,R,Light,The Firm,Heavy
11,Thriller,Heavy,None,R,None,In The Line Of Fire,Medium
12,Comedy,Medium,None,PG-13,None,Undercover Blues,Light
13,Comedy,Light,None,PG,None,Rookie Of The Year,None
14,Science Fiction,None,None,G,None,The Secret Garden,None
15,Popular Youth Culture documentary,Light,Light,Not submitted to MPAA,Light,Learn To Discern: Help For A Generation At Risk,Medium
16,Comedy,Heavy,Medium,PG-13,Light,Son-In-Law,Light
17,Comedy,Light,Medium,PG-13,Medium,That Night,None
18,Action-fantasy drama,Medium,Light,PG-13,Light,The Last Action Hero,Heavy
19,Drama,Medium,None,R,Light,The Music Of Chance,None
20,Drama,Heavy,Medium,PG-13,Medium,What’S Love Got To Do With It,Heavy
21,Drama,Light,None,PG-13,Light,King Of The Hill,Light
22,Science fiction fantasy thriller,Light,None,PG-13,None,Jurassic Park,Heavy
23,Adventure Comedy,None,None,PG-13,Light,The Meteor Man,Medium
24,Animated musical adventure,None,None,G,None,Once Upon A Forest,None
25,Animated musical adventure,None,None,G,None,Tom And Jerry: The Movie,Light
26,Children's Animation,None,None,G,None,Happily Ever After (Formerly Snow White In The Land Of Doom),None
27,Drama,Medium,Medium,R,Medium,Menace Ii Society,Heavy
28,Romantic thriller,Medium,Heavy,R,Heavy,Sliver,Medium
29,Action,Heavy,None,R,None,Cliffhanger,Heavy
30,Thriller,Medium,Medium,R,Heavy,Guilty As Sin,Light
31,Drama,Light,None,PG-13,Light,A Heart In Winter (Un Coeur En Hiver),None
32,Drama,None,Medium,No MPAA rating,Light,Sofie,None
33,Documentary,Medium,None,Not submitted to the MPAA at publication (perhaps PG-13),None,Black Harvest,Light
34,Drama,Light,None,PG,None,Sleepless In Seattle,None
35,Comedy,Light,None,PG,None,Life With Mikey,Light
36,Animated Fantasy,None,None,G,None,Snow White And The Seven Dwarfs,Light
37,Drama,None,None,PG,None,Free Willy,Light
38,Drama,None,Medium,PG-13,Light,Orlando,Light
39,Western,Heavy,Heavy,R,Heavy,Posse,Heavy
40,Drama,Light,Medium,PG-13,Medium,Dragon–The Bruce Lee Story,Medium
41,Gang drama,Heavy,Medium,R,None,Bound By Honor,None
42,Drama,Heavy,Medium,R,Light,American Heart,Medium
43,Action-adventure comedy,Medium,Light,PG-13,Light,Hot Shots! Part Deux,Medium
44,Science Fiction,Light,Light,PG-13,None,Super Mario Bros.,Medium
45,Comedy,Light,None,PG,Light,Lost In Yonkers,Light
46,Comedy,None,None,PG,None,Dennis The Menace,Light
47,Pornographic Animation Fantasy,Heavy,Heavy,NC-17,Heavy,Urotsukidoji: Legend Of The Overfiend,Heavy
48,Comedy,Medium,Medium,PG-13,Medium,Splitting Heirs,Light
49,Comedy,Medium,Light,R,Medium,The Night We Never Met,None
50,Thriller,Heavy,None,R,None,The Dark Half,Medium
51,Drama,Light,Light,No MPAA rating,Heavy,Leolo,Heavy
52,Drama,Heavy,Medium,R,Medium,The Three Of Hearts,Light
53,Comedy,Heavy,None,R,Medium,Who’S The Man,Medium
54,Comedy,Medium,Medium,R,Medium,The Pickle,None
55,Comedy,Medium,Light,PG-13,Light,Indian Summer,None
56,Drama,Light,Medium,R,Medium,Map Of The Human Heart,Medium
57,Comedy,Medium,Medium,PG-13,Light,Dave,None
58,Comedy,Light,Light,PG-13,Light,Much Ado About Nothing,Light
59,Documentary,None,None,Not Rated,None,Visions Of Light The Art Of Cinematography,None
60,Drama,None,None,PG,None,The Story Of Qiu Ju,None
61,Black comedy,Medium,Heavy,NC-17,Heavy,Man Bites Dog,Heavy
62,Gothic romance,None,Heavy,NC-17,Heavy,Wide Sargasso Sea,Heavy
63,Documentary,None,None,Not rated (Documentary),None,The Panama Deception,Medium
64,Suspense drama,Medium,Medium,R,Heavy,No Place To Hide,Medium
65,Drama,Heavy,Medium,R,Medium,"Bodies, Rest And Motion",None
66,Comedy,Medium,None,PG-13,Light,Made In America,Light
67,Comedy,Light,Medium,Not rated by MPAA though should be PG-13,None,Un-Becoming Age,None
68,Drama,Medium,None,PG-13,Light,Love Your Mama,Light
69,Drama,Light,Medium,PG,Light,American Friends,None
70,Action,Light,None,PG,None,Sidekicks,Light
71,Comedy,Heavy,Medium,R,Medium,The Opposite Sex And How To Live With Them,None
72,Comedy,Medium,Medium,R,Heavy,Watch It,None
73,Drama,Heavy,Medium,R,Heavy,Married To It,None
74,Drama,Heavy,Medium,R,Medium,Just Another Girl On The I.R.T.,Light
75,Drama,Medium,Medium,R,Heavy,Indecent Proposal,None
76,Drama,Heavy,None,PG,None,Jack The Bear,Light
77,Suspense-thriller,Medium,Light,R,Medium,Hear No Evil,Medium
78,Drama,Light,Medium,R,None,The Last Days Of Chez Nous,None
79,Comedy,Light,None,PG,None,Cop And A Half,Medium
80,Action,Medium,None,PG,None,The Adventures Of Huck Finn,Medium
81,Martial Arts,Medium,Light,R,None,Best Of The Best 2,Heavy
82,Comedy,Medium,Medium,R,Heavy,Cb4,Medium
83,Drama,Medium,Heavy,R,Medium,Olivier Olivier,Medium
84,Action,Heavy,None,R,Light,Street Knight,Heavy
85,Comedy,Heavy,Medium,no MPAA rating,Light,Riff Raff,Medium
86,Drama,Heavy,None,R,Medium,Money Men,Heavy
87,New Age drama with science-fiction,Heavy,Light,PG-13,None,Fire In The Sky,Light
88,Action,None,None,R,Light,El Mariachi,Medium
89,Comedy,Light,None,PG,None,The Sandlot,None
90,Drama,None,None,PG,Light,Ethan Frome,Light
91,Drama,Medium,Medium,Not rated by MPAA,Medium,Claire Of The Moon,None
92,Drama,Light,Medium,PG-13,Heavy,The Shadow Of The Wolf,Heavy
93,Suspense drama,Heavy,None,R,Light,Fifty Fifty,Heavy
94,Comedy,Heavy,Medium,R,Heavy,Mad Dog And Glory,Heavy
95,Drama,Heavy,None,R,Medium,Point Of No Return,None
96,Love story,None,Medium,Unrated,Medium,Like Water For Chocolate,Light
97,Drama,Heavy,Medium,R,Medium,This Boy’S Life,Medium
98,Thriller,Medium,None,R,Medium,The Crush,Medium
99,Underwater Science Fiction,Medium,Light,PG-13,None,The Abyss: Special Edition,Medium
