,Genre,Language,Nudity,Rating,Sex,Title,Violence
0,Road Picture,None,Medium,R,Light,Roadside Prophets,None
1,Comedy,None,Medium,R,Light,"The Favor, The Watch And The Very Big Fish",Medium
2,Comedy,None,Medium,R,Heavy,White Men Can’T Jump,Medium
3,Comedy,None,None,PG-13,Light,Passed Away,Light
4,Horror,None,Heavy,R,Medium,Split Second,Heavy
5,Drama,None,Heavy,R,Heavy,Turtle Beach,Heavy
6,Drama,None,Medium,Not submitted to MPAA,Medium,Mediterraneo,None
7,Docudrama,Medium,None,PG-13,Medium,The Babe,Light
8,Mystery,None,None,R,None,Thunderheart,Heavy
9,Drama,None,Medium,R,Medium,White Sands,Medium
10,Drama,None,Medium,R,Medium,Crisscross,Medium
11,Adventure-drama,None,None,None,Light,Casablanca,Light
12,Comedy,Light,None,Not submitted to MPAA,Light,Christmas In Connecticut,None
13,Drama,None,Medium,R,Heavy,American Me,Heavy
14,Erotic murder-mystery thriller,None,Light,R,Heavy,Basic Instinct,Heavy
15,Horror,None,Light,R,None,The Runestone,Heavy
16,Comedy,None,Heavy,R,Medium,Meatballs 4,Light
17,Comedy,None,None,R,None,Shakes The Clown,Light
18,Drama,Heavy,Light,R,None,Final Approach,None
19,Drama,Heavy,None,PG-13,None,City Of Joy,Medium
20,Comedy,None,None,PG-13,Medium,Shadows And Fog,None
21,Societal Drama,None,None,PG,None,Howard’S End,None
22,Drama,Light,None,PG,Light,Where Angels Fear To Tread,None
23,Drama,None,None,PG,Light,Raise The Red Lantern,Light
24,Drama,None,None,Not submitted to MPAA,None,Wrestling With God,None
25,Horror,None,None,R,None,Gate Ii,Medium
26,Horror,None,Medium,R,Heavy,Lawnmower Man,Heavy
27,Animation,None,None,G,None,Ferngully: The Last Rainforest,None
28,Drama,None,None,R,Heavy,Terminal Bliss,Light
29,Drama,None,Medium,No rating by MPAA (French film),None,Toto Le Heros,None
30,Comedy,None,None,PG,Medium,Straight Talk,Light
31,Drama,None,None,PG-13,Light,Falling From Grace,Light
32,Low-Ironic Drama,None,Light,R,Light,Ruby,Medium
