,Genre,Language,Nudity,Rating,Sex,Title,Violence
0,Comedy,Heavy,Heavy,R,Heavy,Unfinished Business,Light
1,Horror,Medium,Heavy,R,Heavy,It Follows,Medium
2,Science Fiction,Heavy,Medium,R,Light,Chappie,Heavy
3,Documentary,Light,None,Not Rated,Light,An Honest Liar,Light
4,Drama,Light,Light,PG-13,Light,Refuge From The Storm,Medium
5,Comedy,Medium,Medium,PG-13,Medium,A La Mala,None
6,Documentary,None,None,Not Rated,None,The Drop Box,None
7,Thriller,Heavy,Light,R,Medium,Focus,Medium
8,Horror,Heavy,None,PG-13,Light,The Lazarus Effect,Heavy
9,Documentary,None,Light,PG-13,Light,Manny,Medium
10,Drama,Light,None,Not Rated,None,Gett:  The Trial Of Viviane Amsalem,None
11,Drama,None,None,PG-13,None,Timbuktu (2014),Heavy
12,Comedy,Heavy,Light,PG-13,Medium,The Duff,Light
13,Comedy,Light,Light,PG,Light,The Second Best Exotic Marigold Hotel,Light
14,Comedy,Heavy,Heavy,R,Heavy,Hot Tub Time Machine 2,Heavy
15,Drama,Light,Light,PG,None,"Mcfarland, Usa",Light
16,Drama,Medium,None,PG-13,Light,To Write Love On Her Arms,Medium
17,Action,Heavy,None,R,Light,White God,Heavy
18,Drama,Medium,Heavy,R,Heavy,Fifty Shades Of Grey,Heavy
19,Action,Heavy,Medium,R,Light,Kingsman:  The Secret Service,Heavy
20,Drama,Light,Light,Not Rated,Light,Popieluszko:  Freedom Is Within Us,Medium
21,Drama,None,None,PG-13,Light,Old Fashioned,None
22,Documentary,Light,Light,PG,None,Ballet 422,None
23,Family,None,Light,PG,None,Spongebob The Movie:  Sponge Out Of Water,Medium
24,Science Fiction,Heavy,Medium,PG-13,Light,Jupiter Ascending,Medium
25,Science Fiction,Heavy,Light,PG-13,Medium,Project Almanac,Light
26,Drama,Heavy,Light,PG-13,None,Black Or White,Medium
27,Documentary,Light,Light,Not Rated,Medium,Ink 180,Light
28,Musical,Light,Light,PG-13,Medium,The Last Five Years,None
29,Documentary,None,None,TV-PG,None,Civil Rights,Medium
30,Drama,Medium,Light,PG-13,Medium,Song One,Light
31,Comedy,Medium,Medium,R,Medium,Mortdecai,Medium
32,Musical,None,None,PG,None,Strange Magic,Light
33,Thriller,Medium,Heavy,R,Heavy,The Boy Next Door,Heavy
34,Thriller,Heavy,Medium,R,Light,Black Sea,Heavy
35,Drama,Medium,None,PG-13,None,Life Of A King,Light
36,Comedy,Heavy,Heavy,R,Medium,The Wedding Ringer,Light
37,War Drama,Heavy,Light,R,Light,American Sniper,Heavy
38,Comedy,Heavy,Medium,R,Medium,Are You Here,Medium
39,Drama,Light,None,R,Light,The One I Love,None
40,Comedy,Medium,None,PG-13,Light,The Grand Seduction,Light
41,Thriller,None,Light,PG-13,Light,The Remaining,Medium
42,Comedy,Heavy,Light,R,Light,Hector And The Search For Happiness,Medium
43,Drama,None,Light,** TELEVISION GUIDE **,Light,Women Of The Bible,Medium
44,Documentary,None,None,N/A,None,Louis Zamperini:  Captured By Grace,Medium
45,Thriller,Medium,Light,R,Medium,Blackhat,Heavy
46,Science Fiction,Heavy,Medium,R,Medium,Predestination,Medium
47,Documentary,Light,Light,Not Rated,Light,Finding Vivian Maier,Light
