,Genre,Language,Nudity,Rating,Sex,Title,Violence
66,Gospel Rock Music,None,None,,None,Wake The Nations,None
67,Documentary,Heavy,None,Not rated,None,Ot: Our Town,Light
68,Documentary,Light,None,,None,The New Barbarians: Training Children To Kill,Heavy
69,Family,Light,None,Not Yet,None,The O’Keefes,None
70,Mystery,None,None,,None,Custody Of The State,Light
71,Documentary,None,None,Not Rated,None,Zenith,None
72,Documentary,None,Light,Television,None,Reluctant Saint: Francis Of Assisi,None
73,Comedy,Medium,Medium,Not Rated,Medium,God Is Great And I’M Not,Light
74,Drama,None,None,Not Rated,None,Brush With Fate,Medium
75,Documentary,None,None,Not Rated by the MPAA,None,Unlocking The Mystery Of Life,None
76,Documentary,None,None,G,None,What If Jesus Had Never Been Born?,Light
77,Family,Light,None,G,None,Quigley,Light
78,Drama,Light,None,Noted rated by the MPAA,None,The Fifth Reaction,Light
79,Novel,None,None,,None,Epiphany,None
80,Non-Fiction,None,None,,None,Faithful Finances 101,None
81,Children's Christian Video,None,None,Not Rated,None,Cherub Wings: Moldy Goldy,None
82,Drama,None,None,G,None,The Winslow Boy,None
83,Educational,None,None,Not rated by MPAA,None,Bumps In The Road,None
84,Comedy,None,None,PG,None,Richie Rich,None
85,Adventure Comedy,None,None,NR,None,Around The World In Eighty Days,None
86,Comedy,Heavy,Medium,R,None,Low Down Dirty Shame,Heavy
87,Drama,None,None,R,None,Mrs. Parker And The Vicious Circle,None
88,Drama,None,None,R,None,Red,None
89,Drama,None,None,R,None,"The Beans Of Egypt, Maine",None
90,Comedy,None,None,PG-13,None,Junior,None
91,Drama,None,None,R,None,Nell,None
92,Drama,None,None,R,None,Heavenly Creatures,None
93,Drama,Light,None,PG-13,None,Pontiac Moon,Light
94,Drama,None,None,NR,None,To Live,None
95,Animated Adventure Fantasy,None,None,PG,None,The Pagemaster,None
96,Drama,Light,None,Not Rated,Light,Jacob,Light
97,Horror,None,None,R,None,Wes Craven’S New Nightmare,None
98,Drama,None,None,R,None,Interview With The Vampire,None
99,Drama,None,None,R,None,Cobb,None
