,Genre,Language,Nudity,Rating,Sex,Title,Violence
0,Action,Heavy,Medium,PG-13,Light,Beer For My Horses,Medium
1,Drama,Light,Medium,NR,Medium,The Memory Thief,Medium
2,Drama,Light,Light,NR,Light,Love Comes Lately,Light
3,Drama,Heavy,Light,R,Light,Humboldt County,Light
4,Biography,Light,Light,PG,Light,Billy: The Early Years,Light
5,Drama,Heavy,Light,NR,None,Ballast,Light
6,Drama,Medium,Light,R,Light,Slumdog Milionaire,Medium
7,Police Drama,Heavy,Medium,R,Medium,Pride And Glory,Heavy
8,Drama,Heavy,Light,R,None,Changeling,Heavy
9,Thriller,Heavy,Medium,R,Medium,Rocknrolla,Heavy
10,Drama,Heavy,None,R,Medium,The Lucky Ones,Light
11,Drama,Light,Light,PG-13,Light,Nights In Rodanthe,None
12,Comedy,Medium,Medium,R,Heavy,Towelhead,Light
13,Drama,Medium,Medium,PG-13,Medium,Vicky Cristina Barcelona,Light
14,Comedy,Light,Light,PG-13,Light,Sixty Six,None
15,Historical Drama,Heavy,Light,PG-13,Light,Bottle Shock,Light
16,Drama,Medium,Medium,R,Heavy,The Stone Angel,Light
17,Drama,None,Light,NR,None,My Father My Lord,Light
18,Documentary,Light,Heavy,PG-13,Medium,Man On Wire,Light
19,Drama,Heavy,Heavy,NR,Heavy,Garden Party,Light
20,Drama,Light,None,R,None,Take,Medium
21,Drama,None,None,PG,Light,Fireproof,Light
22,Comedy,Heavy,Medium,R,Medium,Role Models,Light
23,Sports Drama,Heavy,Light,PG,Light,The Express,Medium
24,Drama,Light,Light,PG-13,Medium,The Duchess,Medium
25,Comedy,Heavy,Medium,PG-13,Medium,Disaster Movie,Heavy
26,Thriller,Medium,Light,PG-13,None,Traitor,Medium
27,Documentary,Light,None,NR,None,Bloodline,None
28,Thriller,Heavy,Light,R,Light,Transsiberian,Heavy
29,Comedy,Heavy,Medium,NR,Heavy,Expired,None
30,Horror,Heavy,Heavy,R,Light,Baghead,Light
31,Drama,Medium,None,PG,None,The Longshots,Light
32,Animated Comedy,None,None,G,None,Fly Me To The Moon,None
33,Comedy,Heavy,Heavy,R,Heavy,Zack And Miri Make A Porno,None
34,Drama,Heavy,Light,PG-13,Light,The Secret Life Of Bees,Medium
35,Drama,Medium,None,PG-13,None,Flash Of Genius,Light
36,Comedy,Medium,Light,PG-13 or R,Light,W.,Medium
37,Comedy,Medium,Light,PG-13,Light,Ghost Town,Light
38,Police Thriller,Heavy,Light,R,Medium,Righteous Kill,Heavy
39,Horror,Heavy,Medium,R,None,Mirrors,Heavy
40,Drama,Heavy,Medium,R,Medium,Boy A,Medium
41,Drama,Heavy,None,NR,None,Diminished Capacity,Light
42,Drama,Light,Medium,R,Medium,Youth Without Youth,Medium
43,Adventure Drama,Light,None,PG,Light,The Water Horse,Medium
44,Mystery Thriller,Heavy,Heavy,R,Medium,The Walker,Medium
45,Comedy,Heavy,Heavy,R,Medium,Walk Hard: The Dewey Cox Story,Medium
46,Drama,Light,Light,R,Light,There Will Be Blood,Heavy
47,Horror,Light,None,R,Light,Sweeney Todd,Heavy
48,Drama,Light,Medium,PG-13,Medium,Starting Out In The Evening,Light
49,Documentary,None,None,NR,None,The Singing Revolution,Light
50,Documentary,Light,Light,PG,None,Sharkwater,Medium
51,Drama,Light,Light,PG,Light,Saawariya,Light
52,Animated,Medium,None,PG-13,Light,Persepolis,Medium
53,Family,Light,Light,PG,None,The Perfect Holiday,Light
54,Drama,Heavy,Light,PG-13,Light,"P.S., I Love You",None
55,Documentary,Light,None,NR,None,No End In Sight,Medium
56,Mystery Adventure Drama,None,None,PG,Light,National Treasure: The Book Of Secrets,Medium
57,Supernatural Horror,Medium,None,PG-13,None,The Messengers,Medium
58,Drama,Heavy,Light,PG-13,Light,Man In The Chair,Light
59,Documentary,Light,Light,PG-13,None,The King Of Kong: A Fistful Of Quarters,Light
60,Comedy,Heavy,Light,PG-13,Medium,Juno,None
61,Science Fiction Thriller,Medium,Light,R,None,The Host,Heavy
62,Drama,Medium,None,PG-13,Light,Honeydripper,Light
63,Science Fiction,None,None,PG-13,Light,The Golden Compass,Medium
64,Drama,Medium,Medium,PG-13,Medium,Feel The Noise,Medium
65,Drama,Medium,Heavy,PG-13,Light,The Diving Bell And The Butterfly,None
66,Horror,Medium,None,R,Light,Dead Silence,Heavy
67,Drama,Heavy,Medium,R,Medium,Charlie Wilson’S War,Medium
68,Horror,Heavy,Medium,R,Medium,Captivity,Heavy
69,Comedy,Heavy,Light,PG-13,Light,The Bucket List,Medium
70,Comedy,Light,None,PG-13,Light,The Band’S Visit,Light
71,Thriller,Heavy,Medium,R,Light,Awake,Heavy
72,Drama,Medium,Light,PG-13,Light,Avenue Montaigne,None
73,Romantic Drama,Medium,Light,R,Medium,Atonement,Heavy
74,Science Fiction,Heavy,Light,R,Light,Aliens Vs. Predator: Requiem,Heavy
75,Drama,Medium,None,R,Light,Frozen River,Light
76,Comedy,Heavy,Medium,R,Medium,Finding Amanda,Medium
77,Thriller,Light,Heavy,NR,Heavy,The Unknown Woman,Heavy
78,Documentary,Light,None,NR,None,Up The Yangtze,None
79,Documentary,Light,None,PG,None,Blindsight,Light
80,Drama,Heavy,Heavy,R,Heavy,The Wackness,None
81,Comedy,Medium,Medium,R,Medium,Miss Conception,None
82,Drama,Light,Light,PG-13,Light,Before The Rains,Medium
83,Drama,Heavy,Light,R,Medium,The Go-Getter,Light
84,Horror,Heavy,Medium,R,Medium,Stuck,Heavy
85,Drama,Light,Light,PG,None,A Plumm Summer,Light
86,Comedy,Heavy,Medium,R,Medium,The Foot Fist Way,Heavy
87,Drama,Light,Light,PG-13,Light,The Visitor,Light
88,Action,Light,Light,R,Medium,Mongol,Heavy
89,Drama,Medium,Heavy,NR,Heavy,Savage Grace,Medium
90,Western,Medium,Light,PG-13,Medium,Sukiyaki Western Django,Heavy
91,Comedy,Heavy,Light,R,Light,Hamlet 2,Light
92,Documentary,Heavy,Heavy,R,Medium,Gonzo,Medium
93,Documentary,Light,None,PG-13,Light,Trumbo,None
94,Drama,Medium,Light,R,Medium,Quid Pro Quo,Light
95,Drama,Heavy,Light,NR,Light,Chop Shop,Light
96,Drama,Heavy,Heavy,NR,Light,Tell No One,Medium
97,Drama,Medium,Light,NR,Medium,Mister Lonely,Light
98,Comedy,Heavy,Light,R,Medium,"War, Inc.",Heavy
99,Comedy,Heavy,Medium,R,Heavy,Kiss The Bride,None
