,Genre,Language,Nudity,Rating,Sex,Title,Violence
49,Children,None,Light,PG,None,The Smurfs 2,Light
50,Drama,Light,None,PG,None,Angels Sing,None
51,Documentary,Medium,Light,R,None,The Armstrong Lie,None
52,Drama,Heavy,Light,R,Light,Inside Llewyn Davis,Light
53,Family,None,None,Not Yet Rated,None,Christmas In Conway,Light
54,Comedy,Light,None,TV-G,None,Duck Dynasty: Till Duck Do Us Part,None
55,Thriller,Heavy,None,R,Medium,Homefront,Heavy
56,Drama,Light,None,PG,None,Black Nativity,Light
57,Drama,Medium,None,R,None,Nebraska,Light
58,Science Fiction,Light,Light,PG-13,Light,The Hunger Games: Catching Fire,Medium
59,Comedy,Medium,Light,PG-13,Light,The Delivery Man,Light
60,Drama,None,None,PG,None,The Christmas Candle,Light
61,Drama,None,None,** TELEVISION GUIDE **,None,Christmas With Tucker,Light
62,Drama,None,None,Not Rated,None,Season Of Miracles,Light
63,Drama,None,None,Not Rated,None,The Bells Of St. Mary’S,None
64,Comedy,Heavy,Medium,R,Light,The Best Man Holiday,Light
65,Documentary,Light,None,Not Rated,None,Dear Mr. Watterson,None
66,Documentary,Heavy,Light,R,Light,12-12-12,Light
67,Action,None,Light,** TELEVISION GUIDE **,None,The Hunters,Light
68,Reality TV,None,None,TV-G,None,Shark Tank,None
69,Drama,Heavy,None,R,Light,About Time,Light
70,Comedy,None,None,TV-G,None,Pete’S Christmas,Light
71,Drama,None,None,PG,None,Christmas For A Dollar,Light
72,Drama,None,None,PG-13,None,The Book Thief,Medium
73,Documentary,None,None,Not Rated,None,Darwin’S Dilemma,None
74,Drama,Light,Light,PG-13,Light,Diana,Light
75,Drama,None,None,PG,None,Storm Rider,Light
76,Drama,Heavy,Medium,R,Heavy,Dallas Buyers Club,Light
77,Horror,None,None,Code Approved,None,Invasion Of The Body Snatchers,Light
78,Comedy,Heavy,Light,PG-13,Medium,Last Vegas,Light
79,Comedy,None,None,PG,None,Free Birds,Light
80,Science Fiction,Light,Light,PG-13,None,Ender’S Game,Medium
81,Mystery,Medium,Light,PG-13,Medium,Minority Report,Heavy
82,Documentary,Medium,Light,R,Light,Fahrenheit 9/11,Heavy
83,Comedy,Light,None,TV-PG,Light,The Michael J. Fox Show,Light
84,Musical,None,Light,Code Approved,None,This Is The Army,Light
85,Comedy,Heavy,Heavy,R,Heavy,Jackass Presents: Bad Grandpa,Medium
86,Thriller,Heavy,Medium,R,Medium,The Counselor,Heavy
87,Drama,Light,None,PG-13,None,All Is Lost,Light
88,Drama,Medium,Heavy,R,Medium,12 Years A Slave,Heavy
89,Drama,None,None,PG-13,None,King’S Faith,Medium
90,Thriller,Heavy,Light,R,Light,Escape Plan,Medium
91,Horror,Heavy,Light,R,Medium,Carrie (2013),Heavy
92,Drama,Light,None,PG-13,Light,Beyond The Farthest Star,Medium
93,Drama,Heavy,Medium,R,Heavy,Kill Your Darlings,Heavy
94,Drama,Heavy,Light,R,Light,The Fifth Estate,Light
95,Drama,Light,None,PG,Light,I’M In Love With A Church Girl,Light
96,Thriller,Heavy,None,R,Medium,Machete Kills,Heavy
97,Family,None,None,G,None,Iesodo,Light
98,Drama,Light,None,PG-13,Light,Romeo And Juliet (2013),Medium
99,Drama,Medium,Light,PG-13,None,Captain Phillips,Medium
