,Genre,Language,Nudity,Rating,Sex,Title,Violence
0,Drama,Light,None,PG-13,Light,Home Run,Light
1,Documentary,Light,Light,PG-13,Light,After Tiller,Medium
2,Comedy,Heavy,Medium,R,Medium,A.C.O.D.,Light
3,Comedy,Light,Medium,Not Rated,Medium,Wedding Palace,Light
4,Drama,None,None,PG-13,None,Seasons Of Gray,Light
5,Drama,Heavy,None,R,None,Blue Caprice,Heavy
6,Documentary,Light,None,R,None,The Summit,Medium
7,Drama,Medium,Light,PG-13,None,Parkland,Medium
8,Science Fiction,Medium,None,PG-13,None,Gravity,Medium
9,Drama,Heavy,Light,R,Medium,Runner Runner,Medium
10,Drama,None,None,PG,None,Grace Unplugged,None
11,Drama,None,None,Not Rated,None,Beyond The Heavens,None
12,Western,None,Light,PG-13,None,Alone Yet Not Alone,Light
13,Comedy,Medium,Light,PG-13,Light,Baggage Claim,Light
14,Comedy,Heavy,Medium,R,Heavy,Don Jon,None
15,Documentary,None,Light,Not Rated,None,Unstoppable,Light
16,Drama,Heavy,Light,R,Medium,Short Term 12,Light
17,Drama,Heavy,None,PG-13,None,Battle Of The Year,Light
18,Family,None,Light,TV-PG,None,The Watsons Go To Birmingham,Light
19,Drama,Light,Light,R,Light,My Son,Light
20,Thriller,Heavy,Medium,R,Medium,Passion,Medium
21,Drama,Heavy,Medium,R,Medium,Thanks For Sharing,Medium
22,Comedy,Heavy,Light,PG-13,Medium,Enough Said,None
23,Drama,Light,None,PG,Light,Wadjda,Light
24,Thriller,Heavy,None,R,None,Prisoners,Heavy
25,Drama,Heavy,Medium,R,Medium,Rush,Heavy
26,Drama,None,None,Code Approved,None,The Song Of Bernadette,None
27,Comedy,Medium,None,R,Light,Touchy Feely,Light
28,Thriller,Heavy,None,R,Medium,The Family,Heavy
29,Horror,Medium,None,PG-13,Light,Insidious Chapter 2,Medium
30,Drama,Heavy,Medium,R,Medium,Jayne Mansfield’S Car,Medium
31,Drama,Light,None,PG-13,None,The Investigator,Light
32,Drama,Heavy,Light,PG-13,None,World Trade Center,Medium
33,Family,None,Light,G,None,So Dear To My Heart,Light
34,Drama,None,None,Not rated by MPAA,None,Jesus,None
35,Drama,Light,Light,R,None,Winnie Mandela,Heavy
36,Documentary,Light,Light,PG-13,Light,Salinger,Medium
37,Science Fiction,Heavy,Medium,R,Medium,Riddick,Heavy
38,Documentary,None,None,PG,Light,Good Ol’ Freda,Light
39,Drama,Light,None,PG-13,Light,The Grandmaster,Medium
40,Comedy,Heavy,Heavy,R,Heavy,Crystal Fairy,Medium
41,Drama,Medium,Light,PG-13,Medium,Instructions Not Included,Light
42,Drama,None,None,PG,None,From Up On Poppy Hill,Light
43,Action,Heavy,Light,R,Light,Forgotten Heroes,Medium
44,Thriller,Heavy,None,PG-13,None,Getaway,Medium
45,Documentary,Light,Light,Not Yet Rated,None,One Direction: This Is Us,None
