,Genre,Language,Nudity,Rating,Sex,Title,Violence
0,Family Animated Science Fiction,None,None,G,None,Wall-E,Light
1,Drama,Light,None,G,None,Kit Kittredge: An American Girl,Light
2,Science Fiction,Medium,None,R,None,The Happening,Heavy
3,Comedy,Medium,Medium,PG-13,Heavy,You Don’T Mess With The Zohan,Medium
4,Comedy,None,None,PG,None,Kung Fu Panda,Medium
5,Action Adventure Drama,Medium,Light,PG-13,None,Indiana Jones And The Kingdom Of The Crystal Skull,Medium
6,Action,None,Light,PG,None,The Chronicles Of Narnia: Prince Caspian,Medium
7,Comedy,Heavy,Light,PG-13,Light,What Happens In Vegas…,Light
8,Adventure Fantasy,Medium,Light,PG,Light,Speed Racer,Medium
9,Drama,Light,Medium,R,Medium,Fugitive Pieces,Light
10,Drama,Heavy,Light,R,Light,Redbelt,Medium
11,Comedy,Medium,Medium,PG-13,Medium,Made Of Honor,Light
12,Science Fiction,Heavy,Light,PG-13,Light,Iron Man,Medium
13,Mystery,Heavy,None,R,Light,Roman De Gare,Medium
14,Documentary,Heavy,Heavy,R,Heavy,Standard Operating Procedure,Heavy
15,Drama,Medium,Light,PG-13,Medium,Deal,None
16,Comedy,Heavy,None,PG-13,Light,Baby Mama,None
17,Horror,Heavy,Heavy,R,Heavy,Pathology,Heavy
18,Mystery,Heavy,Medium,R,Light,88 Minutes,Medium
19,Martial Arts Fantasy,Light,None,PG-13,None,The Forbidden Kingdom,Medium
20,Comedy,Heavy,Heavy,R,Heavy,Forgetting Sarah Marshall,Light
21,Drama,Heavy,Light,PG-13,Medium,Never Back Down,Heavy
22,Science Fiction,Heavy,Medium,R,Light,Doomsday,Heavy
23,Comedy,Heavy,Light,PG-13,Light,"Run, Fat Boy, Run",Medium
24,Comedy,Light,None,PG,None,Cj7,Light
25,Comedy,Medium,Light,R,Medium,Smart People,Light
26,Drama,Medium,Light,PG-13,None,Under The Same Moon,Light
27,Thriller,Medium,Light,R,Medium,Funny Games,Heavy
28,Horror,Heavy,None,PG-13,Light,Prom Night,Medium
29,Concert Documentary,Light,Light,PG-13,Light,Shine A Light,None
30,Horror,Heavy,Medium,R,Light,The Ruins,Heavy
31,Adventure Comedy,Light,None,PG,None,Nim’S Island,Light
32,Comedy,Light,Light,PG-13,None,Leatherheads,Light
33,Drama,Heavy,None,PG-13,Light,Meet The Browns,Light
34,Comedy,Heavy,Light,PG-13,Light,Drillbit Taylor,Medium
35,Drama,Medium,Medium,PG-13,Medium,21,Medium
36,Comedy,Heavy,Light,PG-13,Medium,Superhero Movie,Medium
37,Drama,Heavy,Light,R,None,Stop-Loss,Heavy
38,Drama,Medium,Medium,R,Light,The Counterfeiters,Heavy
39,Comedy,Heavy,Light,R,Medium,Semi-Pro,Medium
40,Drama,Light,Light,PG-13,Medium,The Other Boleyn Girl,Light
41,Action,None,Light,PG-13,None,"10,000 B.C.",Medium
42,Comedy,None,None,G,None,College Road Trip,Light
43,Drama,Medium,Medium,R,Heavy,The Bank Job,Heavy
44,Horror,Light,None,R,None,The Orphanage,Medium
45,Comedy,Heavy,None,PG-13,Light,Mad Money,Light
46,Comedy,None,Medium,R,Light,Charlie Bartlett,Medium
47,Comedy,Medium,Light,PG,Light,Caramel,Light
48,War Drama,Heavy,Light,R,Light,Rambo,Heavy
49,Police Thriller,Heavy,Light,R,None,Untraceable,Heavy
50,Comedy,Heavy,Medium,PG-13,Medium,Meet The Spartans,Medium
51,Science Fiction,Heavy,Light,PG-13,Light,Cloverfield,Heavy
52,Family,None,None,G,None,The Pirates Who Don’T Do Anything,Light
53,Comedy,None,None,PG-13,None,First Sunday,None
54,Comedy,Medium,None,PG-13,Light,27 Dresses,None
55,Horror,Light,Light,PG-13,None,The Eye,Medium
56,Thriller,Heavy,Light,PG-13,None,Vantage Point,Medium
57,Comedy,None,None,G,None,Horton Hears A Who,Light
58,Science Fiction,Medium,None,PG,None,The Spiderwick Chronicles,Medium
59,Documentary,None,None,** A Teacher’s Quest **,None,Inside Hana’S Suitcase,Light
60,Documentary,None,None,Not Rated,None,33 Minutes,None
61,Documentary,None,None,Not Rated,None,Richard Dawkins Vs John Lennox: The God Delusion Debate,None
62,Drama,None,Medium,Not Rated,Light,Yai Wanonabälewä:  The Enemy God,Heavy
63,Documentary,Light,None,Not rated,None,America Undercover: Murder On A Sunday Morning,Light
64,Drama,None,None,Not rated,None,The Miracle Of The Widow,Light
65,Drama,None,None,TV-G,Light,Sue Thomas F.B.Eye: The Pilot,Light
66,Drama,None,Light,PG-13,Light,Creation,Light
67,Drama,Light,None,Not Rated,None,Sarah’S Choice,None
68,Documentary,Light,None,PG,None,The September Issue,None
69,Drama,Light,Medium,R,Heavy,The Last Station,None
70,Drama,Light,None,PG,Light,The Young Victoria,Light
71,Drama,Heavy,Light,R,Heavy,Trucker,Medium
72,Documentary,None,None,PG,None,Not Evil Just Wrong,None
73,Documentary,None,Light,PG,Light,Michael Jackson’S This Is It,Light
74,Drama,Heavy,None,PG-13,Medium,Me And Orson Welles,Light
75,Science Fiction,Heavy,None,PG-13,Light,The Imaginarium Of Doctor Parnassus,Medium
76,Horror,Heavy,Light,R,Light,Paranormal Activity,Medium
77,Drama,Medium,Medium,R,Medium,The Private Lives Of Pippa Lee,Light
78,Children Animated,None,None,G,None,Toy Story 2 In 3D,Light
79,Documentary,Light,Light,NR,None,Oh My God,Heavy
80,Horror,Light,Heavy,NR,Heavy,Antichrist,Heavy
81,Crime Thriller,Medium,Light,PG-13,None,Armored,Medium
82,Biblical Drama,None,None,Not Rated,None,Gutenberg 2 – Adam And Eve,None
83,Drama,Light,None,Not Yet Rated,None,No Greater Love,Light
84,Drama,Heavy,Heavy,R,Medium,The Messenger,Light
85,Non-Fiction,None,None,UIDE **,None,"Shut Up, America!  The End Of Free Speech",None
86,Documentary,Medium,None,Not Rated,None,Unborn In The Usa: Inside The War On Abortion,Heavy
87,Comedy,None,None,Not Rated,None,"Pahappahooey Island, What About Me?",None
88,Drama,Light,None,PG,Light,Bright Star,Light
89,Thriller,Heavy,Light,R,Light,A Perfect Getaway,Heavy
