,Genre,Language,Nudity,Rating,Sex,Title,Violence
0,Drama,Heavy,Light,R,None,Buffalo 66,Light
1,Comedy,Medium,Light,PG-13,Light,Dr. Dolittle,Light
2,Comedy,Light,None,PG-13,Light,Music From Another Room,Light
3,Science fiction thriller,Medium,None,PG-13,None,The X-Files,Medium
4,Science Fiction,Heavy,Light,PG-13,Light,Armageddon,Medium
5,Drama,Heavy,None,PG,None,All The President’S Men,None
6,Western,None,None,Not rated by MPAA,None,The Searchers,Medium
7,Drama,Heavy,Heavy,R,Heavy,High Art,None
8,Drama,Light,Light,R,Heavy,Wilde,None
9,Comedy,Medium,Light,PG-13,Light,Almost Heroes,Light
10,Drama,Heavy,None,Unrated by MPAA,None,Yellow,Light
11,Comedy,Heavy,Medium,Unrated by MPAA,Medium,I Went Down,Medium
12,Comedy,Heavy,None,PG-13,Medium,Can’T Hardly Wait,Light
13,Comedy,Medium,Medium,PG-13,Medium,"Six Days, Seven Nights",Medium
14,Thriller,Medium,Medium,R,Medium,A Perfect Murder,Medium
15,Drama,Light,Medium,Not rated by MPAA,Light,Beyond Silence,Light
16,Animated adventure,Light,Medium,G,Light,Mulan,Light
17,Animated musical,None,None,G,None,The Mighty Kong,Light
18,Documentary,None,None,Unrated by MPAA,None,Arguing The World,Light
19,Comedy spoof,Heavy,None,R,Heavy,Plump Fiction,Medium
20,Comedy,Heavy,Medium,R,Medium,Homegrown,Light
21,Comedy,Heavy,Light,R,Light,Fear And Loathing In Las Vegas,Medium
22,Drama,None,Heavy,R,Medium,Artemisia,Light
23,Drama,Medium,None,R,None,Smoke Signals,Light
24,Dance-comedy,Medium,Medium,R,Medium,The Last Days Of Disco,Light
25,Comedy,Heavy,None,R,Medium,Hav Plenty,Light
26,Science Fiction,Heavy,None,PG-13,None,Godzilla,Medium
27,Comedy,Heavy,Medium,R,Heavy,The Opposite Of Sex,Light
28,Action,Heavy,None,PG-13,None,Black Dog,Heavy
29,Comedy,Heavy,None,R,Light,Bulworth,Light
30,Thriller,Heavy,None,Not rated,Light,Hannah,Light
31,Thriller,Medium,None,PG-13,Light,Deep Impact,Light
32,Drama,Light,None,PG,Light,"Dancer, Texas Pop. 81",None
33,Drama,Light,None,PG,None,The Truman Show,Light
34,Animated,None,None,G,None,Quest For Camelot,Medium
35,Drama,Heavy,Medium,Not Rated,Medium,I Think I Do,Light
36,Comedy,Heavy,Light,R,Medium,The Object Of My Affection,Light
37,Horror,Heavy,Heavy,R,Light,Nightwatch,Heavy
38,Action,Heavy,Medium,R,Medium,The Big Hit,Heavy
39,Drama,Medium,Heavy,R,Medium,Lawn Dogs,Medium
40,Drama,Heavy,None,R,Heavy,Two Girls And A Guy,None
41,Comedy,Heavy,Light,R,Medium,Sour Grapes,Light
42,Comedy,Heavy,None,PG-13,Light,Major League 3: Back To The Minors,Light
43,Action,None,Light,PG,None,Tarzan And The Lost City,Medium
44,Drama,Heavy,Heavy,R,Heavy,He Got Game,Medium
45,Documentary,Light,Light,PG,None,Wild Man Blues,None
46,Drama,Light,None,PG-13,None,In God’S Hands,Light
47,Drama,Light,Light,R,Light,Karakter,Medium
