,Genre,Language,Nudity,Rating,Sex,Title,Violence
0,Drama,Light,Light,Not Rated,Light,Summer Hours,None
1,Drama,Light,None,PG-13,Light,Love N’ Dancing,None
2,Documentary,None,None,PG,None,"Food, Inc.",Medium
3,Science Fiction,Heavy,Light,R,Light,Moon,Medium
4,Comedy Thriller,Heavy,Medium,R,Medium,Next Day Air,Heavy
5,Comedy,Heavy,Heavy,PG-13,Medium,Dance Flick,Medium
6,Drama,None,None,G,None,The Secrets Of Jonathan Sperry,None
7,Comedy,Light,Light,PG-13,Medium,My Life In Ruins,Light
8,Drama,Medium,Heavy,R,Medium,Little Ashes,Heavy
9,Animated,Light,Light,PG,None,Battle For Terra,Medium
10,Comedy,Heavy,Light,R,Medium,Management,Light
11,Drama,None,None,Not Yet Rated,None,Tornado,Light
12,Documentary,None,Light,PG,Light,The Cross,Light
13,Science Fiction,Light,Light,PG-13,Medium,Sleep Dealer,Light
14,Thriller,Medium,Heavy,R,Medium,The Limits Of Control,Medium
15,Drama,Medium,Light,PG-13,Light,Fighting,Heavy
16,Thriller,Heavy,Heavy,R,Heavy,Crank 2: High Voltage,Heavy
17,Horror,Medium,Light,PG-13,None,The Haunting In Connecticut,Heavy
18,Comedy,Medium,Light,PG-13,Medium,17 Again,Light
19,Drama,Medium,None,PG-13,Light,Is Anybody There?,Light
20,Drama,Heavy,None,PG-13,None,American Violet,Light
21,Drama,Medium,None,R,Light,Adoration,Light
22,Drama,Heavy,Light,Not Rated,Light,The Escapist,Heavy
23,Comedy,Light,Light,PG,None,Super Capers,Light
24,Comedy,Light,None,PG,None,The Song Of Sparrows,Light
25,Thriller,Medium,Medium,PG-13,Medium,Echelon Conspiracy,Medium
26,Comedy,Light,None,PG,Light,Alien Trespass,Light
27,Thriller,Heavy,Medium,R,Medium,The Last House On The Left,Heavy
28,Documentary,Heavy,None,PG-13,None,Every Little Step,None
29,Drama,Medium,Light,Not Rated,Medium,The Cake Eaters,Light
30,Comedy,Heavy,None,R,Medium,Adventureland,Light
31,Drama,Medium,Light,R,Light,Explicit Ills,Medium
32,Drama,Heavy,Medium,R,Medium,Lymelife,Light
33,Drama,Heavy,Medium,R,Medium,An American Affair,Light
34,Documentary,None,None,Not Rated,None,Somebody’S Daughter:  A Journey To Freedom From Pornography,None
35,Drama,Heavy,Medium,R,Medium,Sin Nombre,Heavy
36,Drama,None,Light,Not Rated,None,Departures,None
37,Drama,Medium,Light,Not Rated,Medium,Everlasting Moments,Light
38,Comedy,Heavy,Medium,Not Rated,Light,Sherman’S Way,Light
39,Drama,Heavy,Medium,R,Heavy,Two Lovers,Light
40,Comedy,Heavy,Light,PG-13,Light,Tyler Perry’S Madea Goes To Jail,Medium
41,Drama,Medium,None,PG-13,Light,12,Light
42,Science Fiction,Medium,None,PG-13,None,Knowing,Medium
43,Comedy,Heavy,Medium,PG-13,Medium,Fired Up,Medium
44,Comedy,Medium,None,PG,Light,The Great Buck Howard,Light
45,Drama,Medium,Medium,PG-13,Light,Paris 36,None
46,Numskull Comedy,Heavy,Heavy,R,Heavy,Miss March,Medium
47,Comedy,None,Medium,Not Rated,Medium,Shall We Kiss,None
48,Drama,Medium,Light,R,Medium,Sugar,Light
49,Comedy,Heavy,Light,R,Medium,Sunshine Cleaning,Medium
50,Drama,Light,None,PG-13,None,Phoebe In Wonderland,Light
51,Drama,Light,Heavy,R,Medium,Gomorrah,Heavy
52,Science Fiction,Medium,Light,PG-13,Light,Push,Heavy
53,Thriller,Medium,Light,R,Light,The International,Heavy
54,Comedy,Heavy,Medium,PG-13,Medium,Fanboys,Light
55,Drama,Light,None,Not Yet Rated by MPAA,Light,The Sky Under The Dust,Medium
56,Science Fiction,Light,Light,PG,Light,Coraline,Medium
57,Drama,Medium,None,PG-13,None,The Class,Light
58,Comedy,Medium,Light,PG-13,Light,Brothers Bloom,Medium
59,Comedy,Medium,None,PG-13,Light,The Dukes,Light
60,Action Drama,Heavy,Light,R,Light,Gran Torino,Medium
61,Animated,Light,Light,PG,None,Cloudy With A Chance Of Meatballs,Light
62,Animated,Light,None,PG,None,Disney’S A Christmas Carol,Light
63,Science Fiction,Medium,None,PG-13,Light,Surrogates,Medium
64,Comedy,None,None,PG,None,G-Force,Light
65,Comedy,Medium,Light,PG-13,None,The Proposal,None
66,Comedy,None,None,PG,None,Up,Light
67,Comedy,None,None,G,None,Hannah Montana The Movie,Light
68,Science Fiction,None,None,PG,None,Race To Witch Mountain,Medium
69,Musical,None,Light,G,None,Jonas Brothers 3-D Concert Movie,None
70,Comedy,Light,None,PG,Light,The Fantastic Mr. Fox,Light
71,Family,Light,Light,PG,None,Ice Age: Dawn Of The Dinosaurs,Medium
72,Comedy,Light,Light,PG,None,Night At The Museum: Battle Of The Smithsonian,Light
73,Science Fiction,Heavy,Light,PG-13,Light,X-Men Origins: Wolverine,Heavy
74,Science Fiction,Light,None,PG,None,Dragonball Evolution,Medium
75,Comedy,Heavy,Medium,PG-13,Heavy,"I Love You, Beth Cooper",Medium
76,Police Thriller,Medium,None,PG-13,Light,12 Rounds,Heavy
77,Action Thriller,Heavy,Light,PG-13,None,G.I. Joe: The Rise Of Cobra,Medium
78,Comedy,Light,None,PG,None,Imagine That,Light
79,Family,Light,None,PG,None,Monsters Vs. Aliens,Medium
80,Adventure Mystery,Heavy,Heavy,R,Heavy,Watchmen,Heavy
81,Drama,Medium,Medium,R,Light,Public Enemies,Heavy
82,Comedy,Heavy,Medium,PG-13,Medium,Land Of The Lost,Heavy
83,Horror,Medium,None,PG-13,Light,Drag Me To Hell,Heavy
84,Comedy,Heavy,Heavy,R,Heavy,Bruno,Medium
