,Genre,Language,Nudity,Rating,Sex,Title,Violence
70,Comedy,Heavy,Light,R,Medium,Whiskey Tango Foxtrot,Heavy
71,Thriller,Heavy,None,R,Light,London Has Fallen,Heavy
72,Animated,Light,Light,PG,None,Zootopia,Medium
73,Thriller,Heavy,Medium,R,Light,Triple 9,Heavy
74,Romantic Comedy,Medium,Light,PG-13,Medium,Busco Novio Para Mi Mujer,Light
75,Thriller,Heavy,Medium,R,Light,Mojave,Heavy
76,Documentary,None,None,Not Rated,None,The Magician’S Twin,None
77,Comedy,None,Light,PG-13,Light,Eddie The Eagle,Light
78,Fantasy,Light,Light,PG-13,Light,Gods Of Egypt,Medium
79,Documentary,Medium,Light,Not Rated,Light,"What Happened, Miss Simone?",Heavy
80,Drama,Heavy,None,R,None,Eye In The Sky,Heavy
81,Drama,Heavy,Light,PG-13,Light,Race,Light
82,Horror,Light,Heavy,R,None,The Witch,Heavy
83,Drama,None,Light,PG-13,None,Risen,Medium
84,Drama,Light,Medium,Not Rated,Light,Embrace Of The Serpent,Medium
85,Drama,Heavy,Medium,R,Medium,Touched With Fire,Medium
86,Comedy,Medium,Light,R,Medium,How To Be Single,None
87,Comedy,Medium,Light,PG-13,Medium,Zoolander 2,Medium
88,Drama,Heavy,None,Not Rated,Light,The Benefactor,Medium
89,Action Adventure,Heavy,Heavy,R,Heavy,Deadpool,Heavy
90,Drama,Medium,Light,R,None,Remember,Heavy
91,Comedy,Medium,None,PG-13,Light,"Hail, Caesar!",Light
92,Horror,None,Light,PG-13,None,Pride And Prejudice And Zombies,Medium
93,Romance,Heavy,Light,PG-13,Light,The Choice,Light
94,Western,Medium,None,R,Light,Forsaken,Heavy
95,Western,Heavy,None,R,Light,Jane Got A Gun,Heavy
96,Comedy,Heavy,Heavy,R,Heavy,Fifty Shades Of Black,Heavy
97,Drama,None,Light,Not Rated,Light,Prayer Never Fails,Light
98,Drama,Heavy,None,PG,Light,Jack Of The Red Hearts,None
99,Action Adventure,Medium,None,PG-13,None,The Finest Hours,Light
