,Genre,Language,Nudity,Rating,Sex,Title,Violence
88,Drama,None,None,,None,The Emperor And The Assassin,None
89,Apocalyptic Action-adventure,None,None,PG-13,None,The Omega Code,None
90,Animated action comedy,None,None,G,None,Toy Story 2,None
91,Pornography,None,None,Not rated,None,Romance,None
92,Science Fiction,None,None,R,None,Being John Malkovich,None
93,Drama,None,None,R,None,Boys Don’T Cry,None
94,Drama,None,None,R,None,Fight Club,None
95,Comedic drama,None,None,R,None,Sugar Town,None
96,Drama,None,None,Not rated,None,West Beirut,None
97,Thriller,None,None,R,None,Best Laid Plans,None
98,Comedy,None,None,PG-13,None,"Happy, Texas",None
99,Drama,None,None,PG-13,None,Felicia’S Journey,None
