,Genre,Language,Nudity,Rating,Sex,Title,Violence
0,Drama,Heavy,Medium,R,Heavy,Stone,Heavy
1,Comedy,Heavy,Light,PG-13,Light,Life As We Know It,Light
2,Drama,Medium,None,PG-13,None,Peepli Live,Medium
3,Drama,Light,None,Not Rated,None,Amish Grace,None
4,Documentary,Light,Light,PG-13,Light,Catfish,None
5,Mystery,Light,None,PG,None,Rust,Light
6,Semi-Biographical Drama,Heavy,Medium,R,Medium,Nowhere Boy,Medium
7,Drama,None,None,Not Rated,None,A Christmas Snow,Light
8,Comedy,Heavy,Heavy,R,Heavy,The Virginity Hit,Medium
9,Science-Fiction Supernatural thriller,Medium,Light,PG-13,Light,Midnight Reckoning,Light
10,Drama,Medium,None,PG,Light,"Lovely, Still",Light
11,Documentary,None,Light,N/A,Light,The Lost Boy: The Next Chapter,Light
12,Documentary,None,Light,Not Rated,None,Agenda: Grinding America Down,Light
13,Drama,Heavy,Light,PG-13,Light,The Winning Season,Light
14,Comedy,None,None,Not Rated,Light,The Bill Collector,Light
15,Comedy,Heavy,Medium,R,Heavy,Going The Distance,None
16,Drama,None,Light,PG-13,None,Like Dandelion Dust,Light
17,Documentary,Light,Light,PG,None,I Want Your Money,Light
18,Science Fiction,None,None,PG-13,None,Tales From Earthsea,Medium
19,Drama,Heavy,Medium,R,Medium,Twelve,Heavy
20,Comedy,Heavy,None,PG-13,Light,The Other Guys,Medium
21,Comedy,None,None,PG,None,The Illusionist,None
22,Musical,Heavy,Medium,PG-13,Medium,Burlesque,Light
23,Comedy,Heavy,Medium,R,Heavy,Love And Other Drugs,Light
24,Animated,None,None,PG,None,Tangled,Light
25,Drama,Heavy,None,R,Medium,Made In Dagenham,Light
26,Thriller,Medium,None,PG-13,Light,The Next Three Days,Medium
27,Science Fiction,Light,Light,PG-13,Light,Harry Potter And The Deathly Hallows: Part 1,Medium
28,Science Fiction,Heavy,Light,PG-13,Light,Skyline,Heavy
29,Thriller,Heavy,Light,PG-13,None,Unstoppable,Medium
30,Comedy,Heavy,None,R,Medium,Due Date,Medium
31,Animated,Light,None,PG,None,Megamind,Medium
32,Horror,Heavy,Light,R,Medium,Saw 3D,Heavy
33,Drama,Heavy,Light,PG-13,Light,The Social Network,Light
34,Horror,Heavy,Light,R,Light,Let Me In,Heavy
35,Horror,Heavy,Light,R,Light,Paranormal Activity 2,Medium
36,Drama,Heavy,Light,R,None,Conviction,Medium
37,Comedy,Heavy,Medium,R,Medium,Tamara Drewe,Light
38,Drama,Heavy,Medium,Not Rated,Medium,Howl,Light
