,Genre,Language,Nudity,Rating,Sex,Title,Violence
0,Action,Light,Light,R,Light,Red Cliff,Heavy
1,Horror,Medium,None,R,Light,House Of The Devil,Heavy
2,Comedy,Light,Light,PG-13,Light,White On Rice,Medium
3,Martial Arts Thriller,Light,Light,R,None,Ong Bak 2,Heavy
4,Documentary,Medium,None,NR,Light,Gotta Dance,None
5,Comedy,Heavy,Heavy,R,Medium,Taking Woodstock,Light
6,Comedy,Medium,Light,PG-13,Medium,Play The Game,Light
7,Horror,Heavy,Medium,R,Medium,The Collector,Heavy
8,Drama,Medium,Light,PG,None,Free Style,Light
9,Drama,Heavy,Medium,R,Medium,Fragments,Heavy
10,Horror,Medium,Medium,R,Medium,Grace,Heavy
11,Drama,Light,Light,NR,Medium,Severed Ways: The Norse Discovery Of America,Medium
12,Documentary,Light,None,NR,Medium,"Lord, Save Us From Your Followers",None
13,Comedy,Heavy,None,NR,Medium,Kambakkht Ishq,Light
14,Martial Arts Thriller,Medium,Light,R,None,Ninja Assassin,Heavy
15,Drama,Light,None,PG-13,Light,The Blind Side,Light
16,Horror,Light,Light,PG-13,Light,The Twilight Saga:  New Moon,Medium
17,Horror,Light,None,PG-13,None,The Box,Light
18,Drama,Light,Light,PG-13,Light,Amelia,Light
19,Animated,None,Light,PG,None,Astro Boy,Medium
20,Torture Thriller,Heavy,Light,R,None,Saw Vi,Heavy
21,Drama,Medium,Light,R,Medium,"New York, I Love You",Light
22,Thriller,Light,Light,PG-13,Light,The Stepfather,Heavy
23,Drama,Medium,Light,PG-13,Light,An Education,None
24,Documentary,Medium,None,PG-13,None,Good Hair,None
25,Comedy,None,Light,PG-13,Light,Whip It,None
26,Comedy,Medium,Light,PG-13,Medium,Couples Retreat,Light
27,Comedy,Heavy,Medium,R,Light,Zombieland,Heavy
28,Comedy,Medium,None,PG-13,Light,Motherhood,None
29,Documentary,Light,None,PG,None,More Than A Game,None
30,Comedy,Heavy,Medium,R,Medium,A Serious Man,Medium
31,Drama,Light,Medium,R,Light,The Other Man,None
32,Comedy,Light,None,PG-13,Light,The Invention Of Lying,None
33,Drama,Heavy,None,PG-13,None,The Boys Are Back,Light
34,Musical,Medium,None,PG,Light,Fame,None
35,Drama,Heavy,Medium,R,Heavy,The Burning Plain,Medium
36,Comedy,Heavy,Light,R,Heavy,Jennifer’S Body,Heavy
37,Thriller,Medium,Medium,R,None,Whiteout,Heavy
38,Comedy,Medium,Light,PG-13,Light,Tyler Perry’S I Can Do Bad All By Myself,Medium
39,Animated,None,None,PG-13,None,9,Medium
40,Horror,Heavy,Light,R,None,Pandorum,Heavy
41,Comedy,Heavy,Light,R,Light,Extract,Light
42,Drama,Heavy,Medium,R,Heavy,Gamer,Heavy
43,Screwball Comedy,Heavy,Light,PG-13,Light,All About Steve,Light
44,Horror,Heavy,Medium,R,Medium,Halloween 2,Heavy
45,Horror,None,Medium,R,Medium,The Final Destination 3D,Heavy
46,Comedy,Heavy,Light,PG-13,Light,Post Grad,Light
47,Action,Heavy,Light,R,Medium,Inglourious Basterds,Heavy
48,Documentary,None,None,PG,None,X-Games 3D The Movie,Light
49,Drama,Heavy,Heavy,R,Heavy,Spread,Light
50,Romantic Drama,Medium,Light,PG-13,Light,The Time Traveler’S Wife,Light
51,Comedy,Light,None,PG,None,Bandslam,Light
52,Comedy,Heavy,Heavy,R,Heavy,"The Goods: Live Hard, Sell Hard",Light
53,Drama,None,None,G,None,Ponyo,Light
54,Comedy,Heavy,Light,PG-13,Light,Casi Divas,Light
55,Comedy,Heavy,Light,R,Light,Weather Girl,Light
56,Comedy,Heavy,Medium,R,Heavy,Funny People,Light
57,Horror,Heavy,Medium,R,Medium,Orphan,Heavy
58,Drama,Heavy,Light,PG-13,Medium,(500) Days Of Summer,Light
59,Documentary,Light,Light,PG-13,Light,Soul Power,None
60,Drama,Heavy,None,R,Light,Local Color,Light
61,Drama,Light,Medium,R,Medium,Cheri,None
62,Drama,Light,Light,PG-13,Light,Invictus,Light
63,Drama,Medium,None,PG-13,None,Love Happens,Light
64,Sports Movie,Heavy,None,R,None,The Damned United,Light
65,Drama,Light,None,PG-13,Medium,Coco Before Chanel,None
66,Romantic Comedy,Heavy,Light,PG-13,Light,My One And Only,Light
67,Science Fiction,Heavy,Medium,PG-13,Light,Cold Souls,Light
68,Drama,Light,Heavy,R,Light,Lorna’S Silence,Light
69,Drama,Heavy,Light,NR,None,Five Minutes Of Heaven,Medium
70,Comedy,Heavy,Light,R,Medium,World’S Greatest Dad,Light
71,Drama,Heavy,Medium,R,Heavy,Death In Love,Heavy
72,Comedy,Heavy,None,R,Light,The Answer Man,Light
73,Drama,Medium,Light,PG-13,Light,My Sister’S Keeper,Light
74,Drama,Heavy,Heavy,R,Medium,Tetro,Medium
75,Documentary,Heavy,Light,NR,Medium,Anvil! The Story Of Anvil,Light
76,Comedy,Light,Light,PG-13,Light,Adam,Light
