,Genre,Language,Nudity,Rating,Sex,Title,Violence
0,Drama,Light,None,Not Rated,None,North Face,Light
1,Comedy,Heavy,Medium,R,Heavy,44 Inch Chest,Medium
2,Drama,Heavy,Medium,R,Heavy,Happy Tears,Light
3,Action,Medium,None,PG-13,None,Red (2010),Medium
4,Comedy,Light,Light,PG,None,Furry Vengeance,Medium
5,Documentary,Light,None,N/A,None,Bedford: The Town They Left Behind,Light
6,Drama,Light,None,TV-PG,None,Taking Chance,Light
7,Non-Fiction,None,None,None,None,The Complete Infidel’S Guide To The Koran,None
8,Science Fiction,Light,None,PG,None,The Sorcerer’S Apprentice,Medium
9,Family,None,None,G,None,Toy Story 3,Light
10,Action,None,None,PG-13,None,Prince Of Persia: The Sands Of Time,Medium
11,Documentary,None,None,G,None,Oceans,Light
12,Drama,Heavy,Light,R,Light,Goodbye Solo,Light
13,Drama,None,None,NR,None,The Book Of Ruth: Journey Of Faith,None
14,Documentary,None,None,NR,None,The Apostles Creed,None
15,Drama,Medium,Light,PG-13,Light,To Save A Life,Light
16,Science Fiction,Light,None,PG-13,None,Clash Of The Titans,Heavy
17,Action,Light,None,PG,None,How To Train Your Dragon,Medium
18,Drama,Heavy,Light,PG-13,Light,City Island,Light
19,Comedy,Heavy,Medium,R,Heavy,Hot Tub Time Machine,Medium
20,Documentary,None,None,G,None,Hubble 3D,None
21,Comedy,Heavy,Medium,PG-13,Light,The Bounty Hunter,Light
22,Thriller,Heavy,None,R,None,Green Zone,Medium
23,Comedy,Heavy,Medium,R,Medium,She’S Out Of My League,Light
24,Comedy,Medium,None,PG-13,Light,Our Family Wedding,Light
25,Drama,Heavy,Medium,R,Heavy,Brooklyn’S Finest,Heavy
26,Science Fiction,Light,None,PG,None,Alice In Wonderland,Medium
27,Comedy,Heavy,Medium,R,Medium,Cop Out,Medium
28,Thriller,Heavy,Light,PG-13,Light,Takers,Heavy
29,Horror,Heavy,None,R,None,The Crazies,Heavy
30,Thriller,Heavy,Heavy,R,None,Shutter Island,Heavy
31,Comedy,Medium,Light,PG-13,Medium,Valentine’S Day,None
32,Drama,Light,Light,PG-13,Light,Dear John,Light
33,Action,Heavy,None,R,Light,From Paris With Love,Heavy
34,Family,Medium,None,Not Rated,None,A Town Called Panic,Light
35,Thriller,Heavy,None,R,None,Edge Of Darkness,Medium
36,Horror,Heavy,Light,R,Light,Legion,Heavy
37,Drama,Heavy,None,PG,Light,Extraordinary Measures,None
38,Action,Medium,Light,R,Light,The Book Of Eli,Heavy
39,Family,Light,None,PG,None,The Spy Next Door,Light
40,Comedy,Light,Light,PG,None,Leap Year,Light
41,Science Fiction,Heavy,Medium,R,None,Daybreakers,Heavy
42,Drama,None,None,PG,None,Letters To God,Light
43,Drama,Medium,Light,PG,Light,Letters To Juliet,None
44,Drama,Heavy,Light,PG-13,Medium,Remember Me,Medium
45,Documentary,Light,Medium,Not Rated,None,The Art Of The Steal,None
46,Drama,Heavy,Light,R,Medium,Crazy Heart,Light
47,Comedy,Heavy,Medium,PG-13,Light,The Back-Up Plan,Light
48,Mystery,Medium,None,NR,Light,The Missing Person,Light
49,Drama,Light,Light,PG-13,Light,The Lovely Bones,Medium
50,Drama,Light,None,PG-13,Light,The Loss Of A Teardrop Diamond,Light
51,Drama,Medium,Medium,R,Medium,A Single Man,Medium
52,Mystery,Heavy,Medium,R,Medium,Bad Lieutenant: Port Of Call New Orleans,Medium
53,Drama,Heavy,Medium,Not Rated,Heavy,Fish Tank,Medium
54,Drama,None,None,NR,None,"Police, Adjective",None
55,Drama,Heavy,Light,R,Heavy,Wonderful World,Light
56,Drama,Light,None,PG,None,The Last Song,Light
57,Horror,Heavy,Medium,R,Medium,Sorority Row,Heavy
58,Drama,Light,None,R,Heavy,The White Ribbon,Medium
59,Comedy,Medium,Light,PG-13,Medium,It’S Complicated,None
60,Mystery,Light,Light,PG-13,None,Sherlock Holmes,Medium
61,Musical,None,None,PG,None,Alvin And The Chipmunks: The Squeakquel,Light
62,Comedy,Medium,None,PG-13,Light,Did You Hear About The Morgans?,Light
63,Drama,Heavy,Light,R,Light,Brothers,Medium
64,Musical,Light,Medium,PG-13,Medium,Nine,Light
65,Thriller,Heavy,Medium,R,Medium,Broken Embraces,Medium
66,Horror,Light,Light,R,Light,The Wolfman,Heavy
67,Comedy,None,Medium,R,Heavy,Youth In Revolt,None
