,Genre,Language,Nudity,Rating,Sex,Title,Violence
0,Science-fiction,Heavy,Medium,R,Heavy,The Postman,Heavy
1,Comedy,Medium,Medium,PG-13,Medium,As Good As It Gets,None
2,Action,Light,Medium,PG-13,Medium,Tomorrow Never Dies,Heavy
3,Drama,Heavy,Medium,PG-13,Light,Titanic,Medium
4,Documentary,None,None,Not submitted to MPAA,None,Hell’S Bells: The Dangers Of Rock ‘N’ Roll,None
5,Drama,None,None,G,None,The Story Lady,None
6,Drama,None,Heavy,NC-17,Heavy,The Bad Lieutenant,Heavy
7,Documentary,None,None,Not submitted to MPAA,None,Time Will Tell,None
8,Drama,Medium,Medium,"Not yet rated, but probably PG-13",Medium,Trusting Beatrice,None
9,Advertising anthology,None,Light,Not submitted to MPAA,Light,World’S Best Commercials Cannes 1991,None
10,Drama,None,Light,PG-13,Light,Indochine,Medium
11,Comedy,Medium,None,PG-13,Light,Toys,Light
12,Courtroom Drama,None,None,R,None,A Few Good Men,Light
13,Drama,Medium,None,PG-13,Light,Love Field,Medium
14,Drama,Medium,None,PG-13,Light,Leap Of Faith,None
15,Family drama,None,None,Not rated by MPAA,None,The Buttercream Gang,None
16,Horror,None,Heavy,R,Heavy,Bram Stoker’S Dracula,Heavy
17,Documentary,None,Light,Not submitted to MPAA,Light,Hugh Hefner: Once Upon A Time,None
18,Drama,None,Heavy,R,Heavy,Traces Of Red,Heavy
19,Musical,None,Light,Not submitted to MPAA,Light,The Tune,Heavy
20,Drama,None,Medium,R,Medium,The Crying Game,Medium
21,Drama,Light,Medium,R,Heavy,Becoming Colette,None
22,Comedy,None,None,PG-13,Light,Love Potion #9,Light
23,Comedy,Heavy,None,PG,Light,The Distinguished Gentleman,None
24,Drama,Light,None,Not submitted to MPAA,Light,Tous Les Matins Du Monde,Light
25,Comedy,Medium,None,Not submitted to MPAA,Light,A Christmas Story,Light
26,Drama,Light,None,Not submitted to MPAA,Light,Close To Eden,None
27,Musical,None,None,G,None,The Muppet Christmas Carol,Light
28,Lecture,None,None,Not submitted to MPAA,None,America’S Godly Heritage,None
29,Drama,None,None,R,None,Reservoir Dogs,Heavy
30,Drama,None,Heavy,R,Medium,Waterland,Medium
31,Comedy,None,Light,Not submitted to MPAA rating,Light,In The Soup,None
32,Comedy,Medium,None,R,Light,My New Gun,Light
33,Science Fiction,None,Medium,PG,None,Solar Crisis,Light
34,Mystery,None,Light,R,Light,Jennifer Eight,Medium
35,Thriller,Heavy,None,R,Light,The Bodyguard,Medium
36,Drama,Light,Light,PG-13,Medium,Flirting,None
37,Drama,Light,None,PG,None,Forever Young,Light
38,Family,None,None,G,None,Aladdin,Medium
39,Horror,None,None,R,Light,Dr. Giggles,Heavy
40,Horror,None,Light,R,Light,Candyman,Heavy
41,Comedy,None,None,PG-13,Medium,Frozen Assets,Light
42,Comedy-drama,None,Light,PG-13,Medium,Peter’S Friends,None
43,Drama,None,None,R,Medium,Night And The City,Medium
44,Drama,None,None,R,Light,Laws Of Gravity,Medium
45,Drama,None,None,PG-13,Light,Danzon,None
46,Drama,None,None,PG-13,Medium,Double Edge,None
47,Drama,None,None,R,Medium,Venice/Venice,None
48,Comedy,None,None,R,Light,Johnny Stecchino,Light
49,Comedy,Light,None,PG,Light,Home Alone 2: Lost In New York,Heavy
50,Family,None,None,Not rated by MPAA,None,Kingdom Adventure 2: Trambazoombah Rescue & Kingdom Adventure 4: The Green Spot Plot (Including Secret Of The Trillies),None
