,Genre,Language,Nudity,Rating,Sex,Title,Violence
0,Science Fiction,None,None,PG-13,Light,"The Hunger Games:  Mockingjay, Part 1",Medium
1,Family,None,None,,None,A Charlie Brown Thanksgiving,Light
2,Documentary,None,Light,R,None,God The Father,Heavy
3,Documentary,Light,None,Not Rated,Light,Little Hope Was Arson,Medium
4,Western,Heavy,Medium,R,Medium,The Homesman,Medium
5,Drama,None,Light,Not Rated,None,The Current,Light
6,Non-Fiction,None,None,,None,The Twelve New Days Of Christmas,None
7,Drama,Light,None,PG,None,The Better Angels,Light
8,Documentary,Medium,None,R,Light,Citizenfour,Light
9,Comedy,Medium,Light,PG-13,Medium,Dumb And Dumber To,Medium
10,Drama,Medium,Medium,PG-13,Medium,Beyond The Lights,Medium
11,Action,None,Light,PG,None,Big Hero 6,Light
12,Science Fiction,Medium,None,PG-13,None,Interstellar,Medium
13,Drama,Light,None,PG-13,Light,The Theory Of Everything,Light
14,Horror,Medium,None,PG-13,Light,Jessabelle,Medium
15,Thriller,Heavy,None,R,Light,Nightcrawler,Heavy
16,Comedy,Heavy,Medium,R,Medium,Horns,Heavy
17,Drama,Heavy,Light,R,Medium,Laggies,Light
18,Drama,Medium,Light,PG-13,Light,Luther,Medium
19,Thriller,Medium,Medium,R,Light,Before I Go To Sleep,Medium
20,Drama,Heavy,Medium,R,Heavy,White Bird In A Blizzard,Medium
21,Documentary,None,None,PG,None,Meet The Mormons,None
22,Drama,Light,Light,PG-13,None,23 Blast,Light
23,Horror,Light,None,PG-13,None,Ouija,Medium
24,Thriller,Heavy,Light,R,Light,John Wick,Heavy
25,Drama,Light,None,Not Rated,None,As Dreamers Do:  The Amazing Life Of Walt Disney,None
26,Non-Fiction,None,None,,None,Produced By Faith,None
27,Drama,None,None,Not Rated,None,Silent Night,None
28,Comedy,Heavy,Light,R,Medium,Birdman Or (The Unexpected Virtue Of Ignorance),Medium
29,Comedy,Heavy,Medium,R,Medium,Dear White People,Medium
30,Drama,Heavy,Light,PG-13,Medium,The Best Of Me,Medium
31,Drama,Heavy,Light,R,Light,Fury,Heavy
32,Comedy,None,None,PG,None,The Book Of Life,Light
33,Drama,Heavy,Light,R,Light,Kill The Messenger,Light
34,Comedy,None,None,PG,None,Christian Mingle,None
35,Comedy,Heavy,Light,R,Medium,St. Vincent,Light
36,Drama,Heavy,None,R,None,Whiplash,Medium
37,Horror,Light,Light,PG-13,Light,Dracula Untold,Heavy
38,Drama,Medium,Light,PG-13,Light,One Chance,Medium
39,Documentary,Medium,None,Not Rated,Light,What Matters?,Medium
40,Drama,Heavy,Light,R,Light,The Judge,Light
41,Comedy,Light,Light,PG,None,"Alexander And The Terrible, Horrible, No Good, Very Bad Day",Light
42,Drama,Heavy,Medium,R,Medium,"Men, Women & Children",None
43,Drama,None,None,Not Rated,None,Love Covers All,None
44,Horror,Light,None,R,Light,Annabelle,Medium
45,Mystery,Heavy,Medium,R,Heavy,Gone Girl,Heavy
46,Drama,Light,Light,PG-13,Light,The Good Lie,Medium
47,Drama,Heavy,Light,R,Light,Jimi:  All Is By My Side,Medium
48,Drama,Heavy,Light,R,Light,Jimi:  All Is By My Side,Medium
49,Drama,Heavy,Light,R,Medium,Pride (2014),Light
50,Action,Light,Light,PG,Light,The Boxtrolls,Light
51,Comedy,Heavy,Light,R,Heavy,Two Night Stand,Light
52,Thriller,Heavy,Light,R,Light,The Equalizer,Heavy
53,Comedy,Medium,Light,PG-13,Light,Believe Me,Light
54,Drama,Light,Light,PG-13,Light,The Song,Light
55,Drama,Light,Medium,PG-13,Light,Tracks,Light
56,Science Fiction,Heavy,Medium,R,Heavy,The Zero Theorem,Medium
57,Thriller,Heavy,Medium,R,Medium,A Walk Among The Tombstones,Heavy
58,Comedy,Heavy,Medium,R,Medium,This Is Where I Leave You,Light
59,Horror,Heavy,Light,R,Medium,Tusk,Heavy
60,Comedy,Heavy,Medium,R,Medium,Are You Here,Medium
61,Thriller,Heavy,Medium,R,Medium,The Guest,Heavy
62,Horror,Light,Medium,PG-13,Light,Innocence,Heavy
63,Comedy,Heavy,Medium,R,Heavy,Life Of Crime,Heavy
64,Drama,None,None,"** Frothy, Winsome, Charming, and Wise **",None,Coffee Shop,None
65,Drama,None,None,PG,None,Dolphin Tale 2,Light
66,Drama,Medium,Light,PG-13,Medium,Atlas Shrugged:  Who Is John Galt?,Medium
67,Drama,Medium,Medium,TV-14,Light,Gotham: Pilot,Medium
68,Comedy,Heavy,Medium,PG-13,Light,Words And Pictures,Light
69,Drama,None,None,PG,None,The Identical,Light
70,Drama,Heavy,Light,PG-13,Light,Frontera,Medium
71,Science Fiction,Heavy,Medium,Not Rated,Medium,The Congress,Light
72,Drama,None,Heavy,R,Medium,The Notebook (2014),Medium
73,Thriller,Heavy,Medium,R,Medium,The November Man,Heavy
74,Thriller,None,None,Not Rated,None,Creed Of Gold,Light
75,Drama,Light,Light,Not Rated,Light,Jealousy,Light
76,Thriller,Heavy,Heavy,R,Heavy,Sin City:  A Dame To Kill For,Heavy
77,Drama,Light,Light,PG,None,When The Game Stands Tall,Light
78,Drama,Light,Light,Not Rated,Light,Ping Pong Summer,None
79,Drama,Medium,Heavy,R,Medium,Love Is Strange,Light
80,Drama,Heavy,Light,PG-13,Light,If I Stay,Light
81,Romance,Light,None,Not Rated,Light,The Father’S Love,None
82,Comedy,Heavy,Medium,R,Medium,Life After Beth,Heavy
83,Science Fiction,None,None,PG-13,None,The Giver,Light
84,Action,Heavy,None,PG-13,None,The Expendables 3,Heavy
85,Non-Fiction,None,None,,None,Dogs To The Rescue:  Inspirational Stories Of Four-Footed Heroes,Light
86,Comedy,Heavy,Heavy,R,Medium,Let’S Be Cops,Medium
87,Drama,None,None,Not Rated,None,Jackson’S Run,Medium
88,Musical,Light,Light,PG-13,None,Step Up All In,None
89,Documentary,None,None,G,None,American Made Movie,None
90,Drama,Heavy,Light,PG-13,Medium,What If (2014),Light
91,Thriller,Heavy,None,PG-13,Light,Into The Storm,Medium
92,Action,Light,None,PG,None,Teenage Mutant Ninja Turtles (2014),Medium
93,Drama,Light,None,PG,Light,The Hundred-Foot Journey,Light
94,Drama,Heavy,Light,R,Medium,Calvary,Heavy
95,Drama,Heavy,Light,PG-13,Medium,Get On Up,Medium
96,Science Fiction,Medium,Light,PG-13,Light,Guardians Of The Galaxy,Medium
97,Drama,None,None,PG,None,Ernest & Celestine,Light
98,Documentary,Light,None,PG-13,Light,The Fluffy Movie,None
99,Comedy,Light,None,PG-13,Light,Magic In The Moonlight,Light
