,Genre,Language,Nudity,Rating,Sex,Title,Violence
0,Horror,Medium,None,PG-13,None,White Noise,Medium
1,Fantasy,Medium,Light,PG-13,Light,Elektra,Heavy
2,Drama,Light,None,PG-13,Light,The Chorus (Les Choristes),Light
3,Drama,Light,Light,PG-13,Light,Nobody Knows,Light
4,Comedy,Light,None,PG,None,Racing Stripes,Light
5,Comedy,Medium,None,PG,None,Uncle Nino,None
6,Drama,Heavy,Medium,PG-13,Light,Where The Heart Is,Light
7,Drama,None,None,G,None,The Adventures Of Ociee Nash,Light
8,Heist Thriller,Heavy,Light,PG-13,Light,After The Sunset,Light
9,Drama,Medium,Medium,R,Medium,Alfie,None
10,Drama,Heavy,None,Not Yet Rated,None,Beyond The Sea,None
11,Comedy,Light,Light,PG,Light,The Spongebob Squarepants Movie,Medium
12,Musical,Light,None,PG-13,Light,Bride And Prejudice,None
13,Documentary,Light,None,R,None,Celsius 41.11: The Temperature At Which The Brain Begins To Die,Medium
14,Drama,None,None,PG for some mild thematic elements,None,Thérèse,None
15,Drama,None,Light,PG,None,I Am David,Light
16,Animated Fantasy,None,None,G,None,The Polar Express,Light
17,Action Adventure,Light,None,PG,None,National Treasure,Light
18,Documentary,None,None,Not Rated,None,Impact: The Passion Of The Christ,Medium
19,Drama,Medium,None,R,Light,Around The Bend,Light
20,Science Fiction Drama,Medium,Light,PG-13,Medium,The Final Cut,Medium
21,Thriller,Medium,Light,PG-13,None,The Forgotten,Medium
22,Comedy,Heavy,Light,"PG-13 for language, sensuality and brief violence",None,Taxi,Medium
23,Drama,Heavy,Light,PG-13,Light,Friday Night Lights,Medium
24,Comedy,Light,None,"PG for language, sexual situations and alcohol-related material",Light,First Daughter,None
25,Science Fiction Thriller,Light,None,PG-13,None,Primer,Light
26,Christmas Comedy,Heavy,None,"PG-13 for sexual content, language and a brief drug reference",Light,Surviving Christmas,Light
27,Drama,Light,None,R,Medium,Woman Thou Art Loosed,Medium
28,Science Fiction,Light,None,PG,None,The Dust Factory,Light
29,Musical,Light,None,PG,None,Raise Your Voice,Light
30,Documentary,None,Light,PG-13,None,In The Face Of Evil: Reagan’S War In Word And Deed,Medium
31,Animated,Light,None,PG,None,The Incredibles,Medium
32,Thriller,Medium,Light,PG-13 for sexuality and language,Light,Wicker Park,None
33,Comedy,Heavy,Light,"PG-13 for drug content, sexual references and language",Light,The Cookout,Light
34,Police Thriller,Light,Light,R for some violence,Light,Infernal Affairs,Heavy
35,Comedy,Heavy,Light,PG-13 for sexual content and language,Medium,Mr. 3000,None
36,Comedy,Heavy,Light,PG-13,Medium,Wimbledon,Light
37,Action Thriller,Heavy,None,"PG-13 for action violence, scary images and some language",Light,Anacondas: The Hunt For The Blood Orchid,Medium
38,Action,Heavy,None,,Light,Cellular,Medium
39,Drama,Heavy,Light,R,Light,Mean Creek,Light
40,Drama,Light,Light,PG-13 for some sensuality/partial nudity and a brief violent image,Light,Vanity Fair,Light
41,Drama,Medium,Heavy,R,Light,Zelary,Medium
42,Comedy,Medium,None,PG,None,Superbabies: Baby Geniuses 2,Light
43,Science Fiction,Light,None,PG,None,Sky Captain And The World Of Tomorrow,Light
44,Drama,Light,None,"PG-13 for mature thematic material, some violence and brief drug content",None,Rosenstrasse,Medium
45,Action,Medium,Light,PG-13 for intense fire and rescue situations and for language,Light,Ladder 49,Medium
46,Animated Comedy,Light,None,PG for some mild language and crude humor,Light,Shark Tale,Light
47,Science Fiction,Light,None,"PG-13 for violence, language, horror images, slime, and gore",None,Alien Vs. Predator,Medium
48,Drama,Heavy,None,R,Light,Criminal,Light
49,Thriller,Heavy,Medium,R,Light,Suspect Zero,Medium
50,Supernatural Horror,Medium,Light,R,Medium,Exorcist: The Beginning,Heavy
51,Documentary,Heavy,Medium,Not Rated,Light,Metallica: Some Kind Of Monster,None
52,Comedy,Medium,None,PG-13,Medium,Little Black Book,Light
53,Documentary,Medium,Light,PG-13,None,Riding Giants,Light
54,Comedy,Medium,Light,PG-13,Light,Danny Deckchair,Light
55,Drama,None,None,PG,None,Finding Neverland,Light
56,Thriller,Heavy,Heavy,R,None,Open Water,Medium
57,Drama,None,Light,PG-13,Light,Zhou Yu’S Train,Light
58,Drama,Medium,None,R for brief strong language,None,The Clearing,Light
59,Psychological Horror,None,None,PG-13 for a scene of violence and frightening situations,None,The Village,Medium
60,Comedy,Heavy,Light,R,Light,Bright Young Things,Light
61,Black Comedy,Heavy,Light,R,Light,Nicotina,Heavy
62,Musical,Heavy,Light,PG-13,Medium,De-Lovely,Light
63,Documentary,Light,None,Not Rated,None,Control Room,Medium
64,Thriller,Medium,Light,PG-13,Light,The Bourne Supremacy,Medium
65,Science Fiction,Medium,Light,PG-13 for intense stylized action and brief partial nudity,None,"I, Robot",Medium
66,Action,Heavy,None,R for violence and language,None,Collateral,Heavy
67,Documentary,Medium,Light,Not Rated,Light,Broadway: The Golden Age,Light
68,Action,Light,None,PG for intense action sequences and language,None,Thunderbirds,Light
69,Comedy,Light,None,PG for mild language and innuendo,None,A Cinderella Story,Light
70,Comedy,None,None,G,None,The Princess Diaries 2: Royal Engagement,Light
71,Action,Medium,Light,"PG-13 for intense battle sequences, a scene of sensuality, and some foul language",Light,King Arthur,Medium
72,Drama,None,Medium,PG-13,Medium,The Notebook,Light
73,Drama,Medium,None,R,Light,Maria Full Of Grace,Medium
74,Comedy,Light,None,PG-13,None,Napoleon Dynamite,Light
75,Comedy,Light,Light,PG,None,Around The World In 80 Days,Medium
76,Drama,Medium,None,PG-13,None,The Terminal,Light
77,Children,None,None,PG for thematic elements and some mild language,None,Benji: Off The Leash!,Light
