week,topicnumber,content
34,19,2.0
34,5,0.0
34,11,2.0
34,13,0.0
34,2,0.0
34,4,1.0
34,7,2.0
34,0,7.0
35,4,3.0
35,16,0.0
35,7,3.0
35,19,2.0
35,11,3.0
35,15,0.0
35,13,0.0
35,2,1.0
35,0,9.0
35,5,6.0
36,13,0.0
36,5,2.0
36,4,0.0
36,19,4.0
36,16,0.0
36,2,0.0
36,7,2.0
36,15,0.0
36,11,5.0
36,0,13.0
37,16,0.0
37,5,1.0
37,13,0.0
37,7,2.0
37,15,0.0
37,4,3.0
37,2,0.0
37,11,2.0
37,0,6.0
37,19,3.0
38,2,4.0
38,16,0.0
38,15,0.0
38,0,20.0
38,7,3.0
38,5,8.0
38,11,11.0
38,19,5.0
38,4,0.0
38,13,0.0
39,13,0.0
39,15,0.0
39,5,7.0
39,19,8.0
39,11,12.0
39,2,1.0
39,4,6.0
39,7,7.0
39,16,0.0
39,0,18.0
40,15,0.0
40,5,2.0
40,4,0.0
40,7,0.0
40,2,0.0
40,16,0.0
40,13,0.0
40,11,1.0
40,0,6.0
40,19,1.0
41,0,0.0
41,7,4.0
41,2,2.0
41,5,6.0
41,16,0.0
41,11,1.0
41,15,0.0
41,4,0.0
41,13,0.0
41,19,1.0
42,16,0.0
42,0,3.0
42,2,0.0
42,19,3.0
42,13,0.0
42,11,4.0
42,7,0.0
42,4,0.0
42,5,1.0
42,15,0.0
46,7,116.0
46,2,3.0
46,5,15.0
46,15,0.0
46,0,40.0
46,16,0.0
46,19,20.0
46,4,13.0
46,11,46.0
46,13,0.0
47,5,9.0
47,11,14.0
47,7,7.0
47,16,0.0
47,19,2.0
47,2,2.0
47,0,1.0
47,13,0.0
47,4,0.0
47,15,0.0
48,16,0.0
48,4,2.0
48,11,16.0
48,13,0.0
48,15,0.0
48,7,4.0
48,2,0.0
48,0,40.0
48,5,12.0
48,19,2.0
49,16,0.0
49,0,50.0
49,5,27.0
49,15,0.0
49,19,10.0
49,2,13.0
49,13,0.0
49,4,12.0
49,7,24.0
49,11,40.0
50,7,12.0
50,2,2.0
50,11,34.0
50,5,49.0
50,0,61.0
50,13,0.0
50,19,9.0
50,15,0.0
50,4,11.0
50,16,0.0
51,7,45.0
51,0,59.0
51,15,0.0
51,2,10.0
51,16,0.0
51,11,61.0
51,19,12.0
51,13,0.0
51,5,45.0
51,4,6.0
52,11,5.0
52,19,0.0
52,2,2.0
52,7,1.0
52,15,0.0
52,5,1.0
52,13,0.0
52,0,10.0
52,16,0.0
52,4,1.0
53,5,6.0
53,16,0.0
53,19,3.0
53,11,4.0
53,7,0.0
53,4,1.0
53,13,0.0
53,2,1.0
53,0,4.0
53,15,0.0
54,13,0.0
54,2,0.0
54,16,0.0
54,4,1.0
54,11,1.0
54,5,2.0
54,15,0.0
54,0,0.0
54,7,0.0
54,19,0.0
56,19,12.0
56,16,0.0
56,0,5.0
56,15,0.0
56,4,4.0
56,5,8.0
56,7,7.0
56,2,0.0
56,11,14.0
56,13,0.0
57,16,0.0
57,5,11.0
57,11,5.0
57,2,1.0
57,4,1.0
57,19,6.0
57,15,0.0
57,7,57.0
57,13,0.0
57,0,18.0
58,5,7.0
58,4,7.0
58,13,0.0
58,11,15.0
58,16,0.0
58,0,10.0
58,2,3.0
58,19,5.0
58,7,107.0
58,15,0.0
59,4,2.0
59,19,4.0
59,13,0.0
59,7,58.0
59,15,0.0
59,5,15.0
59,11,15.0
59,2,3.0
59,16,0.0
59,0,10.0
60,4,4.0
60,11,16.0
60,16,0.0
60,7,36.0
60,19,3.0
60,15,0.0
60,2,3.0
60,0,8.0
60,5,10.0
60,13,0.0
61,7,7.0
61,15,0.0
61,2,2.0
61,0,14.0
61,16,0.0
61,13,0.0
61,11,12.0
61,4,2.0
61,5,8.0
61,19,4.0
62,15,0.0
62,4,0.0
62,11,18.0
62,5,6.0
62,2,3.0
62,16,0.0
62,19,0.0
62,0,8.0
62,7,7.0
62,13,0.0
63,15,0.0
63,13,0.0
63,19,2.0
63,4,2.0
63,7,12.0
63,0,7.0
63,2,1.0
63,16,0.0
63,11,7.0
63,5,5.0
64,11,48.0
64,7,5.0
64,13,0.0
64,0,61.0
64,2,4.0
64,19,34.0
64,16,0.0
64,5,19.0
64,15,0.0
64,4,14.0
65,16,0.0
65,7,2.0
65,19,0.0
65,11,1.0
65,15,0.0
65,13,0.0
65,0,1.0
65,4,1.0
65,2,0.0
65,5,1.0
70,7,1.0
70,11,5.0
70,13,0.0
70,0,9.0
70,5,7.0
70,2,0.0
70,16,0.0
70,19,1.0
70,15,0.0
70,4,1.0
71,19,0.0
71,11,1.0
71,16,0.0
71,2,1.0
71,13,0.0
71,0,4.0
71,15,0.0
71,5,0.0
71,4,2.0
71,7,2.0
73,19,3.0
73,13,0.0
73,7,19.0
73,11,3.0
73,5,2.0
73,4,0.0
73,2,0.0
73,15,0.0
73,16,0.0
73,0,0.0
74,15,0.0
74,5,2.0
74,0,1.0
74,7,9.0
74,13,0.0
74,11,0.0
74,2,1.0
74,16,0.0
74,19,0.0
74,4,0.0
77,11,0.0
77,2,0.0
77,15,0.0
77,5,1.0
77,16,0.0
77,0,0.0
77,13,0.0
77,7,7.0
77,19,0.0
77,4,1.0
79,0,2.0
79,4,0.0
79,2,0.0
79,19,0.0
79,7,1.0
79,16,0.0
79,5,0.0
79,15,0.0
79,11,0.0
79,13,0.0
82,16,0.0
82,15,0.0
82,4,1.0
82,19,1.0
82,7,6.0
82,11,3.0
82,0,2.0
82,13,0.0
82,5,2.0
82,2,1.0
83,0,5.0
83,19,0.0
83,4,0.0
83,11,1.0
83,7,0.0
83,16,0.0
83,2,0.0
83,5,0.0
83,15,0.0
83,13,0.0
84,15,0.0
84,2,0.0
84,16,0.0
84,4,0.0
84,11,3.0
84,0,1.0
84,13,0.0
84,5,3.0
84,19,2.0
84,7,3.0
85,16,0.0
85,7,0.0
85,15,0.0
85,4,0.0
85,0,0.0
85,13,0.0
85,5,0.0
85,19,0.0
85,11,1.0
85,2,0.0
87,0,0.0
87,19,0.0
87,5,0.0
87,7,1.0
87,4,0.0
87,16,0.0
87,15,0.0
87,2,0.0
87,11,0.0
87,13,0.0
88,16,0.0
88,19,1.0
88,13,0.0
88,7,3.0
88,15,0.0
88,4,0.0
88,5,1.0
88,2,0.0
88,0,0.0
88,11,0.0
90,13,0.0
90,15,0.0
90,5,0.0
90,19,1.0
90,7,0.0
90,2,0.0
90,16,0.0
90,4,0.0
90,0,0.0
90,11,0.0
91,2,0.0
91,11,1.0
91,4,1.0
91,16,0.0
91,5,0.0
91,19,0.0
91,15,0.0
91,13,0.0
91,0,19.0
91,7,1.0
96,11,0.0
96,19,0.0
96,4,0.0
96,16,0.0
96,5,0.0
96,0,1.0
96,2,1.0
96,7,0.0
96,15,0.0
96,13,0.0
97,16,0.0
97,7,4.0
97,15,0.0
97,2,0.0
97,13,0.0
97,4,0.0
97,19,1.0
97,5,7.0
97,11,5.0
97,0,10.0
100,4,0.0
100,7,2.0
100,11,2.0
100,2,0.0
100,5,0.0
100,0,4.0
100,15,0.0
100,13,0.0
100,16,0.0
100,19,0.0
101,16,0.0
101,15,0.0
101,4,0.0
101,7,4.0
101,0,6.0
101,5,2.0
101,2,0.0
101,13,0.0
101,19,2.0
101,11,4.0
102,2,0.0
102,5,4.0
102,19,1.0
102,4,0.0
102,11,4.0
102,13,0.0
102,15,0.0
102,16,0.0
102,7,4.0
102,0,2.0
103,16,0.0
103,2,0.0
103,15,0.0
103,0,7.0
103,7,4.0
103,19,2.0
103,11,5.0
103,13,0.0
103,4,1.0
103,5,4.0
104,0,6.0
104,19,1.0
104,2,1.0
104,13,0.0
104,5,4.0
104,7,3.0
104,11,1.0
104,16,0.0
104,15,0.0
104,4,0.0
105,16,0.0
105,11,1.0
105,2,0.0
105,19,0.0
105,0,7.0
105,13,0.0
105,5,3.0
105,4,0.0
105,7,2.0
105,15,0.0
106,16,0.0
106,13,0.0
106,2,0.0
106,0,2.0
106,7,3.0
106,15,0.0
106,4,1.0
106,11,1.0
106,5,6.0
106,19,2.0
107,0,7.0
107,15,0.0
107,2,0.0
107,5,1.0
107,19,1.0
107,13,0.0
107,16,0.0
107,7,5.0
107,11,8.0
107,4,0.0
108,16,0.0
108,19,2.0
108,4,0.0
108,11,7.0
108,5,6.0
108,2,0.0
108,0,6.0
108,7,3.0
108,15,0.0
108,13,0.0
109,13,0.0
109,15,0.0
109,16,0.0
109,0,5.0
109,7,1.0
109,2,0.0
109,5,4.0
109,4,0.0
109,19,1.0
109,11,3.0
110,13,0.0
110,11,4.0
110,5,3.0
110,0,2.0
110,16,0.0
110,4,2.0
110,7,4.0
110,2,0.0
110,19,3.0
110,15,0.0
111,0,2.0
111,16,0.0
111,11,2.0
111,13,0.0
111,2,0.0
111,15,0.0
111,7,6.0
111,19,5.0
111,5,2.0
111,4,1.0
112,11,0.0
112,0,6.0
112,5,1.0
112,16,0.0
112,4,1.0
112,13,0.0
112,15,0.0
112,2,0.0
112,7,2.0
112,19,2.0
113,13,0.0
113,11,3.0
113,4,1.0
113,5,7.0
113,7,4.0
113,19,2.0
113,0,1.0
113,15,0.0
113,2,0.0
113,16,0.0
114,5,12.0
114,7,7.0
114,16,0.0
114,2,4.0
114,11,20.0
114,19,4.0
114,4,3.0
114,13,0.0
114,15,0.0
114,0,24.0
115,2,0.0
115,4,2.0
115,11,2.0
115,13,0.0
115,7,2.0
115,15,0.0
115,5,7.0
115,19,2.0
115,16,0.0
115,0,3.0
116,11,4.0
116,16,0.0
116,2,2.0
116,19,5.0
116,5,3.0
116,7,4.0
116,4,0.0
116,0,1.0
116,13,0.0
116,15,0.0
117,4,2.0
117,13,0.0
117,15,0.0
117,19,2.0
117,11,3.0
117,0,5.0
117,16,0.0
117,2,0.0
117,7,9.0
117,5,4.0
118,5,4.0
118,11,2.0
118,0,2.0
118,13,0.0
118,4,2.0
118,15,0.0
118,2,1.0
118,19,1.0
118,7,4.0
118,16,0.0
119,13,0.0
119,7,4.0
119,19,1.0
119,5,6.0
119,15,0.0
119,2,1.0
119,11,3.0
119,16,0.0
119,0,6.0
119,4,0.0
120,13,0.0
120,19,2.0
120,11,5.0
120,7,2.0
120,5,6.0
120,4,0.0
120,15,0.0
120,2,2.0
120,0,3.0
120,16,0.0
121,19,4.0
121,15,0.0
121,5,8.0
121,16,0.0
121,11,2.0
121,7,6.0
121,13,0.0
121,2,0.0
121,4,0.0
121,0,2.0
122,15,0.0
122,11,2.0
122,0,4.0
122,19,1.0
122,2,0.0
122,16,0.0
122,13,0.0
122,5,2.0
122,7,3.0
122,4,0.0
125,0,1.0
125,13,0.0
125,16,0.0
125,11,0.0
125,7,1.0
125,5,1.0
125,15,0.0
125,19,0.0
125,2,0.0
125,4,0.0
126,4,1.0
126,15,0.0
126,16,0.0
126,0,0.0
126,11,0.0
126,13,0.0
126,7,0.0
126,5,0.0
126,19,0.0
126,2,0.0
127,7,45.0
127,2,3.0
127,0,37.0
127,11,15.0
127,16,0.0
127,19,23.0
127,4,8.0
127,13,0.0
127,15,0.0
127,5,8.0
128,15,0.0
128,11,26.0
128,4,20.0
128,5,21.0
128,13,0.0
128,2,2.0
128,7,45.0
128,0,40.0
128,19,32.0
128,16,0.0
130,7,6.0
130,13,0.0
130,19,2.0
130,0,1.0
130,2,0.0
130,11,1.0
130,4,1.0
130,5,3.0
130,15,0.0
130,16,0.0
131,16,0.0
131,15,0.0
131,0,0.0
131,7,2.0
131,4,3.0
131,2,0.0
131,19,1.0
131,13,0.0
131,5,1.0
131,11,1.0
133,2,0.0
133,4,1.0
133,5,0.0
133,16,0.0
133,13,0.0
133,11,0.0
133,0,3.0
133,7,48.0
133,15,0.0
133,19,15.0
134,15,65.0
134,4,27.0
134,13,83.0
134,19,35.0
134,5,147.0
134,7,62.0
134,0,52.0
134,11,44.0
134,16,81.0
134,2,9.0
135,19,99.0
135,16,233.0
135,4,56.0
135,15,306.0
135,2,32.0
135,5,381.0
135,7,387.0
135,13,322.0
135,0,189.0
135,11,138.0
136,5,1891.0
136,11,1910.0
136,13,340.0
136,7,1291.0
136,19,718.0
136,15,331.0
136,2,749.0
136,0,1346.0
136,4,1060.0
136,16,345.0
137,15,257.0
137,0,1488.0
137,4,1639.0
137,19,2271.0
137,11,3257.0
137,7,1154.0
137,5,3150.0
137,2,1518.0
137,13,264.0
137,16,266.0
138,5,23.0
138,11,15.0
138,13,0.0
138,2,3.0
138,19,46.0
138,0,52.0
138,4,17.0
138,15,0.0
138,16,0.0
138,7,18.0
139,19,54.0
139,5,0.0
139,13,0.0
139,15,0.0
139,2,4.0
139,4,30.0
139,7,19.0
139,16,0.0
139,11,14.0
139,0,16.0
140,0,15.0
140,15,0.0
140,4,23.0
140,2,4.0
140,7,34.0
140,5,12.0
140,16,0.0
140,19,46.0
140,13,0.0
140,11,18.0
141,4,11.0
141,0,27.0
141,15,0.0
141,13,0.0
141,7,68.0
141,16,0.0
141,2,4.0
141,5,17.0
141,11,21.0
141,19,48.0
142,19,30.0
142,0,35.0
142,4,27.0
142,16,0.0
142,2,2.0
142,13,0.0
142,11,29.0
142,7,37.0
142,15,0.0
142,5,31.0
143,11,49.0
143,7,31.0
143,16,0.0
143,0,39.0
143,5,28.0
143,15,0.0
143,13,0.0
143,4,47.0
143,2,4.0
143,19,46.0
144,7,26.0
144,16,0.0
144,15,0.0
144,4,44.0
144,0,45.0
144,13,0.0
144,2,9.0
144,5,17.0
144,19,33.0
144,11,29.0
145,15,0.0
145,4,31.0
145,5,16.0
145,16,0.0
145,19,44.0
145,11,29.0
145,13,0.0
145,7,52.0
145,0,43.0
145,2,6.0
146,0,30.0
146,16,0.0
146,19,30.0
146,15,0.0
146,4,26.0
146,2,0.0
146,5,11.0
146,11,32.0
146,13,0.0
146,7,46.0
147,19,2.0
147,16,0.0
147,2,1.0
147,5,7.0
147,11,3.0
147,15,0.0
147,0,4.0
147,13,0.0
147,7,12.0
147,4,1.0
148,4,3.0
148,0,4.0
148,2,0.0
148,16,0.0
148,5,5.0
148,11,4.0
148,7,4.0
148,19,3.0
148,13,0.0
148,15,0.0
149,2,0.0
149,5,9.0
149,4,2.0
149,19,8.0
149,7,3.0
149,11,3.0
149,16,0.0
149,0,5.0
149,15,0.0
149,13,0.0
150,7,9.0
150,5,8.0
150,0,2.0
150,2,0.0
150,11,6.0
150,4,0.0
150,15,0.0
150,19,7.0
150,13,0.0
150,16,0.0
151,4,0.0
151,13,0.0
151,16,0.0
151,19,3.0
151,2,0.0
151,5,4.0
151,11,1.0
151,15,0.0
151,0,2.0
151,7,2.0
152,2,1.0
152,13,0.0
152,5,2.0
152,16,0.0
152,7,4.0
152,0,1.0
152,15,0.0
152,19,2.0
152,11,2.0
152,4,0.0
153,4,0.0
153,0,2.0
153,13,0.0
153,11,0.0
153,15,0.0
153,19,1.0
153,5,4.0
153,7,1.0
153,2,1.0
153,16,0.0
154,2,0.0
154,11,1.0
154,4,1.0
154,19,3.0
154,7,4.0
154,13,0.0
154,0,1.0
154,5,1.0
154,16,0.0
154,15,0.0
155,19,1.0
155,0,2.0
155,2,0.0
155,4,1.0
155,7,1.0
155,15,0.0
155,16,0.0
155,13,0.0
155,11,2.0
155,5,3.0
156,16,0.0
156,19,1.0
156,0,1.0
156,2,0.0
156,7,1.0
156,5,2.0
156,4,0.0
156,11,0.0
156,13,0.0
156,15,0.0
157,7,2.0
157,5,1.0
157,2,0.0
157,19,1.0
157,15,0.0
157,16,0.0
157,0,0.0
157,13,0.0
157,11,2.0
157,4,0.0
158,19,4.0
158,7,3.0
158,0,0.0
158,11,2.0
158,5,2.0
158,13,0.0
158,16,0.0
158,4,1.0
158,15,0.0
158,2,0.0
159,19,1.0
159,5,2.0
159,11,2.0
159,13,0.0
159,7,3.0
159,15,0.0
159,4,0.0
159,2,0.0
159,0,2.0
159,16,0.0
160,4,0.0
160,7,0.0
160,15,0.0
160,16,0.0
160,5,0.0
160,0,0.0
160,2,0.0
160,11,0.0
160,19,1.0
160,13,0.0
161,4,0.0
161,11,0.0
161,5,4.0
161,16,0.0
161,0,0.0
161,7,4.0
161,15,0.0
161,13,0.0
161,19,1.0
161,2,0.0
162,4,0.0
162,7,1.0
162,5,0.0
162,19,1.0
162,2,0.0
162,16,0.0
162,0,0.0
162,13,0.0
162,11,2.0
162,15,0.0
163,5,1.0
163,0,1.0
163,4,0.0
163,2,0.0
163,7,0.0
163,16,0.0
163,15,0.0
163,19,1.0
163,13,0.0
163,11,0.0
164,15,0.0
164,2,0.0
164,13,0.0
164,11,0.0
164,4,0.0
164,16,0.0
164,0,2.0
164,5,2.0
164,19,2.0
164,7,0.0
165,2,0.0
165,13,0.0
165,15,0.0
165,19,0.0
165,7,0.0
165,0,2.0
165,11,1.0
165,16,0.0
165,4,0.0
165,5,2.0
166,5,3.0
166,15,0.0
166,0,1.0
166,19,0.0
166,4,0.0
166,13,0.0
166,2,0.0
166,7,0.0
166,11,0.0
166,16,0.0
167,15,0.0
167,5,1.0
167,2,0.0
167,13,0.0
167,11,1.0
167,4,1.0
167,19,0.0
167,7,1.0
167,0,0.0
167,16,0.0
168,7,0.0
168,15,0.0
168,13,0.0
168,11,0.0
168,5,1.0
168,4,0.0
168,2,0.0
168,0,0.0
168,16,0.0
168,19,0.0
