Genre,Language,Nudity,Rating,Sex,Title,Violence,Release_Date,Production_Budget,Domestic_Gross,Worldwide_Gross,Release_Year,Release_Month
Unknown,None,None,Unknown,None,Earth,None,2009-04-22,47000000,32011576,116773317,2009,Apr
Comedy,Heavy,None,PG-13,Medium,Man Of The Year,Light,2006-10-13,20000000,37442180,41342180,2006,Oct
Action,Light,None,PG-13,Light,The Guardian,Medium,2006-09-29,70000000,55011732,94973540,2006,Sep
Western,Heavy,Heavy,R,Medium,The Proposition,Heavy,2006-05-05,20000000,1903434,5313608,2006,May
Comedy,Heavy,None,R,None,Orgazmo,None,1998-10-23,1000000,582024,627287,1998,Oct
Action,Heavy,Light,R,Light,Knock Off,Heavy,1998-09-04,35000000,10319915,10319915,1998,Sep
Comedy,Heavy,Medium,R,Medium,Clay Pigeons,Heavy,1998-09-25,8000000,1793359,2256606,1998,Sep
Drama,Heavy,None,R,None,Rounders,None,1998-09-11,12000000,22921898,22921898,1998,Sep
Thriller,Medium,None,R,None,Ronin,Heavy,1998-09-25,55000000,41610884,70692101,1998,Sep
Comedy,Heavy,None,PG-13,None,Rush Hour,Medium,1998-09-18,35000000,141186864,245300000,1998,Sep
Drama,Light,None,PG,None,The Mighty,Light,1998-10-09,100000,2652246,6121582,1998,Oct
Comedy,Heavy,None,R,Medium,Dead Man On Campus,Light,1998-08-21,14000000,15064948,15064948,1998,Aug
Drama,Heavy,Medium,R,Medium,54,None,1998-08-28,13000000,16757163,16757163,1998,Aug
Drama,Heavy,None,PG-13,Medium,Without Limits,Light,1998-09-11,25000000,780326,780326,1998,Sep
Drama,Medium,None,PG,None,Simon Birch,Light,1998-09-11,20000000,18253415,18310591,1998,Sep
Thriller,Heavy,Light,R,Light,Blade,Heavy,1998-08-21,45000000,70141876,131237688,1998,Aug
Comedy,Heavy,Heavy,R,Medium,Slums Of Beverly Hills,Light,1998-08-14,5000000,5502773,5502773,1998,Aug
Comedy,Medium,Medium,R,Heavy,How Stella Got Her Groove Back,None,1998-08-14,20000000,37672944,37672944,1998,Aug
Thriller,Heavy,Light,R,Light,Snake Eyes,Heavy,1998-08-07,73000000,55591409,103891409,1998,Aug
Action,Light,Light,PG-13,None,The Avengers,Medium,2012-05-04,225000000,623279547,1519479547,2012,May
Action,Light,Light,PG-13,None,The Avengers,Medium,1998-08-14,60000000,23385416,48585416,1998,Aug
Drama,Medium,Heavy,R,Heavy,Lolita,Medium,1998-07-22,55000000,1147784,1147784,1998,Jul
Drama,Medium,Heavy,R,Heavy,Lolita,Medium,1962-01-01,2000000,9250000,9250000,1962,Jan
Drama,Medium,Heavy,R,Heavy,"First Love, Last Rites",Heavy,1998-08-07,300000,10876,10876,1998,Aug
Horror,Heavy,Light,R,Light,Disturbing Behavior,Heavy,1998-07-24,15000000,17507368,19014238,1998,Jul
Thriller,Heavy,None,R,None,The Negotiator,Medium,1998-07-29,50000000,44705766,49105766,1998,Jul
Historical,Light,None,PG-13,None,Ever After: A Cinderella Story,Light,1998-07-31,26000000,65705772,65705772,1998,Jul
Thriller,Medium,None,R,None,Pi,Medium,1998-07-10,68000,3221152,4678513,1998,Jul
Action,Light,Light,PG-13,Light,The Mask Of Zorro,Medium,1998-07-17,65000000,93828745,233700000,1998,Jul
Comedy,Medium,Light,PG-13,Medium,Dirty Work,Light,1998-06-12,13000000,10020081,10020081,1998,Jun
Historical,Heavy,None,R,Light,Saving Private Ryan,Heavy,1998-07-24,65000000,216335085,485035085,1998,Jul
Historical,Light,None,G,Light,Gone With The Wind,Light,1939-12-15,3900000,198680470,390525192,1939,Dec
Drama,Light,Light,R,Medium,The Land Girls,Light,1998-06-12,8000000,146083,146083,1998,Jun
Comedy,Heavy,None,R,None,Safe Men,Light,1998-08-07,1000000,21210,21210,1998,Aug
Science Fiction,Heavy,Light,PG-13,Light,Armageddon,Medium,1998-07-01,140000000,201578182,554600000,1998,Jul
Comedy,Medium,Medium,PG-13,Medium,"Six Days, Seven Nights",Medium,1998-06-12,80000000,74339294,164800000,1998,Jun
Action,Light,Medium,G,Light,Mulan,Light,1998-06-19,90000000,120620254,303500000,1998,Jun
Comedy,Heavy,Light,R,Light,Fear And Loathing In Las Vegas,Medium,1998-05-22,18500000,10680275,13711903,1998,May
Drama,Medium,None,R,None,Smoke Signals,Light,1998-06-26,2000000,6719300,7756617,1998,Jun
Comedy,Heavy,None,R,Medium,Hav Plenty,Light,1998-06-19,650000,2301777,2301777,1998,Jun
Science Fiction,Heavy,None,PG-13,None,Godzilla,Medium,2014-05-16,160000000,200676069,529076069,2014,May
Science Fiction,Heavy,None,PG-13,None,Godzilla,Medium,1998-05-19,125000000,136314294,376000000,1998,May
Comedy,Heavy,None,R,Light,Bulworth,Light,1998-05-15,30000000,26528684,29203383,1998,May
Thriller,Medium,None,PG-13,Light,Deep Impact,Light,1998-05-08,80000000,140464664,349464664,1998,May
Drama,Light,None,PG,Light,"Dancer, Texas Pop. 81",None,1998-05-01,2300000,574838,574838,1998,May
Drama,Light,None,PG,None,The Truman Show,Light,1998-06-05,60000000,125618201,264118201,1998,Jun
Animated,None,None,G,None,Quest For Camelot,Medium,1998-05-15,40000000,22772500,38172500,1998,May
Comedy,Heavy,Light,R,Medium,The Object Of My Affection,Light,1998-04-17,15000000,29145924,29145924,1998,Apr
Action,Heavy,Medium,R,Medium,The Big Hit,Heavy,1998-04-24,13000000,27066941,27066941,1998,Apr
Drama,Heavy,None,R,Heavy,Two Girls And A Guy,None,1998-04-24,1000000,2057193,2315026,1998,Apr
Drama,Heavy,Heavy,R,Heavy,He Got Game,Medium,1998-05-01,25000000,21567853,22411948,1998,May
Drama,Light,Light,R,Light,Karakter,Medium,1998-03-27,4500000,713413,713413,1998,Mar
Drama,Heavy,Heavy,R,Heavy,The Players Club,Heavy,1998-04-08,5000000,23047939,23047939,1998,Apr
Romance,Light,Medium,PG-13,Medium,City Of Angels,None,1998-04-10,55000000,78750909,198750909,1998,Apr
Comedy,Medium,None,PG,Light,Shooting Fish,Light,1998-05-01,4000000,302204,302204,1998,May
Thriller,Light,None,R,None,Mercury Rising,Heavy,1998-04-03,60000000,32983332,32983332,1998,Apr
Mystery,None,None,PG,None,The Spanish Prisoner,Light,1998-04-03,10000000,10162034,13835130,1998,Apr
Comedy,Heavy,Heavy,R,Light,The Big Lebowski,Light,1998-03-06,15000000,17498804,46189568,1998,Mar
Thriller,Heavy,None,PG-13,Light,Sphere,Medium,1998-02-13,73000000,37068294,50168294,1998,Feb
Action,Light,Light,PG-13,Medium,The Man In The Iron Mask,Medium,1998-03-13,35000000,56968169,56968169,1998,Mar
Comedy,Heavy,Medium,R,Medium,Half Baked,Light,1998-01-16,8000000,17394881,17394881,1998,Jan
Romance,Heavy,None,R,Medium,Sliding Doors,Light,1998-04-24,6000000,11911200,58809149,1998,Apr
Thriller,Heavy,None,R,None,Hard Rain,Heavy,1998-01-16,70000000,19870567,19870567,1998,Jan
Action,Medium,None,R,None,Firestorm,Heavy,1998-01-09,19000000,8123860,8123860,1998,Jan
Drama,Heavy,Light,R,Light,Jackie Brown,Medium,1997-12-25,12000000,39673162,74727492,1997,Dec
Drama,None,Light,Unknown,Medium,Bang,None,1996-04-01,10000,527,527,1996,Apr
Science Fiction,Heavy,Medium,R,Heavy,The Postman,Heavy,1997-12-25,80000000,17650704,20841123,1997,Dec
Comedy,Medium,Medium,PG-13,Medium,As Good As It Gets,None,1997-12-24,50000000,148478011,314111923,1997,Dec
Action,Light,Medium,PG-13,Medium,Tomorrow Never Dies,Heavy,1997-12-19,110000000,125304276,339504276,1997,Dec
Drama,Heavy,Medium,PG-13,Light,Titanic,Medium,1997-12-19,200000000,659363944,2208208395,1997,Dec
Drama,None,None,R,None,A Few Good Men,Light,1992-12-11,33000000,141340178,236500000,1992,Dec
Drama,None,Medium,R,Medium,The Crying Game,Medium,1992-11-25,4000000,62546695,62546695,1992,Nov
Comedy,Medium,None,Unknown,Light,A Christmas Story,Light,1983-11-18,3250000,20605209,20605209,1983,Nov
Musical,None,None,G,None,The Muppet Christmas Carol,Light,1992-12-11,12000000,27281507,27492918,1992,Dec
Drama,None,None,R,None,Reservoir Dogs,Heavy,1992-10-23,1200000,2832029,2832029,1992,Oct
Thriller,Heavy,None,R,Light,The Bodyguard,Medium,1992-11-25,25000000,121945720,410900000,1992,Nov
Family,None,None,G,None,Aladdin,Medium,1992-11-11,28000000,217350219,504050219,1992,Nov
Comedy,Light,None,PG,Light,Home Alone 2: Lost In New York,Heavy,1992-11-20,20000000,173585516,358994850,1992,Nov
Drama,Medium,None,PG-13,Medium,Malcolm X,Medium,1992-11-18,35000000,48169910,48169910,1992,Nov
Action,Light,None,R,Light,The Last Of The Mohicans,Heavy,1992-09-25,40000000,75505856,75505856,1992,Sep
Comedy,Light,None,PG,None,The Mighty Ducks,Light,1992-10-02,10000000,50752337,50752337,1992,Oct
Science Fiction,Light,Medium,R,None,Blade Runner,Heavy,1982-06-25,28000000,32656328,39252944,1982,Jun
Comedy,None,Light,PG-13,Medium,Johnny Suede,Medium,1991-01-01,500000,55000,55000,1991,Jan
Drama,None,Medium,R,Medium,Light Sleeper,Medium,1992-09-21,5000000,1050861,1050861,1992,Sep
Comedy,None,None,PG-13,None,Buffy The Vampire Slayer,Medium,1992-07-31,7000000,14231669,14231669,1992,Jul
Drama,Heavy,None,R,None,Glengarry Glen Ross,None,1992-09-30,12500000,10725228,10725228,1992,Sep
Comedy,None,Light,PG-13,Light,Death Becomes Her,Light,1992-07-31,55000000,58422650,149022650,1992,Jul
Comedy,None,Medium,R,Heavy,Boomerang,Light,1992-07-01,42000000,70052444,131052444,1992,Jul
Western,None,None,R,Heavy,Unforgiven,Heavy,1992-08-07,14400000,101157447,159157447,1992,Aug
Thriller,None,None,R,Medium,Raising Cain,Medium,1992-08-07,11000000,21171695,21171695,1992,Aug
Action,Medium,None,R,Light,Patriot Games,Heavy,1992-06-05,45000000,83287363,178100000,1992,Jun
Comedy,Medium,None,PG,None,A League Of Their Own,Light,1992-07-01,40000000,107533925,132440066,1992,Jul
Action,Light,None,PG,Light,Batman Returns,Heavy,1992-06-18,80000000,162833635,266824291,1992,Jun
Horror,None,None,R,Light,Alien 3,Heavy,1992-05-22,55000000,54927174,158500000,1992,May
Thriller,Medium,None,R,Medium,Lethal Weapon 3,Heavy,1992-05-15,35000000,144731527,319700000,1992,May
Comedy,Heavy,Medium,R,Medium,The Player,Light,1992-04-10,8000000,21706101,28876702,1992,Apr
Horror,None,Heavy,R,Medium,Split Second,Heavy,1992-05-01,7000000,5430822,5430822,1992,May
Action,None,None,Unknown,Light,Casablanca,Light,1943-01-23,1039000,10462500,10462500,1943,Jan
Comedy,None,None,R,Medium,My Cousin Vinny,Light,1992-03-13,11000000,52929168,52929168,1992,Mar
Drama,None,Medium,PG-13,None,Medicine Man,Medium,1992-02-07,40000000,44948240,44948240,1992,Feb
Drama,None,None,PG-13,None,Radio Flyer,Medium,1992-02-21,35000000,4651977,4651977,1992,Feb
Action,None,None,PG-13,Light,Memoirs Of An Invisible Man,None,1992-02-28,40000000,14358033,14358033,1992,Feb
Drama,None,None,PG-13,None,Fried Green Tomatoes,Medium,1991-12-27,11000000,81204830,81204830,1991,Dec
Comedy,Medium,None,PG-13,Light,Mrs. Doubtfire,None,1993-11-24,25000000,219195051,441286003,1993,Nov
Drama,Light,None,PG-13,None,Robocop 3,Medium,1993-11-05,22000000,10696210,10696210,1993,Nov
Action,Light,None,PG,Light,The Three Musketeers,Medium,2011-10-21,90000000,20377913,139877913,2011,Oct
Comedy,Light,None,PG,Light,The Beverly Hillbillies,Light,1993-10-15,25000000,42222647,55598481,1993,Oct
Comedy,None,None,PG,None,The Remains Of The Day,None,1993-11-05,15000000,22954968,63954968,1993,Nov
Horror,Light,Medium,R,Light,Warlock: The Armageddon,Heavy,1993-09-24,3000000,3902679,3902679,1993,Sep
Comedy,Heavy,None,R,Medium,Dazed And Confused,Medium,1993-09-24,6900000,7950889,7950889,1993,Sep
Drama,Medium,Medium,PG-13,Medium,Ruby In Paradise,None,1993-10-01,800000,1001437,1001437,1993,Oct
Drama,Heavy,None,PG,None,Gettysburg,Medium,1993-10-08,25000000,10731997,10731997,1993,Oct
Drama,Heavy,Medium,R,Light,Fortress,Heavy,1993-09-03,12000000,6730578,46730578,1993,Sep
Comedy,Light,Medium,PG,None,Airborne,Light,2012-09-14,1200000,0,0,2012,Sep
Comedy,Light,None,PG,None,Cool Runnings,Light,1993-10-01,14000000,68856263,155056263,1993,Oct
Drama,Light,None,PG,Light,The Age Of Innocence,None,1993-09-17,34000000,32014993,32014993,1993,Sep
Drama,Medium,None,PG-13,None,Only The Strong,Heavy,1993-08-27,6000000,3273588,3273588,1993,Aug
Horror,Heavy,Medium,R,Heavy,Jason Goes To Hell: The Final Friday,Heavy,1993-08-13,3000000,15935068,15935068,1993,Aug
Drama,Heavy,Heavy,R,Heavy,True Romance,Heavy,1993-09-10,12500000,12281000,12309980,1993,Sep
Drama,Heavy,None,R,Medium,Poetic Justice,Medium,1993-07-23,14000000,27450453,27450453,1993,Jul
Comedy,Light,None,PG-13,None,Hocus Pocus,Light,1993-07-16,28000000,39360491,39360491,1993,Jul
Drama,None,Light,Unknown,Light,The Piano,Light,1993-11-12,7000000,40157856,40168957,1993,Nov
Drama,Heavy,None,PG-13,None,The Fugitive,Medium,1993-08-06,44000000,183875760,353715317,1993,Aug
Drama,Heavy,None,R,Light,The Firm,Heavy,1993-06-30,42000000,158340892,270340892,1993,Jun
Thriller,Light,None,PG-13,None,Jurassic Park,Heavy,1993-06-11,63000000,395708305,1038812584,1993,Jun
Drama,Medium,Medium,R,Medium,Menace Ii Society,Heavy,1993-05-26,3500000,27731527,27731527,1993,May
Action,Heavy,None,R,None,Cliffhanger,Heavy,1993-05-28,65000000,84049211,255000000,1993,May
Animated,None,None,G,None,Snow White And The Seven Dwarfs,Light,1937-12-21,1488000,184925486,184925486,1937,Dec
Drama,None,None,PG,None,Free Willy,Light,1993-07-16,20000000,77698625,153698625,1993,Jul
Drama,Heavy,Medium,R,None,Bound By Honor,None,1993-04-16,35000000,4496583,4496583,1993,Apr
Science Fiction,Light,Light,PG-13,None,Super Mario Bros.,Medium,1993-05-28,42000000,20844907,20844907,1993,May
Thriller,Heavy,None,R,None,The Dark Half,Medium,1993-04-23,15000000,9579068,9579068,1993,Apr
Comedy,Light,Light,PG-13,Light,Much Ado About Nothing,Light,1993-05-07,8000000,22549338,22549338,1993,May
Action,Medium,None,PG,None,The Adventures Of Huck Finn,Medium,1993-04-02,6500000,24103594,24103594,1993,Apr
Action,None,None,R,Light,El Mariachi,Medium,1993-02-26,7000,2040920,2041928,1993,Feb
Action,Light,None,PG,None,Teenage Mutant Ninja Turtles Iii,Heavy,1993-03-19,21000000,42273609,42273609,1993,Mar
Comedy,Light,None,PG,Light,Groundhog Day,Light,1993-02-12,14600000,70906973,70906973,1993,Feb
Action,Medium,Medium,R,Medium,Nowhere To Run,Heavy,1993-01-15,15000000,22189039,52189039,1993,Jan
Action,Heavy,None,R,None,Trespass,Heavy,2011-10-14,35000000,16816,786532,2011,Oct
Drama,Heavy,Heavy,R,Heavy,Hoffa,Heavy,1992-12-25,35000000,23365858,28391473,1992,Dec
Drama,Light,None,PG-13,None,Alive,Light,1993-01-15,32000000,36299670,36299670,1993,Jan
Action,None,None,PG-13,None,Kindergarten Cop,None,1990-12-21,26000000,91457688,202000000,1990,Dec
Science Fiction,None,None,PG-13,None,Edward Scissorhands,None,1990-12-07,20000000,53976987,53976987,1990,Dec
Comedy,None,None,PG,None,Home Alone,None,1990-11-16,15000000,285761243,476684675,1990,Nov
Drama,None,None,PG,None,Dances With Wolves,None,1990-11-09,19000000,184208842,424200000,1990,Nov
Western,None,None,PG-13,None,Quigley Down Under,None,1990-10-19,20000000,21413105,21413105,1990,Oct
Animated,None,None,Unknown,None,Fantasia,None,1940-11-13,2280000,83320000,83320000,1940,Nov
Drama,None,None,PG-13,None,Ghost,None,1990-07-13,22000000,217631306,517600000,1990,Jul
Thriller,None,None,R,None,Die Hard 2,None,1990-07-03,70000000,117323878,239814025,1990,Jul
Drama,None,None,PG-13,None,Days Of Thunder,None,1990-06-27,60000000,82670733,157670733,1990,Jun
Animated,None,None,G,None,The Jungle Book,None,2016-04-15,175000000,364001123,963819542,2016,Apr
Animated,None,None,G,None,The Jungle Book,None,1994-12-25,27000000,44342956,44342956,1994,Dec
Drama,None,None,R,None,Flatliners,None,1990-08-10,26000000,61308153,61308153,1990,Aug
Drama,None,None,R,None,Flatliners,None,2017-09-29,20000000,16883115,45075341,2017,Sep
Thriller,None,None,PG-13,None,Arachnophobia,None,1990-07-18,31000000,53208180,53208180,1990,Jul
Drama,None,None,PG-13,None,Metropolitan,None,1990-08-03,430000,2938000,2938000,1990,Aug
Thriller,None,None,R,None,Goodfellas,None,1990-09-19,25000000,46743809,46777347,1990,Sep
Drama,None,None,R,None,Pretty Woman,None,1990-03-23,14000000,178406268,432645872,1990,Mar
Fantasy,None,None,PG,None,Dick Tracy,None,1990-06-15,47000000,103738726,162738726,1990,Jun
Science Fiction,None,None,PG,None,Spaced Invaders,None,1990-04-27,3000000,15000000,15000000,1990,Apr
Horror,Medium,Light,R,Heavy,May,Heavy,2003-02-07,1750000,145540,634803,2003,Feb
Drama,Heavy,Medium,R,Heavy,Monster,Heavy,2003-12-24,5000000,34469210,64240813,2003,Dec
Comedy,Heavy,Medium,PG-13,Light,Calendar Girls,None,2003-12-19,10000000,31011616,93074616,2003,Dec
Drama,Medium,Medium,R,Medium,House Of Sand And Fog,Heavy,2003-12-19,16500000,13005485,16157923,2003,Dec
Drama,Light,Heavy,Unknown,Heavy,Cold Mountain,Heavy,2003-12-25,80000000,95632614,165173909,2003,Dec
Documentary,Heavy,Light,Unknown,None,Touching The Void,Light,2004-01-23,2000000,4593598,15396525,2004,Jan
Science Fiction,Medium,Light,PG-13,Light,Big Fish,Light,2003-12-10,70000000,66432867,123954323,2003,Dec
Drama,Heavy,Medium,R,Medium,All The Real Girls,Medium,2003-02-14,1000000,549666,703020,2003,Feb
Comedy,Heavy,Medium,PG-13,Medium,Stuck On You,Light,2003-12-12,55000000,33832741,63537164,2003,Dec
Drama,Light,None,PG-13,Medium,Girl With A Pearl Earring,Light,2003-12-12,12000000,11634362,43274797,2003,Dec
Science Fiction,Medium,None,PG-13,None,Paycheck,Medium,2003-12-25,60000000,53789313,98819789,2003,Dec
Family,None,Light,PG,None,Peter Pan,Light,2003-12-25,100000000,48417850,95255485,2003,Dec
Family,None,Light,PG,None,Peter Pan,Light,1953-02-05,4000000,87400000,87400000,1953,Feb
Comedy,None,None,R,None,Dogma,None,1999-11-12,10000000,30651422,43948865,1999,Nov
Comedy,None,None,PG-13,None,Three To Tango,None,1999-10-22,20000000,10570375,10570375,1999,Oct
Horror,None,None,R,None,Bats,None,1999-10-22,6500000,10155691,10155691,1999,Oct
Drama,None,None,R,None,Bringing Out The Dead,None,1999-10-22,32000000,16640210,16640210,1999,Oct
Drama,None,None,PG-13,None,Crazy In Alabama,None,1999-10-22,15000000,1954202,1954202,1999,Oct
Comedy,None,None,R,None,The Best Man,None,1999-10-22,9000000,34102780,34572780,1999,Oct
Drama,None,None,R,None,Ride With The Devil,None,1999-11-24,35000000,630779,630779,1999,Nov
Action,None,None,PG-13,None,The Omega Code,None,1999-10-15,7200000,12610552,12678312,1999,Oct
Animated,None,None,G,None,Toy Story 2,None,1999-11-19,90000000,245852179,511358276,1999,Nov
Science Fiction,None,None,R,None,Being John Malkovich,None,1999-10-29,13000000,22858926,32382381,1999,Oct
Drama,None,None,R,None,Fight Club,None,1999-10-15,65000000,37030102,100851705,1999,Oct
Drama,None,None,R,None,Sugar Town,None,1999-09-17,250000,178095,178095,1999,Sep
Comedy,None,None,PG-13,None,"Happy, Texas",None,1999-10-01,1700000,2039192,2891228,1999,Oct
Comedy,None,None,PG-13,None,Superstar,None,1999-10-08,14000000,30628981,30628981,1999,Oct
Drama,None,None,R,None,The Story Of Us,None,1999-10-15,50000000,27100030,27100030,1999,Oct
Drama,None,None,R,None,Random Hearts,None,1999-10-08,64000000,31054924,63200000,1999,Oct
Drama,None,None,PG-13,None,Anywhere But Here,None,1999-11-12,23000000,18653615,18653615,1999,Nov
Action,None,None,R,None,Three Kings,None,1999-10-01,48000000,60652036,107752036,1999,Oct
Comedy,None,None,R,None,Breakfast Of Champions,None,1999-09-17,12000000,178287,178287,1999,Sep
Thriller,None,None,R,None,Double Jeopardy,None,1999-09-24,40000000,116735231,177835231,1999,Sep
Comedy,None,None,PG-13,None,Drive Me Crazy,None,1999-10-01,8000000,17843379,22591451,1999,Oct
Comedy,None,None,R,None,Mumford,None,1999-09-24,28700000,4559569,4559569,1999,Sep
Family,None,None,G,None,The Adventures Of Elmo In Grouchland,None,1999-10-01,17000000,11634458,11634458,1999,Oct
Comedy,None,None,Unknown,None,Stiff Upper Lips,None,1999-08-27,5700000,69582,69582,1999,Aug
Drama,None,None,R,None,American Beauty,None,1999-09-15,15000000,130058047,356258047,1999,Sep
Horror,None,None,R,None,Stir Of Echoes,None,1999-09-10,12000000,21133087,21133087,1999,Sep
Thriller,None,None,R,None,Stigmata,None,1999-09-10,32000000,50041732,89441732,1999,Sep
Comedy,None,None,R,None,Love Stinks,None,1999-09-10,4000000,2793776,2793776,1999,Sep
Action,None,None,PG-13,None,Blue Streak,None,1999-09-17,36000000,68208190,117448157,1999,Sep
Thriller,None,None,R,None,The Limey,None,1999-10-08,10000000,3193102,6030047,1999,Oct
Drama,None,None,PG-13,None,For Love Of The Game,None,1999-09-17,50000000,35188640,46112640,1999,Sep
Drama,None,None,G,None,The Straight Story,None,1999-10-15,10000000,6197866,6197866,1999,Oct
Comedy,Heavy,Heavy,R,Medium,Detroit Rock City,Medium,1999-08-13,16000000,4217115,5825314,1999,Aug
Drama,None,None,PG-13,None,Brokedown Palace,None,1999-08-13,25000000,10115014,11115766,1999,Aug
Drama,None,None,R,None,Illuminata,None,1999-08-06,10000000,836641,836641,1999,Aug
Thriller,None,None,PG-13,None,The Sixth Sense,None,1999-08-06,40000000,293506292,672806292,1999,Aug
Comedy,None,None,PG-13,None,Dick,None,1999-08-04,13000000,6276869,6276869,1999,Aug
Action,None,None,PG-13,None,Mystery Men,None,1999-08-06,68000000,29762011,33462011,1999,Aug
Thriller,None,None,R,None,The Thomas Crown Affair,None,1999-08-06,48000000,69304264,124304264,1999,Aug
Comedy,None,None,R,None,Mickey Blue Eyes,None,1999-08-20,40000000,33864342,53864342,1999,Aug
Horror,None,None,R,None,Deep Blue Sea,None,1999-07-28,60000000,73648228,165048228,1999,Jul
Comedy,None,None,PG,None,Runaway Bride,None,1999-07-30,70000000,152257509,310138178,1999,Jul
Animated,Medium,None,PG,None,The Iron Giant,Light,1999-08-04,50000000,23159305,31333917,1999,Aug
