,Release_Date,Title,Production_Budget,Domestic_Gross,Worldwide_Gross
142,9/23/1994,The Shawshank Redemption,25000000,28241469,28307092
143,2/3/2017,Rings,25000000,27793018,82933201
144,5/22/2009,Dance Flick,25000000,25794018,32224624
145,4/20/2001,Crocodile Dundee in Los Angeles,25000000,25590119,39393111
146,7/26/1996,Kingpin,25000000,25023424,32223424
147,3/18/2005,Ice Princess,25000000,24381334,25732334
148,8/26/2011,Don't Be Afraid of the Dark,25000000,24046682,39126427
149,4/23/2010,The Losers,25000000,23591432,29863840
150,8/24/2007,War,25000000,22486409,40686409
151,4/7/1995,Don Juan DeMarco,25000000,22032635,22032635
152,4/22/2005,A Lot Like Love,25000000,21835784,41921590
153,5/1/1998,He Got Game,25000000,21567853,22411948
154,2/11/2011,The Eagle,25000000,19490041,36054706
155,8/5/2015,Shaun the Sheep,25000000,19375982,101937062
156,9/2/2011,Shark Night 3D,25000000,18877153,32209741
157,3/24/2017,CHiPS,25000000,18600152,23190697
158,10/11/2002,Punch-Drunk Love,25000000,17791031,24591031
159,2/20/2004,Eurotrip,25000000,17718223,20718223
160,12/22/2017,Father Figures,25000000,17501244,21038826
161,4/4/2008,The Ruins,25000000,17432844,22910563
162,10/25/2013,The Counselor,25000000,16973715,71009334
163,12/8/2006,Unaccompanied Minors,25000000,16655224,21970831
164,4/1/1988,"Bright Lights, Big City",25000000,16118077,16118077
165,11/15/2002,Half Past Dead,25000000,15567860,19233280
166,4/18/1986,Legend,25000000,15502112,23506237
167,7/26/1996,The Adventures of Pinocchio,25000000,15382170,36682170
168,9/30/2005,The Greatest Game Ever Played,25000000,15331289,15468266
169,11/6/2009,The Box,25000000,15051977,26341896
170,3/3/2000,The Next Best Thing,25000000,14983572,24355762
171,10/8/2010,My Soul to Take,25000000,14744435,16727470
172,4/9/2004,The Girl Next Door,25000000,14589444,31635150
173,8/15/2008,Fly Me To the Moon,25000000,14543943,43530281
174,9/13/1996,Maximum Risk,25000000,14102929,51702929
175,9/13/2002,Stealing Harvard,25000000,13973532,13973532
176,8/3/2007,Hot Rod,25000000,13938332,14334401
177,9/9/2011,Warrior,25000000,13657115,24215385
178,12/24/1999,Angela's Ashes,25000000,13038660,13038660
179,9/22/2017,Battle of the Sexes,25000000,12638526,18396116
180,12/21/2012,Cirque du Soleil: Worlds Away,25000000,12512862,28012862
181,11/13/2015,The 33,25000000,12227722,28400715
182,6/21/1985,Lifeforce,25000000,11603545,11603545
183,4/15/2011,The Conspirator,25000000,11538204,15907411
184,7/3/2002,The Powerpuff Girls,25000000,11411644,16425701
185,6/3/2005,The Lords of Dogtown,25000000,11273517,13424365
186,7/1/1986,Big Trouble in Little China,25000000,11100000,11100000
187,10/11/1996,Michael Collins,25000000,11092559,27572844
188,3/28/2008,Stop-Loss,25000000,10915744,11229035
189,10/8/1993,Gettysburg,25000000,10731997,10731997
190,10/18/2002,Abandon,25000000,10719367,12219367
191,9/16/2011,Straw Dogs,25000000,10324441,11253821
192,8/13/1999,Brokedown Palace,25000000,10115014,11115766
193,8/16/2002,Possession,25000000,10103647,14805812
194,4/19/1996,Mrs. Winterbourne,25000000,10039566,10039566
195,5/17/1991,Stone Cold,25000000,9286314,9286314
196,11/25/2009,The Road,25000000,8114270,29206732
197,4/6/2007,The Hoax,25000000,7164995,7164995
198,8/17/1984,Sheena,25000000,5778353,5778353
199,9/2/2005,Underclassman,25000000,5654777,5654777
200,3/23/2001,Say It Isn't So,25000000,5516708,5516708
201,12/7/2005,The World's Fastest Indian,25000000,5128124,18991288
202,4/25/2008,Deception,25000000,4598506,12850033
203,3/1/1995,Tank Girl,25000000,4064333,4064333
204,4/22/2005,King's Ransom,25000000,4008527,4049527
205,10/3/2008,Blindness,25000000,3073392,20052958
206,12/16/2011,Carnage,25000000,2546747,38112154
207,9/1/2017,Tulip Fever,25000000,2455635,6104551
208,1/6/2006,BloodRayne,25000000,2405420,3605420
209,11/20/2015,Legend,25000000,1872994,42642077
210,11/20/2009,Bad Lieutenant: Port of Call New Orleans,25000000,1702112,12413949
211,1/29/2016,Jane Got a Gun,25000000,1513793,3771345
212,11/25/2009,Me and Orson Welles,25000000,1190003,1190003
213,9/16/2005,Venom,25000000,881745,881745
214,10/14/2005,Where the Truth Lies,25000000,872142,1415656
215,9/11/1998,Without Limits,25000000,780326,780326
216,3/22/2013,On the Road,25000000,720828,9313302
217,8/24/2012,Les petits mouchoirs,25000000,205505,48530887
218,6/30/2010,Love Ranch,25000000,137885,146149
219,4/24/2015,Yi ge ren de wu lin,25000000,129115,129115
220,12/31/2010,Sammy's avonturen: De geheime doorgang,25000000,0,71594792
221,12/31/2010,Belka i Strelka. Zvezdnye sobaki,25000000,0,9445081
222,12/31/2017,Matilda,25000000,0,9434926
223,10/4/2011,La vÃ©ritable histoire du Chat BottÃ©,25000000,0,8208594
224,7/8/2011,Ironclad,25000000,0,5297411
225,3/10/2015,Red Sky,25000000,0,91116
226,1/1/1970,Waterloo,25000000,0,0
227,1/10/2014,The Adventurer: The Curse of the Midas Box,25000000,0,0
228,12/31/2018,Reagan,25000000,0,0
229,3/29/2019,Captive State,25000000,0,0
230,11/9/2012,Dangerous Liaisons,24200000,17000,10447579
231,11/26/1986,Star Trek IV: The Voyage Home,24000000,109713132,133000000
232,12/12/1997,Scream 2,24000000,101363301,172363301
233,2/21/2003,Old School,24000000,75155000,86765463
234,12/20/2006,Rocky Balboa,24000000,70269899,156229050
235,6/20/2014,Think Like a Man Too,24000000,65028687,70027933
236,2/18/2000,The Whole Nine Yards,24000000,57262492,85527867
237,10/14/2011,Footloose,24000000,51802742,62989834
238,4/7/2017,Going in Style,24000000,45018541,78697547
239,7/12/1991,Point Break,24000000,43218387,83531958
240,9/20/1991,The Fisher King,24000000,41798224,41798224
241,11/13/1998,I Still Know What You Did Last Summer,24000000,40020622,40020622
242,12/16/1969,"Hello, Dolly",24000000,33208099,33208099
243,4/7/2000,Return to Me,24000000,32662299,32662299
244,11/6/2009,The Men Who Stare at Goats,24000000,32428195,67348218
245,10/31/2008,Zack and Miri Make a Porno,24000000,31457946,36856306
246,1/12/2001,Double Take,24000000,29823162,29823162
247,12/21/1999,"Girl, Interrupted",24000000,28871190,28871190
248,9/8/2000,Nurse Betty,24000000,25170054,27732366
249,8/20/2010,Piranha 3D,24000000,25003155,83660160
250,11/24/2010,Faster,24000000,23240020,35792945
251,1/23/2004,Win a Date with Tad Hamilton!,24000000,16980098,16980098
252,7/14/1999,Muppets From Space,24000000,16304786,16304786
253,10/24/1978,The Wiz,24000000,13000000,13000000
254,4/7/2000,Ready to Rumble,24000000,12372410,12372410
255,9/16/2011,I Don't Know How She Does It,24000000,9659074,24474463
256,12/24/1999,Play it to the Bone,24000000,8427204,8427204
257,12/17/2004,Beyond the Sea,24000000,6144806,8292914
258,6/10/2005,Hauru no ugoku shiro,24000000,4710455,237814327
259,3/27/1998,Meet the Deedles,24000000,4356126,4356126
260,8/25/1995,The Thief and the Cobbler,24000000,669276,669276
261,6/10/2005,The Bridge of San Luis Rey,24000000,49981,1696765
262,12/31/2007,Flood,24000000,0,4084232
263,10/2/2009,Zombieland,23600000,75590286,102236596
264,5/21/1980,Star Wars Ep. V: The Empire Strikes Back,23000000,290271960,534171960
265,11/6/1998,The Waterboy,23000000,161491646,190191646
266,6/28/1991,The Naked Gun 2Â½: The Smell of Fear,23000000,86930411,86930411
267,4/7/1995,Bad Boys,23000000,65647413,141247413
268,1/16/2015,The Wedding Ringer,23000000,64460211,80171596
269,3/17/2000,Final Destination,23000000,53302314,112036870
270,12/17/1976,King Kong,23000000,52614445,90614445
271,10/7/2011,The Ides of March,23000000,40962534,77735925
272,2/18/2000,Pitch Black,23000000,39235088,53182088
273,3/30/2001,Someone Like You,23000000,27338033,38684906
274,1/10/2014,Her,23000000,25568251,48422461
275,10/5/2001,Joy Ride,23000000,21973182,21973182
276,2/17/2012,Kari gurashi no Arietti,23000000,19192510,151496097
277,1/20/2012,Haywire,23000000,18942396,36374700
278,11/12/1999,Anywhere But Here,23000000,18653615,18653615
279,9/1/2004,Vanity Fair,23000000,16123851,19123851
280,2/26/2016,Eddie the Eagle,23000000,15789389,45121177
281,7/17/1987,Jaws 4: The Revenge,23000000,15728335,15728335
282,8/25/2000,The Crew,23000000,13019253,13019253
283,12/20/1996,Marvin's Room,23000000,12803305,12803305
284,1/9/2004,Chasing Liberty,23000000,12189514,12291975
285,8/22/2008,The Longshots,23000000,11511323,11778396
286,12/3/1999,The End of the Affair,23000000,10660147,10660147
287,8/23/1991,Harley Davidson and the Marlboro Man,23000000,7018525,7018525
288,9/14/2007,In the Valley of Elah,23000000,6777741,24489150
289,9/25/2009,Coco avant Chanel,23000000,6113834,50813834
290,6/26/2009,ChÃ©ri,23000000,2715657,2715657
291,6/28/2013,Redemption,23000000,36686,13593473
292,4/25/2008,Rogue,23000000,10452,4673377
293,5/5/2017,ChÄi dÃ n zhuÄnjiÄ,23000000,0,58807172
294,12/31/2009,Shi Yue Wei Cheng,23000000,0,44195779
295,6/24/1987,Spaceballs,22700000,38119483,38119483
296,6/22/2007,1408,22500000,71985628,131263370
297,11/18/2016,Nocturnal Animals,22500000,10663357,32398726
298,4/24/2015,The Water Diviner,22500000,4200117,30864649
299,7/13/1990,Ghost,22000000,217631306,517600000
300,7/15/1998,There's Something About Mary,22000000,176484651,369884651
301,11/11/1994,The Santa Clause,22000000,144833357,189800000
302,9/28/2007,The Game Plan,22000000,90648202,146590987
303,3/29/2002,The Rookie,22000000,75600072,80491516
304,6/2/1995,The Bridges of Madison County,22000000,71516617,175516617
305,2/28/2014,Son of God,22000000,59700064,70949793
306,6/1/2001,The Animal,22000000,55762229,55762229
307,8/8/2014,The Hundred-Foot Journey,22000000,54235441,94270488
308,12/8/1982,Gandhi,22000000,52767889,127767889
309,9/19/2003,Underworld,22000000,51970690,95708457
310,7/28/1995,The Net,22000000,50621733,110521733
311,8/3/2012,Diary of a Wimpy Kid: Dog Days,22000000,49008662,77229695
312,12/28/2001,I Am Sam,22000000,40270895,92542418
313,11/11/2005,Derailed,22000000,36020063,57520063
314,9/18/2009,The Informant!,22000000,33316821,41771168
315,11/22/2013,Delivery Man,22000000,30659817,70536870
316,2/5/2016,"Hail, Caesar!",22000000,30080225,64171419
317,8/24/2001,Jay and Silent Bob Strike Back,22000000,30059386,33762400
318,12/29/1993,Shadowlands,22000000,25842377,25842377
319,8/27/2008,Traitor,22000000,23530831,27882226
320,8/12/2005,Deuce Bigalow: European Gigolo,22000000,22400154,45273464
321,5/19/2017,Diary of a Wimpy Kid: The Long Haul,22000000,20738724,35608734
322,1/18/2008,Mad Money,22000000,20668843,25044057
323,11/27/2013,Homefront,22000000,20158492,51695362
324,9/19/2008,Igor,22000000,19528602,31013349
325,2/9/2001,Saving Silverman,22000000,19351569,25873142
326,7/2/1999,Summer of Sam,22000000,19288130,19288130
327,9/14/2001,The Glass House,22000000,17951431,22861785
328,9/4/2015,The Transporter Refueled,22000000,16029670,69698495
329,6/13/1980,The Island,22000000,15716828,15716828
330,4/11/2001,Josie and the Pussycats,22000000,14252830,14252830
331,8/22/2012,Hit & Run,22000000,13749300,17216955
332,10/27/2000,The Little Vampire,22000000,13555988,13555988
333,10/1/2004,I Heart Huckabees,22000000,12784713,20034713
334,11/17/2017,"Roman J. Israel, Esq.",22000000,11962712,12963235
335,12/4/2013,Out of the Furnace,22000000,11330849,15434375
336,11/5/1993,RoboCop 3,22000000,10696210,10696210
337,8/27/1999,Dudley Do-Right,22000000,9818792,9818792
338,12/8/2017,Just Getting Started,22000000,6069605,6756452
339,9/21/2001,Megiddo: Omega Code 2,22000000,6047691,6047691
340,1/1/1970,Darling Lili,22000000,5000000,5000000
341,11/23/2005,The Libertine,22000000,4835065,9448623
342,4/6/2007,Zwartboek,22000000,4398532,27238354
343,10/31/2014,Before I Go to Sleep,22000000,3242457,19563579
344,10/8/2010,Stone,22000000,1810078,4065020
345,3/3/2006,Joyeux NoÃ«l,22000000,1054361,23134075
346,12/31/2013,Metegol,22000000,0,34061097
347,6/24/1977,Sorcerer,21600000,12000000,12005968
348,7/27/2007,MoliÃ¨re,21600000,635733,791154
349,10/5/2007,Michael Clayton,21500000,49033882,92987651
350,7/9/1999,Arlington Road,21500000,24419219,24419219
351,12/20/1996,My Fellow Americans,21500000,22331846,22331846
352,6/22/2012,To Rome with Love,21500000,16684352,74326015
353,11/16/2012,Silver Linings Playbook,21000000,132092958,236412453
354,4/6/2018,Blockers,21000000,59839515,93075524
355,6/30/1999,"South Park: Bigger, Longer & Uncut",21000000,52037603,52037603
356,6/18/1982,Firefox,21000000,45785720,45785720
357,4/16/2010,Death at a Funeral,21000000,42739347,48977233
358,3/19/1993,Teenage Mutant Ninja Turtles III,21000000,42273609,42273609
359,9/14/2001,Hardball,21000000,40222729,43728560
360,11/5/2010,For Colored Girls,21000000,37729698,38017873
361,1/5/2007,Freedom Writers,21000000,36605602,43632609
362,10/11/2002,The Transporter,21000000,25296447,43928932
363,3/14/2008,Never Back Down,21000000,24850922,39319801
364,12/9/2011,Tinker Tailor Soldier Spy,21000000,24149393,81452811
365,11/5/1999,The Bachelor,21000000,21731001,36882378
366,3/12/1999,The Rage: Carrie 2,21000000,17760244,17760244
367,8/1/2008,Swing Vote,21000000,16289867,17589867
368,6/5/2009,Away We Go,21000000,9451946,10108016
369,9/27/2002,Moonlight Mile,21000000,6830957,6830957
370,5/6/2011,The Beaver,21000000,970816,5046038
371,2/24/2017,Bitter Harvest,21000000,557241,606162
372,10/22/1999,Molly,21000000,17396,17396
373,4/23/1999,eXistenZ,20700000,2840417,2840417
374,7/23/1982,The Best Little Whorehouse in Texas,20500000,69701637,69701637
375,8/11/2006,Pulse,20500000,20264436,30241435
376,11/13/1991,Beauty and the Beast,20000000,376057266,608435483
377,6/12/1981,Raiders of the Lost Ark,20000000,225686079,367452079
378,11/20/1992,Home Alone 2: Lost in New York,20000000,173585516,358994850
379,11/16/1977,Close Encounters of the Third Kind,20000000,169100479,340800479
380,5/20/1987,Beverly Hills Cop II,20000000,153665036,276665036
381,12/9/2016,La La Land,20000000,151101803,425742799
382,7/19/2013,The Conjuring,20000000,137400141,318000141
383,3/7/2003,Bringing Down the House,20000000,132675402,164675402
384,11/17/2017,Wonder,20000000,132422809,303675291
385,2/14/1991,The Silence of the Lambs,20000000,130726716,275726716
386,2/14/1992,Wayne's World,20000000,121697323,183097323
387,10/15/2010,Jackass 3D,20000000,117229692,171685793
388,7/29/2016,Bad Moms,20000000,113257297,181457297
389,6/16/1978,Jaws 2,20000000,102922376,208900376
390,10/3/2008,Beverly Hills Chihuahua,20000000,94514402,154218168
391,7/2/2014,Tammy,20000000,84525432,96407655
392,1/21/2005,Are We There Yet?,20000000,82674398,98114471
393,11/16/2011,The Descendants,20000000,82624961,175507800
394,10/3/2003,School of Rock,20000000,81261177,131945113
395,4/13/2007,Disturbia,20000000,80818974,118537627
396,7/16/1993,Free Willy,20000000,77698625,153698625
397,10/21/2016,Tyler Perryâs Boo! A Madea Halloween,20000000,73206343,73206343
398,8/18/1995,Mortal Kombat,20000000,70433227,122133227
399,6/23/2004,White Chicks,20000000,69148997,111448997
400,4/24/2009,Obsessed,20000000,68261644,73964713
401,4/18/2003,Holes,20000000,67383924,71232214
402,6/29/2012,Tyler Perry's Madea's Witness Protection,20000000,65653242,66950887
403,3/31/2010,The Last Song,20000000,62950384,92678948
404,4/2/2010,Why Did I Get Married Too?,20000000,60095852,60831067
405,10/23/1998,La vita Ã¨ bella,20000000,57598247,229385361
406,10/18/2013,12 Years a Slave,20000000,56671993,181025343
407,12/13/2002,Drumline,20000000,56398162,56398162
408,6/3/2016,Me Before You,20000000,56245075,205445075
409,4/15/2016,Barbershop: The Next Cut,20000000,54030051,54404202
410,12/7/1990,Edward Scissorhands,20000000,53976987,53976987
411,1/9/2015,Selma,20000000,52076908,66776908
412,12/12/1980,Popeye,20000000,49823037,49823037
413,2/17/2006,Date Movie,20000000,48548426,85146165
414,2/15/2002,Peter Pan: Return to Neverland,20000000,48430258,109862682
415,2/14/2003,The Jungle Book 2,20000000,47901582,140122225
416,3/16/2007,Premonition,20000000,47852604,81461343
417,10/20/2017,Tyler Perryâs Boo 2! A Madea Halloween,20000000,47319572,47879572
418,2/4/2005,Boogeyman,20000000,46752382,67192859
419,2/11/2000,The Tigger Movie,20000000,45542421,96147688
420,11/6/2015,Spotlight,20000000,45055776,92108847
421,3/30/2018,Acrimony,20000000,43549096,46547877
422,6/26/2015,Max,20000000,42656255,43658157
423,3/21/2008,Meet the Browns,20000000,41975388,41975388
424,7/24/2009,Orphan,20000000,41596251,78769428
425,11/17/2017,The Star,20000000,40847995,62758010
426,1/26/2007,Epic Movie,20000000,39739367,86858578
427,9/19/2008,Lakeview Terrace,20000000,39263506,44821299
428,10/13/2006,The Grudge 2,20000000,39143839,70743839
429,7/27/2016,Nerve,20000000,38583626,61680792
430,5/14/1982,Conan the Barbarian,20000000,38264085,79114085
431,8/14/1998,How Stella Got Her Groove Back,20000000,37672944,37672944
432,7/19/1991,Bill & Ted's Bogus Journey,20000000,37537675,37537675
433,10/13/2006,Man of the Year,20000000,37442180,41342180
434,2/19/2016,Risen,20000000,36880033,46255763
435,8/18/2010,Vampires Suck,20000000,36661504,81424988
436,12/21/1979,The Black Hole,20000000,35841901,35841901
437,9/1/2010,The American,20000000,35606376,67950723
438,3/21/1997,Selena,20000000,35450113,35450113
439,11/4/2011,A Very Harold & Kumar 3D Christmas,20000000,35061031,36265745
440,3/19/2004,Eternal Sunshine of the Spotless Mind,20000000,34366518,72570762
441,1/4/2013,Texas Chainsaw 3D,20000000,34341945,47666013
442,10/27/2006,Babel,20000000,34302837,132121212
443,9/19/2014,This is Where I Leave You,20000000,34296320,41296320
444,12/12/2008,Doubt,20000000,33446470,53191101
445,10/15/2004,Team America: World Police,20000000,32774834,50948811
446,10/27/1995,Copycat,20000000,32051917,32051917
447,4/12/2013,Scary Movie V,20000000,32015787,78613981
448,3/12/2010,She's Out of My League,20000000,32010860,48680977
449,11/26/2008,Milk,20000000,31841299,57293371
450,10/15/1969,Paint Your Wagon,20000000,31678778,31678778
451,8/31/2011,The Debt,20000000,31177548,46604054
452,10/25/2002,Ghost Ship,20000000,30113491,68349884
453,1/8/2010,Daybreakers,20000000,30101577,51445503
454,3/7/2008,The Bank Job,20000000,30060660,66143005
455,3/20/1998,Wild Things,20000000,29795299,55576699
456,10/16/2009,The Stepfather,20000000,29062561,29227561
457,3/31/2000,High Fidelity,20000000,27277055,47881663
458,4/28/2006,Stick It,20000000,26910736,30399714
459,1/4/2008,One Missed Call,20000000,26890041,44513466
460,1/12/1996,Eye for an Eye,20000000,26792700,26792700
461,4/11/2008,Street Kings,20000000,26418667,65457811
462,8/23/2013,The World's End,20000000,26004851,47508505
463,1/19/1996,From Dusk Till Dawn,20000000,25728961,25732986
464,9/24/2010,You Again,20000000,25702053,32838945
465,6/15/2007,Nancy Drew,20000000,25584685,30703845
466,9/17/2010,Alpha and Omega 3D,20000000,25107267,48958353
467,2/14/2014,Endless Love,20000000,23438250,34718173
468,9/8/2006,The Covenant,20000000,23364784,38164784
469,7/1/2011,Monte Carlo,20000000,23186769,39686769
470,3/24/2006,Stay Alive,20000000,23086480,23187506
